Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.10015222036097803,0.4863483725312163,0.5534764429563871,LUAD
A2M,0.060475669906108254,0.09908670043372733,0.13928355501157955,LUAD
AAAS,0.21006577502563276,0.12311478685399835,0.1690202867427828,LUAD
AACS,0.6965828948415329,1.7499890103034893e-20,5.967165916828068e-19,LUAD
AADAC,-0.21465904765903143,8.814781208504108e-05,0.00026271965681879354,LUAD
AADAT,0.5871466608308713,0.01736840420221389,0.029461851242844773,LUAD
AAED1,0.2076135357343152,0.1082413814992517,0.15080333192534248,LUAD
AAGAB,0.5416411011537701,9.576553237153686e-08,5.369595820096373e-07,LUAD
AAMDC,0.20399480297499561,0.006846763136833521,0.012868383855270624,LUAD
AAMP,0.3361542692029281,0.007610149690781703,0.014123707701028256,LUAD
AAR2,0.25324038576488017,0.06239990759317563,0.09282470725817121,LUAD
AARS,0.6412028556648721,4.3777177428217135e-40,1.2581560792869605e-37,LUAD
AARS2,0.6490316088322651,3.683186710505534e-07,1.8179183081930898e-06,LUAD
AARSD1,0.6452773683290296,3.941371418394432e-18,1.0405841232973648e-16,LUAD
AASDHPPT,0.475247956372236,1.7014485603274267e-07,8.979470654949415e-07,LUAD
AASS,0.44692964096660537,1.5911466996246744e-05,5.5729961415052605e-05,LUAD
AATF,0.5050813294585853,1.0153446158399191e-06,4.60268205981692e-06,LUAD
AATK,0.6707668847315422,1.1739821651215392e-07,6.428463036993774e-07,LUAD
ABAT,0.3056913764770973,1.63526977160849e-07,8.666585159436143e-07,LUAD
ABCA1,0.3154263750754107,0.0013325509468690797,0.0029871867107736524,LUAD
ABCA12,0.2745012829155027,0.006013771857732312,0.011456918772145705,LUAD
ABCA13,0.06823359755682534,0.6286532419102737,0.6868214413951302,LUAD
ABCA2,0.33604685527389105,0.032852536034047815,0.052255480703113054,LUAD
ABCA3,0.2421483619460676,7.722260337013075e-09,5.3682250677273334e-08,LUAD
ABCA6,-0.015453844443826914,0.6869215156182539,0.7385360758448072,LUAD
ABCA7,-0.007290404594421651,0.9552949494545231,0.962663984828997,LUAD
ABCA8,-0.0045791136794558485,0.8550756387761012,0.8821749590203899,LUAD
ABCB1,-0.09463801437683772,0.1462310076823097,0.1963332808673213,LUAD
ABCB10,0.7831593307027928,7.422112820199899e-08,4.232371477233037e-07,LUAD
ABCB5,-0.01788139001253755,0.9086930199818662,0.925812122758796,LUAD
ABCB6,0.633835534964694,1.2333535521499912e-05,4.419773203091115e-05,LUAD
ABCB7,0.5770554757914623,2.610644525037573e-06,1.0860410784678638e-05,LUAD
ABCB8,0.42989917790758464,0.002195814522027442,0.004657886604191067,LUAD
ABCC1,0.10273772149850774,0.3950277205277576,0.46583632365635563,LUAD
ABCC10,0.27434023980503847,0.07589540442772906,0.1101423173159979,LUAD
ABCC2,0.5508546714658661,0.007482598657714845,0.013917799537343496,LUAD
ABCC3,0.8890493446013261,1.3146499242417565e-23,6.267328714667217e-22,LUAD
ABCC4,0.7286315663882365,1.555146703060723e-28,1.2221266161006102e-26,LUAD
ABCC5,0.4799093686095269,0.00156055331665263,0.0034439679272068465,LUAD
ABCC6,0.7064622381374628,4.6896379135036986e-07,2.2697605976589107e-06,LUAD
ABCC8,-0.2537085603472158,0.13476223863659112,0.18274108364053251,LUAD
ABCD1,0.33427395228406875,0.0012847884031564798,0.002892499227249559,LUAD
ABCD3,0.26419434023977784,0.01149190942592045,0.020398291320863564,LUAD
ABCD4,0.35859365534283916,0.012485832759670914,0.02196868842566551,LUAD
ABCE1,0.6125225509268194,2.4349217680893685e-10,2.218557795761862e-09,LUAD
ABCF1,0.8335443625107831,4.010491941922543e-16,8.100710530883305e-15,LUAD
ABCF2,0.8142843668286835,1.2371765473812734e-21,4.82354995740629e-20,LUAD
ABCF3,0.5869740684553769,1.899948142839465e-06,8.108433758515985e-06,LUAD
ABCG1,0.2074590983993887,0.05274249046848938,0.07992418072047827,LUAD
ABHD10,0.3811057580980047,0.0031245850607309685,0.006398656581004237,LUAD
ABHD11,0.7065426718787504,2.803315347119365e-11,2.971396109238534e-10,LUAD
ABHD12,0.030340163022965994,0.8258808865000626,0.8574193247295004,LUAD
ABHD13,0.3846672210566012,0.005078785781350772,0.009830191682626018,LUAD
ABHD14B,0.42258331032572055,0.00023749092463027272,0.0006368758226755301,LUAD
ABHD16A,0.4321357759822,0.0005647420436790944,0.001374483478676025,LUAD
ABHD17A,0.26949308644781766,0.02711272731505462,0.04393152771619433,LUAD
ABHD17B,0.3810357708147082,0.0007958273152969698,0.001869070036089708,LUAD
ABHD17C,0.9393764344565027,2.512470509601157e-10,2.283011820783924e-09,LUAD
ABHD3,0.04624130211836838,0.8132479009909587,0.8470139403673693,LUAD
ABHD4,0.4371840501371893,0.0018941061699229954,0.004089464254830524,LUAD
ABHD5,-0.043778776904618066,0.6438532776466805,0.6999373305790512,LUAD
ABHD6,0.20614560920536024,2.823571174427633e-06,1.1673778234100928e-05,LUAD
ABI1,0.4913290032631419,6.228237787843233e-05,0.00019223640352229238,LUAD
ABI2,0.01999734635899869,0.7931510487374607,0.8301224013370219,LUAD
ABI3,0.15480500264944053,0.0018390649837230898,0.0039851690373267044,LUAD
ABI3BP,0.016266885353537375,0.6694662062211321,0.7224718987639059,LUAD
ABL2,0.6241148400474438,1.0103467950167788e-05,3.692979073791344e-05,LUAD
ABLIM1,0.3429920562046979,4.702307516767591e-25,2.4764665607939892e-23,LUAD
ABLIM2,0.1557731865822229,0.15945798572558922,0.21171962492261115,LUAD
ABLIM3,0.13031372244105904,9.116761199996297e-05,0.0002708372738061511,LUAD
ABO,0.16699166678892013,0.2696687978132566,0.3360087250345037,LUAD
ABR,-0.16225307986985005,0.16078008624368234,0.21330610492287003,LUAD
ABRACL,0.13959441412489765,0.1472174081041174,0.19744798774924227,LUAD
ABT1,0.4273242463283867,0.001692785049391108,0.0037024841947869438,LUAD
ABTB1,0.5101858966488524,0.003164381607775756,0.006474880917944737,LUAD
ABTB2,0.07779401724841281,0.6546415406113164,0.7099007392204864,LUAD
ACAA1,0.051789206044091096,0.6082281958769966,0.6687252620315564,LUAD
ACAA2,0.2487188814686654,0.0003229786910419064,0.0008379785022415621,LUAD
ACACA,0.2413278704004188,0.022147902726633455,0.03657621959074141,LUAD
ACAD10,0.721313423061407,1.0339010922930819e-15,1.9847349403389527e-14,LUAD
ACAD11,-0.053122866512490846,0.6298377031550765,0.68780332926541,LUAD
ACAD8,0.584954186993151,2.034800430707646e-07,1.055598634991656e-06,LUAD
ACAD9,0.4121628360612752,0.0033485333202945373,0.006790906586460232,LUAD
ACADL,0.21886583932674564,0.012062827168140196,0.021291450865822466,LUAD
ACADM,0.39704575941761555,0.002141775218089864,0.004555744749157526,LUAD
ACADS,0.3170710024358159,0.005293323560273164,0.010202249797430112,LUAD
ACADSB,0.279561662296537,0.0006422764661401701,0.001538618474137645,LUAD
ACADVL,0.6331069813086625,1.3455419110406715e-09,1.0801920257907514e-08,LUAD
ACAN,0.204091308023566,0.11087940690314795,0.15417970058595037,LUAD
ACAP1,0.10010586878614636,0.22087140928728,0.28187585714548963,LUAD
ACAP2,0.6310162233362511,1.7026117451860508e-15,3.171587323116016e-14,LUAD
ACAP3,0.3767406322645449,0.01297063354451429,0.02271046176227489,LUAD
ACAT1,0.4265021040577618,3.1588765618976314e-11,3.327239721060552e-10,LUAD
ACAT2,0.10796044364546198,0.284656978120724,0.3523707288846127,LUAD
ACBD3,0.3378860224110847,3.8215836676044973e-10,3.357319660474554e-09,LUAD
ACBD5,0.599311601941086,3.2527229885889888e-06,1.3251980778540557e-05,LUAD
ACBD6,0.4851257121387059,0.00017356162270012706,0.0004820144568582491,LUAD
ACBD7,0.5661971830985915,2.075264401539524e-05,7.110042443830406e-05,LUAD
ACD,-0.09888789876693974,0.5323490143304159,0.5973116268990133,LUAD
ACE,0.039916567494324706,0.15766975421179963,0.20959429861457546,LUAD
ACE2,0.5717318071693968,0.023467744700563058,0.038553330710920104,LUAD
ACHE,0.41655032395695285,0.009998100101507678,0.018029919132496547,LUAD
ACIN1,0.05510398582383158,0.5951576706238201,0.6567234542348624,LUAD
ACLY,0.316495100617851,0.0030873784592710916,0.006326327138278246,LUAD
ACO1,0.39506206197233823,0.00014414350540555647,0.00040694345239250426,LUAD
ACO2,0.26081089862180734,0.04344582838261362,0.0671411257797988,LUAD
ACOT1,-0.14065912482381449,0.022122778741379807,0.036540727645244575,LUAD
ACOT11,0.6249032591554997,8.310768484075378e-07,3.8277481768001015e-06,LUAD
ACOT13,0.3477485772818468,0.001648920158793375,0.003612040042966585,LUAD
ACOT2,0.08449549715935645,0.49970666254631624,0.5665632685474972,LUAD
ACOT4,0.15265053050583433,0.20580419065141464,0.264831054594164,LUAD
ACOT7,0.41412652022046476,3.3987106743815574e-07,1.6866122680613757e-06,LUAD
ACOT8,0.4574813217426017,0.001448959026263647,0.0032210118994886244,LUAD
ACOT9,0.5571240129692916,4.7104960483786535e-06,1.8566959149937647e-05,LUAD
ACOX1,-0.08582749490527858,0.46532432238332155,0.5342042180842081,LUAD
