Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.38874490462184597,0.05489178913478965,0.14287121938103492,CCRCC
A1CF,0.1469932478149697,0.0010863231695371826,0.005807113406287994,CCRCC
A2M,-0.27703459183781093,0.029705121417130505,0.08941116057208111,CCRCC
AAAS,-0.04429139002886791,0.7083291468869812,0.8292938075349341,CCRCC
AACS,-0.128218427650878,0.06542872666245507,0.1627559971216931,CCRCC
AADAT,-0.17492468400979216,0.05947037622704257,0.15158856403371623,CCRCC
AAED1,0.07595938112459111,0.6611805299635729,0.7982561630849164,CCRCC
AAGAB,0.462501750785125,2.564334159319868e-06,2.701080595482121e-05,CCRCC
AAK1,0.30875024115850586,5.624565625552342e-10,1.0000898772706705e-08,CCRCC
AAMP,0.3296188717785258,0.004546036165141751,0.01945375836434533,CCRCC
AAR2,0.2424516038370333,0.033946047799129825,0.09912524203639345,CCRCC
AARS,0.4130603125533109,0.007866665762918917,0.030616461562667265,CCRCC
AARS2,-0.09326769113260436,0.44769351784803346,0.6226635304704592,CCRCC
AARSD1,0.46653889713151986,8.739282011371038e-06,8.286534036447348e-05,CCRCC
AASDH,-0.5813860962913046,0.03395835704560601,0.0991321660901141,CCRCC
AASDHPPT,0.047403661873248626,0.6448397404655097,0.7859575282433358,CCRCC
AASS,-0.2403541146471302,5.51491676174387e-09,8.745833815325136e-08,CCRCC
AATF,0.03491199172292908,0.5401753811441559,0.7048571194618478,CCRCC
ABAT,-0.40739055148806375,2.6342155610861086e-48,3.4574079239255175e-46,CCRCC
ABCA1,0.19758103897892465,0.11359426303727713,0.2451542132836087,CCRCC
ABCA12,0.065048364715728,0.7281849021982922,0.8423569986580036,CCRCC
ABCA2,0.04007482029616313,0.7417227347659434,0.8507168310095764,CCRCC
ABCA6,0.39354604562728557,7.665873375362548e-05,0.0005819413007552619,CCRCC
ABCA8,-0.07497460614339724,0.2761982099159823,0.451800121992772,CCRCC
ABCB1,0.1343250579316695,4.195717756596157e-11,8.719225962926389e-10,CCRCC
ABCB10,-0.253251625879759,0.026182419348044127,0.0809828319369737,CCRCC
ABCB6,0.17419399851091522,0.00040137638812156196,0.0024744928748532636,CCRCC
ABCB7,-0.08333891780273128,0.693748024296839,0.8194359434412042,CCRCC
ABCB8,-0.043562221133436,0.5378297084065543,0.7026655325940249,CCRCC
ABCC1,0.45503809593244093,5.206667840580274e-10,9.324328852744745e-09,CCRCC
