Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.4420745719791703,0.08403416868758007,0.3574209169166092,PDAC
A1CF,-0.04545983368977313,0.7691753249388221,0.919754621355417,PDAC
A2M,-0.06622972844745911,0.6894631739121324,0.8895723337114391,PDAC
A2ML1,0.8280923337208295,1.0610023357783582e-12,3.6824594680399905e-10,PDAC
AAAS,0.11355068082531763,0.6591571962160928,0.8739308491783634,PDAC
AACS,0.5151448758953427,0.011281594580029159,0.11726335496456065,PDAC
AADAC,-0.06814444355114518,0.7389936644506097,0.9054947768889255,PDAC
AAGAB,0.01762841066166737,0.9881655055224116,0.994802766593605,PDAC
AAK1,0.24921802146791064,0.2739425667436808,0.612633786526015,PDAC
AAMDC,0.3217103134383157,0.1417758662695579,0.45998650623142046,PDAC
AAMP,0.44344946702005344,0.1001154583807767,0.38781257384522216,PDAC
AAR2,-0.09622781543983187,0.6224941398106363,0.855447376631098,PDAC
AARS,-0.08198387997411788,0.6226872304962094,0.855484351864472,PDAC
AARS2,0.05559931393877249,0.9476846147842772,0.9823066364081366,PDAC
AARSD1,0.11995944701951212,0.6130472592432258,0.8511855047593323,PDAC
AASDHPPT,-0.08904138517710775,0.8133687609550693,0.9360900478909643,PDAC
AASS,0.22470226935614673,0.22497821897612635,0.5613809817353815,PDAC
AATF,0.1664885854015356,0.5464013235259377,0.8166760146635016,PDAC
ABAT,-0.31809139675813247,0.12223005381682055,0.4270719870508062,PDAC
ABCA12,0.43799202417607586,0.17905546674451422,0.509837560096871,PDAC
ABCA6,0.30586568413462156,0.052238042311444806,0.28257563580449174,PDAC
ABCA8,0.1737463818848513,0.1872855780749516,0.5208962456304034,PDAC
ABCB1,0.045881748227580954,0.875619975408148,0.9627681408782944,PDAC
ABCB10,0.6693486808978514,0.005221961549551776,0.07186865236965904,PDAC
ABCB6,0.03220831710168304,0.7915938154349464,0.928318321733199,PDAC
ABCB7,0.5034452752025127,0.03092180342344671,0.2117675022333017,PDAC
ABCB8,0.13769733754462044,0.5184991131112868,0.8011971058234575,PDAC
ABCC1,0.08992118391891585,0.7975943406686571,0.9303589428650869,PDAC
ABCC3,0.269701863694433,0.11476652142850942,0.41528050526052585,PDAC
ABCC4,0.4825864183095727,0.0633418239797553,0.314252642929924,PDAC
ABCD1,0.09021391881932622,0.6931253164173037,0.8907589362893374,PDAC
ABCD3,0.30250585791712403,0.23943132537668843,0.5755608977460768,PDAC
ABCE1,-0.11609764350350915,0.641872946731457,0.8631783421703204,PDAC
ABCF1,0.4185962405992911,0.03479121953800681,0.22952339161437355,PDAC
ABCF2,0.36332800620485306,0.08795298151198927,0.3663549677513613,PDAC
ABCF3,-0.17016514910016028,0.41280607837584193,0.7282105441465008,PDAC
ABCG1,0.2732567853006152,0.17774363833518736,0.5090244016104526,PDAC
