,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,-0.03747080956421957,0.16160710858907773,0.1371356125219722,0.8652135531503894,-0.19907791815329728,0.39840304927546555,hnscc,False,False,False
1,A2M,0.11019660410158037,0.22606941818763157,0.036350773843948296,0.6166937692918202,-0.1158728140860512,0.600650606481876,hnscc,False,False,False
2,A2ML1,0.8756375611379486,0.861553058679566,1.8627661101019645e-26,4.4674218480070697e-08,0.014084502458382553,0.8528924804563924,hnscc,True,True,False
3,A4GALT,0.8382289988177377,0.7999988718827394,6.725255371678661e-05,0.07618251579353949,0.038230126934998276,0.9628592035529291,hnscc,False,False,False
4,AAAS,0.14246371077099396,0.21891688843310286,0.04285920960685306,0.5166932797533998,-0.0764531776621089,0.734406839458514,hnscc,False,False,False
5,AACS,0.75261882556897,0.7700209314991688,4.514454401290688e-18,3.4250174608083775e-05,-0.017402105930198863,0.952091623542307,hnscc,False,True,False
6,AADAC,0.3952485311383875,0.5608109610928266,7.643100773180175e-08,0.061947196511944934,-0.1655624299544391,0.5888638128626661,hnscc,False,True,False
7,AAED1,-0.13838790763629658,0.26903790689222873,0.04916090753771517,0.6228225424143455,-0.40742581452852533,0.18201828718854884,hnscc,False,False,False
8,AAGAB,0.46918443718357977,0.6261685396841178,1.1366928517675674e-10,0.023911159105174603,-0.15698410250053801,0.27689075716133305,hnscc,False,True,False
9,AAK1,0.787437092114058,0.6699513553285377,1.73900172856168e-12,8.232797109760994e-06,0.11748573678552032,0.3697138526040272,hnscc,False,True,False
10,AAMDC,0.6147355514482584,0.4395871586109338,2.2896415415682345e-05,0.0018004143437590106,0.17514839283732464,0.35098152441515185,hnscc,False,False,False
11,AAMP,0.8219311128386123,0.7114117501564072,1.6374969889060155e-14,1.5097799611079526e-06,0.11051936268220508,0.4009448226796277,hnscc,True,True,False
12,AAR2,0.30406131839331463,0.4983368926433624,1.046502765580898e-06,0.15837306660968015,-0.19427557425004777,0.41503442362740595,hnscc,False,True,False
13,AARS,0.8503886955461463,0.7176901132422354,7.51822189852363e-15,2.769863974022925e-07,0.13269858230391085,0.24027005257193057,hnscc,True,True,False
14,AARS2,0.5329863379639378,0.6317210313555295,6.938043732472234e-11,0.008827758558274558,-0.09873469339159169,0.5789601427096227,hnscc,False,True,False
15,AARSD1,0.4597433918622577,0.5963829537989342,1.3700569959239033e-09,0.02730339167961768,-0.13663956193667653,0.42524108297246943,hnscc,False,True,False
16,AASDH,0.3256257975068372,0.017943208721309334,0.9015698910014698,0.1872974187706396,0.30768258878552784,0.5204260749736456,hnscc,False,False,False
17,AASDHPPT,0.7473062718348915,0.8490442717038911,5.3841023914784665e-25,4.1722716211772646e-05,-0.10173799986899956,0.294361545370573,hnscc,False,True,False
18,AASS,0.7733142873657187,0.8422428979634967,2.958891991072351e-24,1.5120567045376731e-05,-0.068928610597778,0.31126251807968297,hnscc,False,True,False
19,AATF,0.09678893560537175,0.15792469232967327,0.14643680973633705,0.6604213060648826,-0.06113575672430152,0.79955697075876,hnscc,False,False,False
20,ABAT,0.921626550436263,0.852101229868182,2.435349744593699e-25,4.3163263860784677e-10,0.06952532056808092,0.3991994108189162,hnscc,True,True,False
21,ABCA1,0.20002506756916838,-0.014711627518508593,0.8956318469194924,0.3601462919088002,0.21473669508767698,0.4522317462645229,hnscc,False,False,False
22,ABCA12,0.8086914198247067,0.8327195751262155,2.821835142299516e-23,3.0123339525150454e-06,-0.024028155301508813,0.7504493725173702,hnscc,True,True,False
23,ABCA2,-0.5774354015356777,-0.06560016214822584,0.7258773928748885,0.08046107178859187,-0.5118352393874519,0.12247775153828751,hnscc,False,False,False
24,ABCA6,0.6534550464373007,0.19964273378272118,0.11083813764400502,0.008245716687225069,0.4538123126545795,0.11352797028670808,hnscc,False,False,False
25,ABCA8,0.7210835877316892,0.6925270878069276,1.5105494716641893e-13,0.00010351619851944679,0.028556499924761614,0.7918611030755807,hnscc,False,True,False
26,ABCB1,0.31288878504554685,-0.10014301476281162,0.3992416656242347,0.23801932216571664,0.41303179980835847,0.2768513526072567,hnscc,False,False,False
27,ABCB10,0.2514906481153023,0.4767622259073035,6.810422453996106e-06,0.2588957501213319,-0.2252715777920012,0.39309242095204655,hnscc,False,False,False
28,ABCB6,0.7961207569895877,0.7756827422334219,1.7993667698024216e-18,5.537022241108478e-06,0.0204380147561658,0.8275921831997131,hnscc,False,True,False
29,ABCB7,0.582258407561421,0.5529823026568862,3.369935546992511e-08,0.0035564679324885354,0.029276104904534805,0.8731550509040726,hnscc,False,True,False
30,ABCB8,0.39755764884687506,0.33882199646106026,0.0019743130989981934,0.06691760045095206,0.058735652385814796,0.7899119657529861,hnscc,False,False,False
31,ABCC10,0.07482501639906121,0.24072319624790584,0.04315483400154918,0.7538849445336674,-0.16589817984884464,0.4177113439150094,hnscc,False,False,False
32,ABCC2,-0.6113094951483363,0.05641724194957007,0.7002132402490182,0.020191579985387297,-0.6677267370979064,0.04655447151418591,hnscc,False,False,False
33,ABCC3,0.5630598075376908,0.6164233186481557,2.641469150662449e-10,0.0051520184680910585,-0.05336351111046489,0.7524802771354749,hnscc,False,True,False
34,ABCC4,0.3873955204865895,-0.128677837311941,0.5058941230926943,0.23914433221540113,0.5160733577985305,0.15197103950156315,hnscc,False,False,False
35,ABCC5,0.7770535640815555,0.8356881892235789,1.418900142155418e-23,1.2927069707883368e-05,-0.058634625142023444,0.47697200055391553,hnscc,False,True,False
36,ABCC9,-0.5736208461589217,0.37755295007514045,0.03969547973040059,0.08295692790960293,-0.9511737962340622,0.0380336854804368,hnscc,False,False,False
37,ABCD1,0.774274650282122,0.6274384419088488,1.0162067463001947e-10,1.4528053844366867e-05,0.14683620837327316,0.27023501785664683,hnscc,False,True,False
