,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.04986017195160981,-0.07707827986299522,0.4677180944477827,0.8393647699355163,0.12693845181460503,0.7833658294945984,ccrcc,False,False,False
1,A1CF,0.9014395076714203,0.8902890844285656,3.731452902454682e-32,1.377004451017994e-07,0.011150423242854757,0.8895895352885597,ccrcc,True,True,False
2,A2M,-0.07746786905118662,0.021437724546345186,0.840152045732716,0.7525914256831447,-0.0989055935975318,0.7029374516655396,ccrcc,False,False,False
3,AAAS,0.37421171388182783,0.07569696726585204,0.47575608949333853,0.11447534889303775,0.29851474661597577,0.20588380299965925,ccrcc,False,False,False
4,AACS,0.507932768554863,0.5638287072820758,5.906470795970694e-09,0.026401077231678952,-0.05589593872721277,0.7234249289533988,ccrcc,False,True,False
5,AADAT,0.5137385203346522,0.37974235259764183,0.03511009429637928,0.15714879541132715,0.13399616773701034,0.6543293143770156,ccrcc,False,False,False
6,AAED1,-0.1227091906626267,0.0929296957546398,0.5390397203697842,0.7355791022485693,-0.2156388864172665,0.5407419223802622,ccrcc,False,False,False
7,AAGAB,0.7408400507447886,0.6940135164357925,2.40000459604715e-14,0.0002851952836311884,0.04682653430899619,0.7076930994929989,ccrcc,False,True,False
8,AAK1,0.49739879385871316,0.6701513651637232,3.730932160381326e-13,0.030245588411431653,-0.17275257130501004,0.25378458871920107,ccrcc,False,True,False
9,AAMP,0.6127360757872076,0.695516770663019,2.0011314608270905e-14,0.005284038651998413,-0.08278069487581141,0.6024031575430879,ccrcc,False,True,False
10,AAR2,0.4007408821871997,0.3972685269112477,9.657011602868746e-05,0.08907089489587705,0.0034723552759520215,0.9669258873890947,ccrcc,False,False,False
11,AARS,0.6923745315153618,0.7808788325098367,6.984259418457554e-20,0.0010189775514614894,-0.08850430099447493,0.0853309877974828,ccrcc,False,True,False
12,AARS2,0.45327963404362703,0.5003566762255761,4.410459473896966e-07,0.05128766880386013,-0.04707704218194908,0.8092089452685644,ccrcc,False,True,False
