,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.042123373439063264,0.1745490497670189,0.20246215103953094,0.7691448705386739,-0.13242567632795565,0.4958719879701302,lscc,False,False,False
1,A2M,0.439164328840958,0.2696937540045926,0.04442071849288238,0.001125655687300677,0.1694705748363654,0.3533525369547128,lscc,False,False,False
2,A2ML1,0.8442419150423959,0.8208709257142291,9.523580028125322e-15,3.777663040128149e-15,0.023370989328166725,0.6436951986414158,lscc,True,True,False
3,A4GALT,0.22372916672748966,0.39107683494933965,0.016694283459600296,0.21071266208034065,-0.16734766822185,0.31165682129745476,lscc,False,False,False
4,AAAS,0.0725291131003061,0.3969156479342551,0.0024558345607100934,0.6093687625899817,-0.32438653483394897,0.05563345528451611,lscc,False,False,False
5,AACS,0.6293827586930582,0.7092045100408139,9.503945034064384e-10,5.796237441639615e-07,-0.07982175134775571,0.5771366217529734,lscc,True,True,False
6,AADAC,0.809984546219694,0.5330289911766128,2.343667171105819e-05,3.540988254641014e-13,0.2769555550430811,0.024649363137084577,lscc,True,False,False
7,AAGAB,0.6267339415807794,0.35686570175383414,0.00693745523578104,6.675405417322477e-07,0.2698682398269453,0.08680668303319183,lscc,True,False,False
8,AAK1,0.6938079659050497,0.6498146803207414,5.993590303229635e-08,1.1800647437711817e-08,0.04399328558430826,0.639841993149392,lscc,True,True,False
9,AAMDC,0.5740991463237214,0.5603485077517893,7.089265041576531e-06,8.59375350739802e-06,0.013750638571932039,0.9156739520190624,lscc,False,False,False
10,AAMP,0.7021173535642723,0.616432662232411,4.234053804171183e-07,6.630173987630759e-09,0.0856846913318613,0.45486002079825005,lscc,True,True,False
11,AAR2,0.5408586878646416,0.6108429928627205,5.746589253070609e-07,3.480202681902214e-05,-0.06998430499807884,0.5394464718131111,lscc,False,True,False
12,AARS,0.8299608658997456,0.8368517736104852,9.496179908977213e-16,2.8333219068678595e-14,-0.0068909077107396355,0.9173414023666426,lscc,True,True,False
13,AARS2,0.6908293951650907,0.6445126412479554,8.306846638248859e-08,1.4442277172834985e-08,0.0463167539171353,0.652384332836593,lscc,True,True,False
14,AARSD1,0.5102997639227399,0.5711773035396137,4.282984008495769e-06,0.00011119637180994138,-0.06087753961687381,0.6938866650731174,lscc,False,True,False
15,AASDHPPT,0.6065656773390511,0.6801276828256605,8.149930264892648e-09,1.876363196338592e-06,-0.0735620054866094,0.4538698897482927,lscc,True,True,False
16,AASS,0.7811726326717776,0.8131861089461481,2.6646836890216655e-14,8.366462071459824e-12,-0.032013476274370456,0.6408314713221854,lscc,True,True,False
17,AATF,0.6285052887404855,0.5851078264347706,2.1802417641339297e-06,6.074729225632389e-07,0.04339746230571495,0.7113777700470485,lscc,True,True,False
18,ABAT,0.7509936127069189,0.8694998297296163,3.5487872583465155e-18,1.4314700110008747e-10,-0.11850621702269737,0.03346570021635891,lscc,True,True,False
