,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.10138807187382035,0.13882972261282578,0.30304845345229303,0.47448972404897993,-0.03744165073900543,0.8617238827882447,hnscc,False,False,False
1,A1CF,0.9530308749973908,-0.20461557915377246,0.62691972578352,0.012133020331583744,1.1576464541511633,0.13603580157805203,hnscc,False,False,False
2,A2M,-0.018971677334293034,0.3341939208879948,0.01106240749453456,0.893803485095727,-0.3531655982222879,0.043057180696191376,hnscc,False,False,False
3,A2ML1,0.8647398127177338,0.8612377581786046,8.395730272135154e-18,1.4299778498207337e-16,0.003502054539129218,0.9450277669875495,hnscc,True,True,False
4,A4GALT,0.7655580425411512,0.6910585894891629,0.012820522376166136,0.006026374306455106,0.07449945305198835,0.7599115837974967,hnscc,False,False,False
5,AAAS,0.2155389450066368,0.19328593179972736,0.14970579613675075,0.12488438403633872,0.02225301320690945,0.9002809551598163,hnscc,False,False,False
6,AACS,0.7261845532384564,0.77999888415681,8.63256558552586e-13,1.1108788868986416e-09,-0.053814330918353526,0.5573901975319786,hnscc,True,True,False
7,AADAC,0.37433026757991256,0.638140098325102,3.5993377481582195e-07,0.007404043893348299,-0.26380983074518943,0.17569182348949752,hnscc,False,True,False
8,AAED1,0.11709093087214348,0.2149850521852908,0.2013120175422928,0.5233339174940527,-0.09789412131314731,0.6908234480779858,hnscc,False,False,False
9,AAGAB,0.6272721316001405,0.5526224366027789,8.304110459750883e-06,6.487279276195504e-07,0.07464969499736163,0.5362348860826395,hnscc,True,False,False
10,AAK1,0.7813158514035351,0.6040358585706481,6.534900928315288e-07,8.245778541165884e-12,0.17727999283288698,0.12885590592348464,hnscc,True,True,False
11,AAMDC,0.6630066772770075,0.330611936745923,0.012010432828964348,8.542077528481299e-08,0.3323947405310845,0.045528186426284374,hnscc,True,False,False
12,AAMP,0.7680968156842359,0.6473017778054774,5.29080468599965e-08,3.016873468168723e-11,0.12079503787875856,0.28636583038770436,hnscc,True,True,False
13,AAR2,0.44305975079658966,0.4500580631917419,0.0004438002980298877,0.0010041731858398378,-0.006998312395152251,0.9723361925637187,hnscc,False,False,False
14,AARS,0.6872363727178513,0.8211599512103761,5.177294008314943e-15,1.836909941133218e-08,-0.1339235784925248,0.14741581614567734,hnscc,True,True,False
15,AARS2,0.5713700199694688,0.6547306037925468,3.2993751511241467e-08,9.69519186337347e-06,-0.08336058382307798,0.5301282237463254,hnscc,False,True,False
16,AARSD1,0.5821838923063494,0.572709491473558,3.2368877234938197e-06,5.973716906380191e-06,0.009474400832791385,0.934162466472904,hnscc,False,True,False
17,AASDH,0.007678672435380136,0.07427283274903436,0.6862176326879643,0.9645483686703942,-0.06659416031365423,0.8733945834387865,hnscc,False,False,False
18,AASDHPPT,0.876495819564939,0.7631884718839783,5.1420981988562086e-12,1.701296137802622e-17,0.11330734768096073,0.1099205014163296,hnscc,True,True,False
19,AASS,0.8337820800400114,0.8562420835161922,2.0738714214635138e-17,1.6837576617760754e-14,-0.022460003476180823,0.6644969502656501,hnscc,True,True,False
20,AATF,0.11519939835960857,0.1440100895378425,0.2851833776135212,0.41608423085847485,-0.028810691178233927,0.8881470408487294,hnscc,False,False,False
21,ABAT,0.8613823987002149,0.8780058154503947,3.0552188387702277e-19,2.5326666361338135e-16,-0.016623416750179754,0.8278472786633735,hnscc,True,True,False
22,ABCA1,0.07171500331062722,0.02101781097900665,0.8778049677784463,0.624362523490463,0.050697192331620566,0.8350421763607467,hnscc,False,False,False
23,ABCA12,0.7967202858051675,0.8503710375086293,5.752453128861678e-17,1.6167995148558268e-12,-0.053650751703461785,0.3524971397844443,hnscc,True,True,False
24,ABCA2,-0.06784526507217706,-0.2628628388776018,0.237247876145693,0.7825699549023656,0.19501757380542475,0.44040810315979373,hnscc,False,False,False
25,ABCA3,-0.43076291310861536,0.8172877838317755,0.013235769064920994,0.18595640086525764,-1.2480506969403908,0.008944205388937306,hnscc,False,False,False
26,ABCA5,-0.6720175811133533,-0.28849447932330646,0.3895933834697371,0.06793076251211545,-0.38352310179004684,0.29277772558904813,hnscc,False,False,False
27,ABCA6,0.46696011339723614,0.11246058028419906,0.47275398845670713,0.003572490889484512,0.35449953311303706,0.09723121855845229,hnscc,False,False,False
28,ABCA7,-0.41828360697152156,-0.6584707026751522,0.07582420978957996,0.5817163930284784,0.24018709570363062,0.8141797001244548,hnscc,False,False,False
