,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.060533067288195665,0.14269862652781942,0.19263780031083616,0.7787281532500889,-0.08216555923962376,0.731320911271895,hnscc,False,False,False
1,A1CF,0.8230040283950824,-0.2629011472713262,0.6147337501309429,0.022955641748209278,1.0859051756664084,0.2396810873593156,hnscc,False,False,False
2,A2M,0.21448614244638242,0.201413414577281,0.0645390869503534,0.3142013525140869,0.013072727869101408,0.9538450553861172,hnscc,False,False,False
3,A2ML1,0.8635792698801146,0.8653235116549658,1.270934747554159e-26,5.508367324920676e-08,-0.0017442417748512185,0.9038969184132258,hnscc,True,True,False
4,A4GALT,0.9196861596981886,0.8173705086661663,3.44720221320189e-05,0.026990884376605153,0.10231565103202223,0.7935309228299945,hnscc,False,False,False
5,AAAS,0.31629665882057556,0.17900338104448243,0.10117937701062611,0.1321242436771991,0.13729327777609313,0.5287870396614894,hnscc,False,False,False
6,AACS,0.881306293629195,0.7172345206994684,1.149097243759468e-14,1.2982548782233073e-08,0.16407177292972663,0.11970082232296594,hnscc,True,True,False
7,AADAC,0.4552072368347803,0.5555935401351386,1.0678555393940965e-07,0.029064546127140337,-0.1003863033003583,0.7915291189822028,hnscc,False,True,False
8,AAED1,0.40416112293480294,0.1100723034804025,0.42815754164684156,0.13514300081988978,0.29408881945440046,0.3342028045114259,hnscc,False,False,False
9,AAGAB,0.5700257911492954,0.6123010743960207,4.75907952142136e-10,0.003636689210231904,-0.04227528324672525,0.7567753287793472,hnscc,False,True,False
10,AAK1,0.8504461638177897,0.6494978332352087,1.7641291442219847e-11,1.4199526418985505e-07,0.200948330582581,0.13792133224992667,hnscc,True,True,False
11,AAMDC,0.40444491757189505,0.4991426590114731,1.159398626305641e-06,0.04996365296158932,-0.09469774143957804,0.6912852483444246,hnscc,False,True,False
12,AAMP,0.7733450609917237,0.6816028811237471,6.959813961507619e-13,9.369105443843938e-06,0.09174217986797661,0.48275384938231614,hnscc,False,True,False
13,AAR2,0.20365496785303325,0.4730788324499558,4.827832807265247e-06,0.33983317605937674,-0.2694238645969226,0.2613884158216444,hnscc,False,False,False
14,AARS,0.8332916620375281,0.7155310580757618,1.4181050997552723e-14,4.309429690853694e-07,0.11776060396176635,0.29517949787339515,hnscc,True,True,False
15,AARS2,0.6082276430830851,0.6103623264804513,5.585199432123769e-10,0.001614373730073063,-0.0021346833973662216,0.9748943974639795,hnscc,False,True,False
16,AARSD1,0.6911197428940897,0.54733751317682,5.943261648461463e-08,0.00018441554160449875,0.14378222971726973,0.39524250865660104,hnscc,False,True,False
17,AASDH,-0.3727990131546852,0.3310716579760105,0.01447161078973091,0.18926001491586708,-0.7038706711306957,0.044788879612624496,hnscc,False,False,False
18,AASDHPPT,0.7853303199941116,0.8419333851417564,5.949421416372479e-24,5.476190877538213e-06,-0.05660306514764479,0.601134360746781,hnscc,False,True,False
19,AASS,0.7917930567507225,0.8384736211417438,1.35692711184516e-23,4.0418496332126586e-06,-0.046680564391021306,0.4768731430044292,hnscc,True,True,False
20,AATF,-0.020079217607595082,0.2055613089659994,0.05911598863721629,0.925803860927574,-0.22564052657359446,0.42392351024967667,hnscc,False,False,False
21,ABAT,0.8557973050942045,0.8753393122790709,6.352725293466619e-28,9.762712261746519e-08,-0.019542007184866428,0.96129283200787,hnscc,True,True,False
