Gene,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval,interaction_FDR,condition_FDR,intercept_FDR,Cancer
AASS,0.5933108741126516,-6.895641442603946,0.2597005361892525,21.861707044241605,0.008811370983572655,0.006663752627714285,0.23475581689406702,1.5811027687681131e-15,0.0450798411736068,0.03618670730746112,2.2637717392634183e-15,HNSCC
AATF,-0.1779624327549188,1.8833429735037783,0.32430201845966516,19.66360593031877,0.6035979730993197,0.5980239500306932,0.32581956655612077,4.6068117567340074e-08,0.7699014780761393,0.7582440681849979,5.5968848938797996e-08,HNSCC
ABAT,0.06044423701988816,-0.574551716155051,0.6145782157960347,18.14288402162544,0.5042205249634599,0.5156950685989756,1.9360750374308694e-12,8.47695371146207e-50,0.6942922421126673,0.6970099826819156,3.571791736626597e-49,HNSCC
ABCA1,-0.23958576053492897,2.257834617272618,0.2961191567304413,19.444241917830983,0.24872615996684141,0.39054814437192187,0.10521527099579084,1.5935193411994283e-14,0.45105169854818983,0.5907180930086147,2.2286566685719606e-14,HNSCC
ABCA12,0.1743871808654732,-1.8588384869713614,0.2437558580734955,17.75866395515492,0.002772984874970251,0.0019868399700246906,2.744457643706573e-06,1.4270522680117078e-74,0.019113798757184556,0.014648992598851681,1.683253199631325e-73,HNSCC
ABCA2,-0.44904424236939916,3.916222396769623,0.3774827640856471,15.673778194558455,0.0008487807996094029,0.0019058917036083344,0.0006396305649363816,1.6127820801937144e-21,0.007852578276258558,0.014215031296133508,2.681334122991789e-21,HNSCC
ABCA3,0.10575876213116757,-1.0627745460566569,-0.013481642939387747,18.651994530647997,0.6836470251890907,0.6107801118739797,0.9577394203981098,1.2181321579663234e-09,0.8216263999187698,0.7667352374375536,1.5285044725082791e-09,HNSCC
ABCA5,-0.4521075505334577,5.649245468630421,-0.07684888037844968,17.585373275306573,0.5638320485945535,0.5378701787515867,0.9116549238236051,0.041539830302903515,0.7418413649317515,0.7143848232916051,0.04363433884089339,HNSCC
ABCA6,-0.1585343240025972,1.720147248302425,0.30713078570936825,21.14686779906605,0.35198531252521725,0.3735641984437721,0.051322595636565195,9.066968513949259e-21,0.5611805256096799,0.5750158286477358,1.4754523222404362e-20,HNSCC
ABCA7,0.47704264648314476,-3.775484565547746,-1.2056427330261688,31.23018909450895,0.7130923779822018,0.7560861702077766,0.3461195392257912,0.021082273834125243,0.8397467480853846,0.8657321183784773,0.0223458984096516,HNSCC
ABCA8,-0.19496610576691983,1.5963043023171304,0.4122815574308996,19.13442500254921,0.03516931953729005,0.15822160104111796,8.501428658363713e-06,4.125954067151913e-37,0.12233220066078998,0.3315269183898823,1.1205375371587483e-36,HNSCC
ABCB1,-0.3960948415473541,3.3462584916863802,0.3724337278056585,17.870775819186235,0.1780700529162544,0.19660559024820132,0.18434195983271717,7.515822797737067e-11,0.36008823724318695,0.38209438789344224,9.684941722981934e-11,HNSCC
ABCB10,0.2336721552231844,-2.6349030884329445,0.09882792066329465,22.015451992170167,0.4463479969027434,0.3845603076716453,0.7376331263709048,4.747731299398101e-12,0.6454492943975626,0.5848784068984849,6.282756956578112e-12,HNSCC
ABCB6,0.12869537593541122,-1.4449327724820986,0.317995839888634,20.747238336048582,0.266038145332455,0.20862157373496024,0.004588474750871132,3.665647943516798e-41,0.4717942752986418,0.3968572324802175,1.1373022360918772e-40,HNSCC
ABCB7,-0.37300332156075844,3.665958921861982,0.9055243271128055,14.432661876818944,0.16099790719072177,0.17703278922398358,0.00041543173349533897,8.988050555868238e-08,0.3374052395495079,0.3562492699064284,1.0842385918415101e-07,HNSCC
ABCB8,0.15410092197506062,-1.718451832026777,0.11973280516558131,22.847213258904027,0.39983452802935804,0.3264843771482102,0.475863857321581,7.388801264094926e-29,0.6062682730938675,0.5301405298945618,1.5169174945411474e-28,HNSCC
ABCC10,-0.07023604741439535,0.5048559788156657,0.26473627083017587,19.47682955421665,0.7989917984083565,0.8477412934062297,0.29712047141795955,4.34594204329298e-13,0.8955604800623179,0.9176139988341612,5.870442762386308e-13,HNSCC
ABCC2,-0.25181269117568206,2.034523230336786,0.1754109240081501,18.22710587306827,0.2412646791564041,0.1404669377937484,0.38864676334519155,9.702906600049914e-24,0.4420387185492927,0.30692860601112765,1.7116778426496824e-23,HNSCC
ABCC3,0.19769299440358887,-1.788966899624016,0.12649200789869747,22.27704422084175,0.1060951018282376,0.12562468180202221,0.2648653785952013,2.4005172277159354e-45,0.25757693659117087,0.2857640788124162,8.52135796770876e-45,HNSCC
ABCC4,-0.8699725225879956,8.464847592354516,0.7938760252190623,13.600546292755215,0.21456556965479354,0.2153116720431416,0.21798854499671622,0.03066069598377916,0.4095031643775442,0.40538932010333373,0.032344521091085064,HNSCC
ABCC5,0.3462809339644904,-4.085893435567482,0.19734412293677125,20.29127845181514,0.028234243584029328,0.036034878631919294,0.19903751074912887,3.0734115768097527e-20,0.10388730731696687,0.12210872978248291,4.9347555162444367e-20,HNSCC
ABCC9,0.4347849583527554,-6.944702483588488,-0.5403648303337061,29.561774881530948,0.5057482120800278,0.4355238161181968,0.37183557600280026,0.0006545684860449356,0.6952387301831192,0.6314522921638595,0.0007218075755767793,HNSCC
ABCD1,0.12244021636734242,-0.9112909604549505,0.3109526469654974,20.898362719645597,0.260044944699699,0.28183451372348917,0.0014407810090110804,1.7338267920184653e-62,0.46397113284913954,0.482963661982316,1.2025698043083763e-61,HNSCC
ABCD3,-0.06450689670244172,1.3144150243109536,0.6465632340900044,17.845454019338256,0.6984585210767426,0.49630431064142144,4.0303762829405764e-06,4.22357840452697e-21,0.8307059297291209,0.6810440504868599,6.93236625473089e-21,HNSCC
ABCD4,-0.12279432382811763,1.1949771465928616,0.3854270593064148,15.38131355678905,0.7375528223390242,0.7335846046873625,0.2364452896927075,3.07732572170751e-06,0.8563921700275057,0.8501595235479351,3.586343076218743e-06,HNSCC
ABCE1,0.17134608937530438,-1.9004018070239348,0.22095862211058387,23.931051473230802,0.0927948455193219,0.11030993356214401,0.019177865260912298,1.4907784586943474e-48,0.23519533821669708,0.2620202754099271,6.01242579632891e-48,HNSCC
ABCF1,0.2654270299112284,-2.8764074983354826,0.1692429563585339,24.219375770975986,0.0625725339118156,0.07351484482306359,0.21601855125658406,1.7709204173579864e-33,0.18051747454559403,0.19900033829996389,4.2215622955870666e-33,HNSCC
ABCF2,0.3785074823732576,-3.919180597428036,0.2059945963770969,22.875383217946016,0.007454422347191949,0.011510607006834494,0.1220407936187282,1.974831487701797e-33,0.039623179607973666,0.053978688647839654,4.6960527862964306e-33,HNSCC
ABCF3,0.03645226763383917,-0.2829012888390752,0.4533226786824789,20.187467584690143,0.8201580962126247,0.8691967260571761,0.004082062662152978,6.216693584547046e-24,0.9089032774920458,0.929103769872201,1.1035702956292481e-23,HNSCC
ABCG1,0.10898955854215517,-0.9727142844975961,0.3853973455485016,16.526308124699323,0.5182535516813997,0.5811722858924413,0.010627106871366173,1.171230937598552e-19,0.7046520588244691,0.7472329039174771,1.854088827416158e-19,HNSCC
ABCG2,-0.25020073621641786,1.55124705477356,0.413447219838849,14.520024541590852,0.2773337522332878,0.4083950734847227,0.04563177384472941,3.101605364747801e-11,0.48386155326377056,0.6076527697709887,4.034350919693855e-11,HNSCC
ABCG4,0.11943093522636793,0.6787608029854002,-0.1582752107736104,14.545210561812777,0.919567685645375,0.855339799418422,0.8848055916877776,0.008453779235647371,0.960238499111015,0.9218995522238529,0.009052429036378247,HNSCC
ABHD10,-0.43112118734450156,3.6600847465978497,0.8459332490082021,17.94802889346866,0.0013697611751261095,0.005007799885878564,1.0264758900308901e-11,2.669278354974232e-34,0.01125244233438704,0.029266067647896774,6.5532537485516176e-34,HNSCC
ABHD11,0.3150741265432337,-3.4875589282110124,0.12407686301764588,24.546910420403385,0.0445647622169248,0.018187432873141823,0.3890303503613235,2.9720984120933214e-39,0.14346682622530293,0.07521748856890538,8.675860863729068e-39,HNSCC
ABHD12,0.4468692648208833,-4.391664147615599,0.013223142810629232,23.510806541518736,0.00012208189139248355,0.0003295582689421234,0.8928037434694787,1.6109216031998518e-49,0.001726586749693696,0.003663410200726118,6.6951219698112245e-49,HNSCC
ABHD13,0.38890512620440176,-3.8140845747580543,-0.2186908493089163,22.673382577112264,0.04560078120854491,0.043556146637768675,0.20050006113615093,2.1904061059445664e-26,0.14559305935342626,0.1385638139261946,4.1811921432359773e-26,HNSCC
ABHD14A,0.16592111137428092,-1.3035768430249353,0.0664062074309143,14.59850708640749,0.8282492725447735,0.8161667772628856,0.9282328159771047,0.01778466714909687,0.9137642941124023,0.9014646496649188,0.01888520348258059,HNSCC
ABHD14B,-0.11957998497644273,0.8937059396419773,0.5521715108132835,21.52312398781936,0.5694659202462911,0.6836396617393001,0.006582491181948784,8.2008961220469955e-19,0.7460183295299767,0.8186157714141277,1.2678988224996042e-18,HNSCC
ABHD16A,0.5178885569036078,-5.3691394349530634,-0.011679294085958823,24.121077433275907,0.004071230770642012,0.004472150591387801,0.9447510609616657,6.162768208992081e-28,0.025394219718011004,0.026952025342578245,1.2275725565736075e-27,HNSCC
ABHD17A,0.3900588313455934,-4.416639110170345,-0.07177568631568804,19.72296854043689,0.09039891696730384,0.07158829543468621,0.7132659013027753,9.080748947525287e-15,0.2314012497750896,0.19542946641997888,1.2789678387546863e-14,HNSCC
ABHD17B,0.3011629692092517,-3.1787982422189396,0.09526069257986454,21.445543384441383,0.08553030721061577,0.06811610832701949,0.5619947115583565,1.3971051391488935e-26,0.22348241561483478,0.18866305182971466,2.6796934636134514e-26,HNSCC
ABHD17C,0.4766313996291012,-5.374043105705265,-0.34985521223205773,24.360152374552303,0.0018256897424230101,0.0005258563471292973,0.00847397982786223,4.52783077678973e-38,0.013995343670738403,0.005256377475419072,1.2720316247284851e-37,HNSCC
ABHD2,0.3169450661930752,-3.525953898581108,-0.19952472909231364,20.730428008831126,0.3546503625034152,0.42164922698610297,0.5337223089882068,4.170110257703921e-06,0.5643181470293974,0.6191623711859513,4.847690396927391e-06,HNSCC
ABHD3,0.2659413718291437,-2.5913099021926294,0.14652181323219463,19.011040840215852,0.20672830470842063,0.19061100353522026,0.43519290440351055,5.116263030163421e-20,0.3985575821300993,0.3745287962592801,8.16726497772642e-20,HNSCC
ABHD4,0.37432877183164376,-3.6601341045186704,0.07592928987713311,20.442328578171786,0.019922005968238017,0.02141509648625601,0.6201579662276346,5.419161077133114e-27,0.08096722636143892,0.08468796947774099,1.0512500880327057e-26,HNSCC
ABHD5,0.2189562606806398,-2.683243297616925,0.055760133160396276,20.757565605239762,0.28081861434264305,0.23481723895356774,0.7659783080893133,5.984892295641795e-18,0.48748750904179633,0.4307372856222994,9.07369207597106e-18,HNSCC
ABHD6,-0.04559010188909473,0.5447407991818655,0.4071822278299147,18.624354762793704,0.6091391687375789,0.4785863209968073,1.289108740569437e-06,2.7929775151784095e-58,0.7738165158463892,0.6668429395051148,1.6355439109358705e-57,HNSCC
ABI1,-0.2216950783473404,2.561163016324485,0.5058395594673386,19.911349696747255,0.01630780216136692,0.020841103780146107,4.120057946134861e-09,7.904788201367583e-45,0.07040375416888298,0.08312758439581004,2.7603606191269437e-44,HNSCC
ABI2,0.08753625721343915,-1.1694061216122815,0.4144484709729055,18.196173965640856,0.5926573885187969,0.5022301585911475,0.009153162042010056,1.1561626065391467e-20,0.7613276145879719,0.6865500286027003,1.8771841143177653e-20,HNSCC
ABI3,0.13722593708995065,-1.267924181683324,0.30470155096270857,21.749828906417587,0.07874557001751901,0.03688952663434976,2.4858820608972164e-05,8.512972461603505e-82,0.21172468373094772,0.12399633981592374,1.3544747255872718e-80,HNSCC
ABI3BP,0.16959325381507914,-3.18671394570116,0.30100930362907563,24.54046671255193,0.1836450943018949,0.021642846328338426,0.014302991653332185,5.54503243498896e-40,0.3678115292560177,0.08541365895098603,1.6532332225090637e-39,HNSCC
ABL1,-0.05968025129998799,0.7393439346681746,0.22415813173673896,19.845557800454415,0.5125032384330439,0.4711440934563065,0.0017303147553466506,5.553199148885417e-55,0.6997907592561532,0.661522619900088,2.846137422192026e-54,HNSCC
ABL2,0.2546864971183349,-2.75187533280924,-0.012859620692810419,20.43535139927723,0.14547647062077002,0.1707543157581769,0.931620305714606,6.4230062718516105e-24,0.3156714048708091,0.3481388227270082,1.139670368364847e-23,HNSCC
ABLIM1,0.051471776069554734,-1.5673408378790974,0.3372590859387969,22.950740485032377,0.7443651568500544,0.5014388561468784,0.02656680950451801,6.611955572912903e-19,0.8599622593052245,0.6857339162631987,1.025663337365075e-18,HNSCC
ABLIM2,-0.40854831971608735,4.158023299763717,1.2025372868488775,14.78653320185565,0.006494320529450321,0.0045718642665580605,2.854431408946373e-16,8.354075706827177e-22,0.03594061858223749,0.02742408275481202,1.3993529849917453e-21,HNSCC
ABLIM3,-0.041342667754464824,0.08203133575139544,0.36688707138665744,20.244506923523193,0.5539688257852542,0.9116027330573788,1.9864319766445327e-08,2.3038730814785542e-64,0.7331853128269465,0.9548985021997537,1.7384861174440452e-63,HNSCC
ABO,-0.5709089328176329,3.8185764498339325,0.6749807793738912,17.20919426126666,0.007233232749745587,0.00671168782688764,0.0010881163221185836,1.0588863258843191e-23,0.038680764053694895,0.03639582401631064,1.86683109782619e-23,HNSCC
ABR,0.3670102036660719,-4.039676247153392,0.09259957691023245,23.595042624252688,6.987626930384553e-06,2.986586534720764e-05,0.1989835308714909,1.32965615251341e-59,0.00016979839866169873,0.0005297646528586617,8.249280779090964e-59,HNSCC
ABRACL,0.2645094559585133,-1.9208617543100883,0.4166784578036738,21.1349574728729,0.09285864345290977,0.1842349012513166,0.0007213248697704423,1.3868199371607643e-42,0.2352540829210529,0.3662441274143969,4.512229025880093e-42,HNSCC
ABRAXAS1,0.8184310412879631,-6.99903090401786,-0.539316719507535,27.20612701998078,0.013410265898892508,0.01765652306349089,0.06862173963880633,5.732075100698689e-19,0.06125043766043846,0.07372584954737382,8.9192135802516e-19,HNSCC
ABRAXAS2,0.14167993144289642,-1.4301431355402232,0.04291055647036512,24.025426525698588,0.3328696741839725,0.32346286415172165,0.753369336659962,1.4389514860817236e-38,0.5434290959933691,0.5271133711425923,4.108300483925217e-38,HNSCC
ABT1,-0.4315107425588718,4.8931057352645775,0.6233408373993541,15.757868586209158,0.08408962056088923,0.04768482701698012,0.007290851906694263,9.949721557223841e-11,0.22116486715639871,0.14743222883326823,1.279960293173298e-10,HNSCC
ABTB1,-0.5469437261196307,5.015443386417383,0.6928412755707999,15.37998888951664,0.05567547460339476,0.0375257396446984,0.003326637179773672,1.1099624841979462e-12,0.16612288055927912,0.1254165638671097,1.4887326834720717e-12,HNSCC
ABTB2,0.2260654176977622,-1.929435336033657,0.11759028054179749,18.868458483691487,0.20034160051307248,0.18994866168787014,0.46142697385429976,3.2513919192127294e-27,0.3899440024773851,0.37386157150902294,6.345555619248702e-27,HNSCC
ACAA1,0.29612423069977645,-3.260626578208924,0.10585567808391756,25.418164542781618,0.0024445368131437947,0.0011285659777423374,0.18311415932534356,6.448365560860987e-66,0.017318085569813194,0.009569275224794636,5.1869040480175565e-65,HNSCC
ACAA2,-0.3423102521272254,2.617134011367055,0.7350373854128666,20.410526603402875,1.950009311180516e-06,0.00013981359642311264,6.0954049660062e-30,3.304643813872844e-82,5.975385674974581e-05,0.0018985473474430405,5.316345735567938e-81,HNSCC
ACACA,0.24887374710934987,-3.188632514452721,0.3786340679209002,20.72301771721653,0.09240948840721622,0.08438366287870641,0.007653275347563331,3.314418499388525e-23,0.2345265346671309,0.21910243602870574,5.757484924777638e-23,HNSCC
ACACB,-0.5973972491086164,6.29085583943867,0.6346556749444021,16.1692133183423,1.4717178964340429e-07,1.4590042861390187e-07,1.5737552369047093e-12,1.6303006465118008e-36,7.015188639668938e-06,6.499864094749328e-06,4.3381053040538e-36,HNSCC
ACAD10,0.15492306575626066,-1.587559750648877,0.2155076294523387,20.953111465746954,0.4803287664458389,0.4590394695420976,0.29524531205021914,2.040649659507991e-19,0.6751784386556773,0.6516796391354476,3.2137110817241415e-19,HNSCC
ACAD11,-0.16333920229558796,1.2594245342579082,0.31594990832243025,17.48666677391936,0.6300282906663609,0.7200344290119078,0.3207079929717442,6.413986706041949e-07,0.7874991404691704,0.840996147145803,7.57243991602119e-07,HNSCC
ACAD8,0.39992936011523034,-4.768456843356607,0.30829628415444243,21.592821779793095,0.07279926356223357,0.03848489202589448,0.12657382350584917,4.84399920663477e-19,0.20057894144656313,0.12747226317870625,7.55257003775078e-19,HNSCC
ACAD9,0.492911217605785,-5.307372502892273,0.0505711173235384,24.97078059757399,0.024508805378913277,0.024848417881870526,0.8086791747125825,3.485379990276095e-21,0.09425149160157786,0.09403891900219485,5.736168858676898e-21,HNSCC
ACADL,-0.3540315035075362,1.8098906995319863,0.47126819018235233,18.848313221953454,0.03685507546536751,0.12032201646207347,0.002375070857206543,5.015454833273397e-25,0.12648661899714128,0.2780765165916291,9.213959291642468e-25,HNSCC
ACADM,-0.24740546894165877,2.582141400587461,0.8776087018001079,17.775483399940956,0.1713915737139741,0.19201785886437955,1.5701234071827512e-08,3.951302370652533e-20,0.35019026253818347,0.37626911047034106,6.32503252615648e-20,HNSCC
ACADS,-0.5355608711663927,4.373262997015314,1.085997213375949,15.567673575961283,0.0007545957105181346,0.0025449177632361243,7.447360858714184e-18,3.124032972332189e-30,0.0071409167605649936,0.017567212426438633,6.686192520052429e-30,HNSCC
ACADSB,-0.019042631541345077,-0.31668930836822645,1.0012732783879026,14.286251365422503,0.9183632382397092,0.8770111447704465,4.483536634794959e-09,4.4232513155393693e-13,0.9600867996253181,0.933163704747022,5.97417443888672e-13,HNSCC
ACADVL,-1.0706816815556754,14.102872741462688,1.5950148290284312,6.675640849053437,4.304832976318879e-09,5.612616408024303e-09,2.4361405761184923e-19,0.0015391691214427555,3.7220146471373037e-07,4.249080774780751e-07,0.0016820639620408941,HNSCC
ACAN,-0.38903731823942567,1.3984254603407051,0.5936533379265319,22.64905334435661,0.0006045311859845414,0.08988088233033219,3.2636706364612065e-18,4.4876761833571955e-94,0.0059797478456523855,0.22856582465920958,1.1707376854014953e-92,HNSCC
ACAP1,0.14489986340793495,-1.195054063674619,0.32669538310745716,21.00543809579317,0.03667899471127542,0.048917620347164535,4.295420759925736e-07,9.526791753235214e-80,0.1262188935652713,0.15010783521777885,1.38978373901415e-78,HNSCC
ACAP2,0.1688880351676233,-1.9728722672625651,0.48313395559144523,19.4838983153075,0.041008644408669116,0.056895257772374065,5.5795856091874475e-09,1.2904322693569612e-43,0.13513602508836825,0.16608310755479053,4.337710701519708e-43,HNSCC
ACAP3,0.144988204811743,-1.5900241590273063,0.2816996589774135,16.030088056034586,0.3373750732244106,0.3284942887996454,0.03378185901333151,6.388549305663803e-20,0.5478501995175029,0.5315640772563152,1.0168828721657803e-19,HNSCC
ACAT1,-0.5013006432452193,4.77275006757407,1.0936908531665568,16.75042904677193,6.48722299109502e-05,0.00033249830351592824,1.0450045614355751e-21,6.0775829767879036e-33,0.0010364345366324634,0.003678441117120341,1.4215800407943112e-32,HNSCC
ACAT2,0.17108645312788306,-2.1086253005987383,0.25984533721038516,24.030924541678466,0.08718970830814411,0.045911880316471074,0.0058077033456604985,9.117783964037179e-54,0.2258083885720992,0.14349630591087006,4.475054731162824e-53,HNSCC
ACBD3,-0.5715323662402816,6.656599909374158,0.8454118812670341,16.336816676820884,0.00032338286404383625,0.0003420937384125345,4.6366286055089355e-09,4.604228492484203e-19,0.0036249716769590316,0.003741710832891772,7.181629225484045e-19,HNSCC
ACBD5,0.0621618762800699,-0.3371297550761806,0.5900238244057302,17.040706605616435,0.7855103541062232,0.8909037023425894,0.008091112791036999,2.8916638757727388e-11,0.8854190766458139,0.9426635228130277,3.762964012254312e-11,HNSCC
ACBD6,0.49500120103767037,-5.047014653133926,-0.0780933902187774,23.97133614971495,0.081339147135166,0.08380387058698109,0.7786164275926313,3.137179956829445e-14,0.21638753818709872,0.21796892485463673,4.3544584110192286e-14,HNSCC
ACBD7,0.6495992698473338,-5.768926740569938,0.468142746312047,16.459785372311085,0.143880740732983,0.1206254740019226,0.2649667901449769,9.190236047350872e-06,0.31362796685998284,0.27833878158712994,1.0576304434820184e-05,HNSCC
ACD,-0.5644186176715206,4.203603293169949,0.5030626984351033,17.478526080544377,0.44159007910746273,0.4491312901596054,0.47758715653093764,0.0017592179365502755,0.6414519546402986,0.642813262562549,0.0019191016537070862,HNSCC
ACE,0.16348742967309157,-1.8734427152314321,0.2890731435451159,22.055485835769414,0.06707513599579026,0.01600597833699346,0.00018263589195030458,1.3692276170901064e-71,0.18972681324523533,0.06866564706570195,1.4173157720066758e-70,HNSCC
ACHE,-0.035431535176216854,-0.01743624953984074,0.18891601608765124,18.62365776733643,0.48641705698840665,0.9623276356944706,2.5752295966501466e-06,3.4281265614576236e-77,0.6802908441314555,0.9807103838320074,4.5071498253534225e-76,HNSCC
ACIN1,0.0258610205099786,-0.06686241258521597,0.23159359930336293,24.38419489897758,0.8812179551835828,0.974933404579576,0.14461816742137468,4.506339085461959e-25,0.9414450816169931,0.9870337929591145,8.291807089262252e-25,HNSCC
ACKR1,-0.21559074062342617,1.536799706838956,0.47571383404815104,13.738655172136625,0.11250741523588338,0.24870637398810944,0.00029488885584456437,6.038906353481748e-18,0.2669270890083508,0.4471156184858407,9.154384542910494e-18,HNSCC
ACKR3,0.2587828364774224,-2.3587250597875804,0.5787596001759863,10.215058725618164,0.06300695603975331,0.10037149311545497,2.2777220048842787e-05,2.3823588953491345e-10,0.18122909655040045,0.24615773973244018,3.035070730843492e-10,HNSCC
ACLY,-0.04693968235609735,0.4604091204226795,0.6734616548641197,19.161979346487456,0.6460286989435929,0.7096374244865018,4.8940315880560584e-12,6.997769864880598e-39,0.7980962478523503,0.8343209792759998,2.0132928053877785e-38,HNSCC
ACO1,0.15804034218876595,-2.099993118786991,0.2833839742768739,23.936444156168104,0.22013990813284967,0.12931606076089888,0.014495434246693075,2.456194259655406e-42,0.41671270832174795,0.29135731021075506,7.924818414927178e-42,HNSCC
ACO2,-0.9222081567196615,10.120411014354001,1.4072714844830034,12.122053702465845,1.4942247440897648e-08,1.3310175000327205e-07,2.5298053453478653e-21,3.206723886312121e-13,9.946899546432037e-07,6.142301076844224e-06,4.348844722532877e-13,HNSCC
ACOT11,0.22561642933438608,-1.9691696091032942,0.45414301895708165,20.303975714955804,0.010894084419995209,0.026534692954320125,8.900117624440295e-08,2.6209009383517316e-54,0.05262142612043557,0.09847848397625442,1.3147637751809488e-53,HNSCC
ACOT13,-0.47305924215564193,3.8731150060843413,0.9994405986345852,16.16216643982679,0.15844458332271597,0.2372123899455201,0.0016468290012050465,4.0813035984058e-07,0.3338056763599525,0.43375484655177654,4.84709726036444e-07,HNSCC
ACOT2,-0.6406141717952436,4.784108010906479,0.9973981803877284,20.604673693798564,5.565008912039898e-07,1.6524583700376576e-05,1.0356282446409215e-17,4.492948499225951e-50,2.1486499409386045e-05,0.0003311492266461278,1.915414886512116e-49,HNSCC
