Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.03914931146810467,0.7772880380374885,0.817337770653181,LUAD
A2M,0.09723299263179419,0.011081252847113839,0.019837394979376775,LUAD
AAAS,0.20609369008281953,0.1377885863785384,0.18811283799969028,LUAD
AACS,0.6830921286823505,1.237022939663289e-36,4.2037884290787245e-35,LUAD
AADAC,-0.11974559966819531,0.02039016595368581,0.0343271429837867,LUAD
AADAT,0.630154790104426,0.020135145593169944,0.03394894896441442,LUAD
AAED1,0.03633978520052435,0.8251489138651522,0.8588755095788044,LUAD
AAGAB,0.5760502169266544,6.057184351371154e-14,5.710329652337623e-13,LUAD
AAMDC,0.17030214121190795,0.03726525142534496,0.059078197649731275,LUAD
AAMP,0.49873616468585746,0.00026742508701167093,0.0006853576943313116,LUAD
AAR2,0.5286243178023095,0.003257134413973789,0.0065882797245450115,LUAD
AARS,0.5205610142323762,0.0,0.0,LUAD
AARS2,0.6586186106943874,3.361151569662879e-08,1.6573442960411228e-07,LUAD
AARSD1,0.5933092176769419,2.1319024205087048e-30,5.57007959685638e-29,LUAD
AASDHPPT,0.546795168255577,7.533860175498282e-13,6.477187991909164e-12,LUAD
AASS,0.5146569208308333,6.485003182645655e-08,3.0596926366900865e-07,LUAD
AATF,0.4603365363956064,6.982023228949641e-08,3.2849472245090944e-07,LUAD
AATK,0.6339883467353133,6.132647196846977e-14,5.776057879502222e-13,LUAD
ABAT,0.19984847939957584,0.0003219925658874746,0.0008101358730020277,LUAD
ABCA1,0.33530988514018545,0.0017805672526417864,0.0038303520090512684,LUAD
ABCA12,0.18778293477952843,0.11485500067614886,0.16050659235918052,LUAD
ABCA13,0.1314311413407211,0.3530058024711986,0.42348066393056494,LUAD
ABCA2,0.3333133670837356,0.0455508043770884,0.07070918846128584,LUAD
ABCA3,0.22196411100455538,4.3568802919434997e-07,1.8109859031677546e-06,LUAD
ABCA6,-0.004903202083726521,0.9094892321935074,0.9277509569652663,LUAD
ABCA7,0.01643538745142406,0.9205178545722243,0.9362476338869571,LUAD
ABCA8,-0.03981335763075322,0.25732477409532084,0.32408036842679755,LUAD
ABCB1,-0.002257728484261312,0.975135458886168,0.9799088492443521,LUAD
ABCB10,0.7687405759873007,1.7116134040270443e-08,8.748536194668719e-08,LUAD
ABCB5,-0.06487728649253843,0.6900308984541622,0.7403755528053779,LUAD
ABCB6,0.6265506946969197,0.00027798585531156275,0.0007095305045874168,LUAD
ABCB7,0.5869208607626697,1.544064839797333e-08,7.93245568106301e-08,LUAD
ABCB8,0.43356751346462635,0.0010282964732817655,0.002335960755361626,LUAD
ABCC1,0.037875757989942305,0.8224120639491759,0.8563812578949027,LUAD
ABCC10,0.2340438108505827,0.12255805150751538,0.16997262375763092,LUAD
ABCC2,0.7604596842588902,0.008398839565499744,0.015430854281161997,LUAD
ABCC3,0.876426637802142,6.19828940084532e-49,3.281504899110688e-47,LUAD
ABCC4,0.6771884903728911,4.3729553272750235e-45,2.084718371424619e-43,LUAD
ABCC5,0.4900566459048934,0.0034632276288810433,0.006963143457708258,LUAD
ABCC6,0.5994393687095179,4.678550088400895e-08,2.2593151867126552e-07,LUAD
ABCC8,-0.26046528315476297,0.11626710431194981,0.16220954261773968,LUAD
ABCD1,0.2659969530468771,0.018973913908910112,0.032174409981410454,LUAD
ABCD3,0.32959292502370185,0.004297548973329318,0.008430000998970281,LUAD
ABCD4,0.2690002025278566,0.07505846539065111,0.11039817273937118,LUAD
ABCE1,0.6568736807311567,7.280319003611344e-12,5.603116209435846e-11,LUAD
ABCF1,0.8824044363881401,7.233312176861911e-31,1.950667216811098e-29,LUAD
ABCF2,0.8373808100837898,4.0149814513088967e-39,1.5182969330344433e-37,LUAD
ABCF3,0.6428952461819516,5.2169171353075e-09,2.8412002958342255e-08,LUAD
ABCG1,0.22339654434947875,0.07073477278956984,0.10452785066700207,LUAD
ABHD10,0.30754735481682033,0.0056707117982953675,0.010834129150817303,LUAD
ABHD11,0.6442484971081506,1.1762857358739523e-14,1.1855970157471029e-13,LUAD
ABHD12,0.02603909009355987,0.8611770432314096,0.8883786153076351,LUAD
ABHD13,0.2747570798596788,0.0497015586135196,0.07621158202643197,LUAD
ABHD14B,0.35832236646698196,3.3216786270355636e-05,0.00010202371086824652,LUAD
ABHD16A,0.4391004506371194,0.007814774842554259,0.014452807527349383,LUAD
ABHD17A,0.2675962890088723,0.03782447191054979,0.05978572642178195,LUAD
ABHD17B,0.4594215391102305,0.0001128754470299783,0.0003133041174598653,LUAD
ABHD17C,0.8960754785091914,2.2110230409329052e-11,1.6128122384876064e-10,LUAD
