Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.38874490462184597,0.08187187966930677,0.13805683728093504,CCRCC
A1CF,0.1469932478149697,6.59997875158883e-17,4.992983925255005e-16,CCRCC
A2M,-0.27703459183781093,0.0169806836473454,0.034783406544080235,CCRCC
AAAS,-0.04429139002886791,0.04452283283869542,0.08190954471761468,CCRCC
AACS,-0.128218427650878,1.3484583567177455e-11,7.72116120996755e-11,CCRCC
AADAT,-0.17492468400979216,0.0024189106094418375,0.005990883270309074,CCRCC
AAED1,0.07595938112459111,0.013061742098328506,0.027581847450604456,CCRCC
AAGAB,0.462501750785125,4.971470406812121e-19,4.11309888006842e-18,CCRCC
AAK1,0.30875024115850586,7.727672861928741e-07,3.089213018383523e-06,CCRCC
AAMP,0.3296188717785258,5.475241702372437e-05,0.00017688697392394422,CCRCC
AAR2,0.2424516038370333,6.587144633059562e-29,7.441088948612306e-28,CCRCC
AARS,0.4130603125533109,0.0352636377305223,0.06680756713659566,CCRCC
AARS2,-0.09326769113260436,0.1952701255940389,0.2861707476052352,CCRCC
AARSD1,0.46653889713151986,1.975761786321541e-05,6.740675503316334e-05,CCRCC
AASDH,-0.5813860962913046,0.057085900282078,0.10170558433841764,CCRCC
AASDHPPT,0.047403661873248626,0.34268850942964935,0.4517010896468424,CCRCC
AASS,-0.2403541146471302,2.5317259108668052e-11,1.4203266823548267e-10,CCRCC
AATF,0.03491199172292908,0.08323361052267607,0.13999845623706303,CCRCC
ABAT,-0.40739055148806375,8.501512929789958e-132,3.409482253690061e-130,CCRCC
ABCA1,0.19758103897892465,0.47591288295915424,0.5819108668091239,CCRCC
ABCA12,0.065048364715728,0.17889185923741313,0.2662316104835779,CCRCC
ABCA2,0.04007482029616313,0.44209364181910504,0.5513609475715727,CCRCC
ABCA6,0.39354604562728557,0.00015506780772846105,0.0004684276566215509,CCRCC
ABCA8,-0.07497460614339724,0.09710245289375005,0.15948439055871513,CCRCC
ABCB1,0.1343250579316695,3.28974993722791e-92,9.100122679545127e-91,CCRCC
ABCB10,-0.253251625879759,0.0006159793441210003,0.0016959387180568812,CCRCC
ABCB6,0.17419399851091522,0.0007221842597509403,0.00196237605928514,CCRCC
ABCB7,-0.08333891780273128,0.3077480406220281,0.4138952099194037,CCRCC
ABCB8,-0.043562221133436,0.3567731504740408,0.4672441548372159,CCRCC
ABCC1,0.45503809593244093,2.217198345811524e-22,2.069246979558307e-21,CCRCC
ABCC10,0.09098243069908968,0.43724893560956424,0.5468148089009122,CCRCC
ABCC2,0.0024963741721161226,0.790175824138118,0.8496495940393288,CCRCC
ABCC3,0.22856231412122358,8.996647446219752e-42,1.3309706873770436e-40,CCRCC
ABCC4,0.08066337912483135,0.20416006644708662,0.29667381017762035,CCRCC
ABCC6,-0.18806636467677385,3.764905006830657e-17,2.8721422000161146e-16,CCRCC
ABCC9,-0.2221813548325205,0.22257287388825842,0.31856280903656997,CCRCC
ABCD1,0.05925423970928939,0.24345531529596331,0.3435275934075865,CCRCC
