,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.4347830728297604,0.3747413155843359,0.0010036061199676948,0.048876760362003675,0.06004175724542454,0.7708380788558655,en,False,False,False
1,A2M,0.428627400200362,-0.08987214527657239,0.44636426631049264,0.052537318230148025,0.5184995454769343,0.0858274276915088,en,False,False,False
2,A2ML1,0.7046040820176399,0.8529344413784041,1.911390606094218e-19,0.0010950020192595493,-0.14833035936076422,0.17987437440810794,en,False,True,False
3,A4GALT,0.6819772537105095,0.38763370213473836,0.0037791985304287015,0.0072174298808346075,0.2943435515757712,0.3180011702238341,en,False,False,False
4,AAAS,0.5979459998530963,0.3296168681052264,0.004133248832797483,0.004197293945214573,0.2683291317478699,0.1479472974561947,en,False,False,False
5,AACS,0.9383455571924024,0.7721637995968428,7.956533958195704e-16,3.2883598797369075e-10,0.16618175759555964,0.11511013136720814,en,True,True,False
6,AADAT,0.6570964521625059,0.5030846759292935,1.0546062913248323e-05,0.0012106801878277078,0.15401177623321238,0.4899996031743331,en,False,False,False
7,AAED1,0.5346141220534779,0.20304076780136948,0.09678930965117094,0.015160072661727548,0.33157335425210843,0.20207391569213984,en,False,False,False
8,AAGAB,0.6202337790083359,0.6813985336471761,2.3599121744065373e-11,0.002703947455427554,-0.06116475463884019,0.6789818277001172,en,False,True,False
9,AAK1,0.7686217498521822,0.7032813002350528,2.815498067893066e-12,4.691883980666877e-05,0.06534044961712948,0.5676251589482229,en,False,True,False
10,AAMDC,0.4200874804081795,0.6436174490228413,6.208849370444773e-10,0.05795960736820861,-0.22352996861466184,0.1065820960129147,en,False,True,False
11,AAMP,0.22579158912000954,0.6968596248058145,5.358404633842462e-12,0.32504886025950963,-0.471068035685805,0.0732936625709677,en,False,True,False
12,AAR2,0.08614923319051995,0.43129438556854505,0.00012486430287996726,0.7104119102986413,-0.3451451523780251,0.2701778549498943,en,False,False,False
13,AARS,0.6923579058974352,0.8810312842822967,4.158481340186377e-25,0.0005050576705012469,-0.18867337838486153,0.07877476371139212,en,False,True,False
14,AARS2,0.6465330949609778,0.46119363279605363,3.543071973081063e-05,0.0015403412658158745,0.18533946216492414,0.33371150488889234,en,False,False,False
15,AARSD1,0.29429102515686045,0.1470935657830403,0.21107313335104064,0.19534301384000322,0.14719745937382014,0.8479261043514223,en,False,False,False
16,AASDHPPT,0.708268000294798,0.5374972547023908,7.89569806642933e-07,0.00032702472723505487,0.17077074559240712,0.2913003091132118,en,False,True,False
17,AASS,0.7819846259057314,0.8771930810569428,1.216951887997132e-24,2.821794337444586e-05,-0.09520845515121146,0.12808304840967266,en,False,True,False
18,AATF,0.29149671094387436,0.5490974993219293,4.0666398199777125e-07,0.199817930724467,-0.25760078837805495,0.39200945501529727,en,False,True,False
19,ABAT,0.7164586296639763,0.7073481184810702,1.856498967351285e-12,0.00025859114360384243,0.009110511182906178,0.878450624615053,en,False,True,False
20,ABCA8,0.5585018063473677,0.50334366257749,1.0418620631926274e-05,0.010482796222472826,0.05515814376987771,0.7391200777264159,en,False,False,False
21,ABCB1,0.6474287507203114,0.6720613614593396,5.534881412652091e-11,0.0015097295483268497,-0.024632610739028227,0.9289580502281817,en,False,True,False
