,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.43977829173114125,0.3710817521027267,0.0011344405946422961,0.0460533903990043,0.06869653962841454,0.7489818117052022,en,False,False,False
1,A2M,0.08563936556335672,0.016860730676091215,0.8866200745095694,0.7120552456839976,0.0687786348872655,0.8130849317323242,en,False,False,False
2,A2ML1,0.8382065899880553,0.8307002202194465,3.4506108272155494e-18,5.0161647393669214e-05,0.007506369768608856,0.906942438572407,en,False,True,False
3,A4GALT,0.365771021090767,0.5315126611593176,2.4969722719255262e-05,0.2422968393567654,-0.16574164006855063,0.660828191674982,en,False,False,False
4,AAAS,0.27626880641539703,0.39859014812014604,0.0004358099034273896,0.2254097035367898,-0.12232134170474901,0.49389266657430597,en,False,False,False
5,AACS,0.8218549107768893,0.831296700760765,4.8437957914419067e-20,4.895744326229046e-06,-0.009441789983875681,0.9812491810058871,en,False,True,False
6,AADAT,0.6041590039137468,0.4568778070900219,7.017318747442598e-05,0.004784104235675209,0.14728119682372487,0.5206737326763441,en,False,False,False
7,AAED1,0.4644716554255503,0.30805115530163146,0.009476853599313434,0.05214797285552979,0.15642050012391884,0.5272509250525614,en,False,False,False
8,AAGAB,0.682275032154951,0.6746806944331853,4.371256663300542e-11,0.000656235799394736,0.007594337721765654,0.9002017417830384,en,False,True,False
9,AAK1,0.7366681305840523,0.6894155989131997,1.1066391278970075e-11,0.00013982973636067616,0.04725253167085264,0.6689039986739399,en,False,True,False
10,AAMDC,0.6075493493777199,0.5987357934398903,1.7540399744299668e-08,0.003486435445637385,0.00881355593782962,0.9753409911147496,en,False,True,False
11,AAMP,0.8021772478694601,0.3019135340264923,0.008942294602199837,1.2202174431668438e-05,0.5002637138429677,0.020750416477427043,en,False,False,False
12,AAR2,0.5687981844287449,0.10598984264719645,0.36877420560754937,0.007129463706862253,0.4628083417815484,0.0832653050439686,en,False,False,False
13,AARS,0.9004619895264994,0.7966495813872079,2.11196020038992e-17,2.67752508219394e-08,0.10381240813929149,0.23391959882421987,en,True,True,False
14,AARS2,0.2298676575273856,0.49697136870463743,6.669246999727783e-06,0.3161551871685349,-0.26710371117725185,0.17516024945510367,en,False,False,False
15,AARSD1,-0.015775897741502544,0.34603959904679515,0.0025281044750584316,0.9458880741672352,-0.3618154967882977,0.30269720029932445,en,False,False,False
16,AASDHPPT,0.6842203657859519,0.5701320769220547,1.1431527556553568e-07,0.0006243936742499459,0.11408828886389721,0.4713811479397476,en,False,True,False
17,AASS,0.7618390666020268,0.8798780135169957,5.764025784868445e-25,5.9979448896027334e-05,-0.11803894691496886,0.06748740512575489,en,False,True,False
18,AATF,0.621684757067487,0.22127673876657186,0.058139168754979896,0.002624666720365086,0.4004080183009152,0.09494531321326374,en,False,False,False
19,ABAT,0.6298195469835196,0.7083499219654419,1.6736716356496586e-12,0.002215352446194305,-0.07853037498192228,0.752706043486518,en,False,True,False
20,ABCA8,0.5740101213193872,0.49498579727472447,1.7786560197723254e-05,0.006507826760730652,0.07902432404466275,0.644471938771525,en,False,False,False
21,ABCB1,0.7691559116094617,0.6368639857707081,1.0627863799443649e-09,4.6004274214597645e-05,0.1322919258387536,0.45246077262876416,en,False,True,False
22,ABCB10,0.5849960658982994,0.3458475416647406,0.0025430669120690397,0.005343115334118575,0.23914852423355887,0.25228398712914035,en,False,False,False
23,ABCB6,0.8404127506047885,0.559724814016683,2.165417288570963e-07,1.859045667916361e-06,0.28068793658810554,0.1682077187519716,en,True,True,False
24,ABCB7,0.27447010093681995,0.17230627131198573,0.1421030613853012,0.22856807282908553,0.10216382962483422,0.6823965663562487,en,False,False,False
25,ABCB8,0.4609550498175873,0.29039080303862835,0.012078398208274362,0.03545758466691248,0.17056424677895893,0.45743949775868276,en,False,False,False
26,ABCC1,0.26611946542904735,0.2892161506257878,0.0124461804318488,0.24360885922860145,-0.023096685196740463,0.9314763714776779,en,False,False,False
27,ABCC10,-0.020484520131916543,-0.05191292836595604,0.6695233947487336,0.9356987689472458,0.0314284082340395,0.8760979504414472,en,False,False,False
28,ABCC3,0.7380356805951841,0.7537015280373158,9.2307380613164e-15,0.00013386904002126075,-0.01566584744213173,0.9155873955762311,en,False,True,False
29,ABCC4,0.32257559835919436,0.7330958388923008,1.117105333226563e-13,0.15381993461987967,-0.41052024053310643,0.007930544731183617,en,False,True,False
30,ABCD1,0.8699234238444675,0.5255897622050516,1.5212077713223414e-06,3.0071555997540084e-07,0.3443336616394159,0.132334574049209,en,True,True,False
31,ABCD3,0.4595745053774041,0.3204025191752291,0.005384915192308634,0.03608400072926115,0.13917198620217497,0.6502024010192626,en,False,False,False
32,ABCD4,0.5104296832185425,0.24844881549193465,0.032806653416737525,0.018066065748477432,0.2619808677266079,0.3328271371727818,en,False,False,False
33,ABCE1,0.7798033555369022,0.49051472047592537,9.142146527290272e-06,3.073205061645366e-05,0.2892886350609768,0.21566017023839212,en,False,False,False
34,ABCF1,0.500945678595527,0.5976306814429756,1.892239100762826e-08,0.02071157965568895,-0.09668500284744863,0.5991466791517546,en,False,True,False
35,ABCF2,0.7013171605221545,0.8484253236821312,1.4070985066859194e-21,0.000396741911910228,-0.14710816315997666,0.07131204093611872,en,False,True,False
36,ABCF3,0.8959536383730469,0.3039466517785001,0.008470008148846112,4.005251656705654e-08,0.5920069865945468,0.003834764133999202,en,True,False,False
37,ABCG1,0.8287067302602106,0.7604017617196941,3.890221450670686e-15,3.4700970046146424e-06,0.06830496854051649,0.6192908971730111,en,True,True,False
38,ABHD10,0.7177722289563839,0.20348234986631425,0.08205879569464199,0.0002488511506736335,0.5142898790900696,0.02645093044749852,en,False,False,False
39,ABHD11,0.8389649850442529,0.6628578362760787,1.2450940092460117e-10,2.0135348477047646e-06,0.17610714876817413,0.21234913648004183,en,True,True,False
40,ABHD12,0.688059704332801,0.21345105375921233,0.06784704396924997,0.0005653982216952634,0.4746086505735886,0.034239746710244275,en,False,False,False
41,ABHD13,-0.11796331318094572,0.07017346984597647,0.5666699642594699,0.6203778952700362,-0.1881367830269222,0.498046372938574,en,False,False,False
42,ABHD14A,0.40991912732961006,0.06278096694732273,0.7707214893828789,0.2731921674807313,0.34713816038228734,0.3965098813962239,en,False,False,False
43,ABHD14A-ACY1,-0.12569572200598725,0.343222339608131,0.0027556845523601385,0.5871984320257271,-0.4689180616141182,0.09209603536064434,en,False,False,False
44,ABHD14B,0.6044632008061713,0.5925628807263791,2.669528921580114e-08,0.003702990444567999,0.011900320079792248,0.9157074659051473,en,False,True,False
45,ABHD16A,0.6515988709287464,0.5068286770083967,4.0692975401894035e-06,0.0013738750442186868,0.14477019392034962,0.4136777503023339,en,False,True,False
46,ABHD17A,0.40965042466026674,0.116929775563213,0.4906886258195978,0.2397326486598284,0.29272064909705375,0.3330911794810485,en,False,False,False
47,ABHD17B,0.4296154231867939,0.31290170559185876,0.007887918342119781,0.07518750954096391,0.11671371759493515,0.6631072995448604,en,False,False,False
48,ABHD17C,0.1579170214724543,0.54813288253547,0.00014182324212352594,0.799772648653231,-0.3902158610630157,0.25049752590562113,en,False,False,False
49,ABHD2,-0.41589623525088704,0.7457083423930073,6.789458419313801e-05,0.353396328488016,-1.1616045776438944,0.058689594036880406,en,False,False,False
50,ABHD3,0.5443993195415427,0.35724462484618,0.004049706666795006,0.010725040260398928,0.18715469469536272,0.4346177970602181,en,False,False,False
51,ABHD4,0.2468804316103772,0.49384548602314415,7.775643912850179e-06,0.28063980194349675,-0.24696505441276695,0.30319049798669395,en,False,False,False
52,ABHD5,0.24519473385658488,0.5348555984785663,2.1977368083770803e-06,0.2974338683833492,-0.2896608646219815,0.1430774707214114,en,False,True,False
53,ABHD6,0.6550701882828076,0.843173664186673,4.354744758294364e-21,0.0012688068125267001,-0.18810347590386545,0.15334526103892726,en,False,True,False
54,ABI1,0.7347581785382165,0.4929241721382324,8.133149710694667e-06,0.00014853682912844833,0.24183400639998404,0.28317549232842154,en,False,False,False
55,ABI2,0.731559231487928,0.5770636775495739,7.378127907055195e-08,0.00016416832928417668,0.15449555393835412,0.2673316977022665,en,False,True,False
56,ABI3,0.844664802455556,0.7420123820620134,3.909215901929068e-14,1.4637656601336815e-06,0.10265242039354261,0.37214690697702624,en,True,True,False
57,ABI3BP,0.6998134883251982,0.6653838575351334,9.995251039803961e-11,0.00041339089206655124,0.03442963079006478,0.7720343934939871,en,False,True,False
58,ABL1,0.49548578057563236,0.44846384136277007,6.145069247515788e-05,0.022369694838067382,0.047021939212862296,0.7976393589269011,en,False,False,False
59,ABL2,0.6691391093420939,0.38810988863881135,0.0006336418252627849,0.0009096612645423767,0.2810292207032825,0.22460833776711286,en,False,False,False
60,ABLIM1,0.6795985259733139,0.7692937555986373,1.1820830995415218e-15,0.0007022997917756173,-0.08969522962532339,0.6330685867932548,en,False,True,False
61,ABLIM2,0.7163690280299215,0.45881755857747836,0.0001068041106216451,0.0002592672749236912,0.25755146945244317,0.1401250199661909,en,False,False,False
62,ABLIM3,0.47486410074278024,0.7235644592122265,9.189567461687133e-06,0.13995507570181429,-0.24870035846944621,0.22035695469179195,en,False,False,False
63,ABR,0.6111730554240541,0.572532005890246,9.834702209473686e-08,0.003245747569329295,0.03864104953380809,0.7800923277882378,en,False,True,False
64,ABRACL,0.8913382997114009,0.5154780305395013,2.6041730103112123e-06,5.9379177203745694e-08,0.37586026917189963,0.014050231921959002,en,True,True,False
65,ABRAXAS1,0.6159605776051956,0.5656132612314441,1.512647221999015e-07,0.002949176626681424,0.05034731637375156,0.7217270381012422,en,False,True,False
66,ABRAXAS2,0.6654622032877742,0.5123676275302671,3.0619125445418225e-06,0.000993942375978783,0.15309457575750707,0.365053760640096,en,False,True,False
67,ABT1,0.5157696495738636,0.44704745186588796,6.524612614390158e-05,0.016700507629220887,0.06872219770797566,0.6688348765533568,en,False,False,False
68,ABTB2,0.5901524332609817,0.43239377601382833,0.00018542118477988116,0.007816023572160834,0.15775865724715332,0.45746709654460793,en,False,False,False
69,ACAA1,0.7932875200594772,0.5163044095617503,2.4938438146077026e-06,1.784785406015719e-05,0.27698311049772695,0.11346362057553114,en,False,True,False
70,ACAA2,0.9313761358171208,0.8517382185986037,6.748116515962934e-22,8.848423568603846e-10,0.0796379172185171,0.23687353230997765,en,True,True,False
71,ACACA,0.9412519580493663,0.7951245630463528,2.685472922945706e-17,2.102492758659734e-10,0.14612739500301353,0.13301262506974226,en,True,True,False
72,ACAD10,0.5218394202543208,0.5957462951752701,2.1520469870614805e-08,0.015250579347513471,-0.07390687492094927,0.6205084727924111,en,False,True,False
73,ACAD11,0.07484657241180522,0.21309869795398698,0.06831312135796012,0.7471191429572335,-0.13825212554218175,0.6007951363471234,en,False,False,False
74,ACAD8,0.7281860665113665,0.501330480653937,5.370526988485802e-06,0.00018216599329363054,0.2268555858574295,0.19867610352636456,en,False,False,False
75,ACAD9,0.33823021403807285,0.4173114640529053,0.00021643667500468949,0.1337016597046471,-0.07908125001483246,0.747937377658725,en,False,False,False
76,ACADL,0.8245038466735574,0.5834974776762529,0.00015029315548314805,0.003338337474544351,0.24100636899730443,0.18332455135091774,en,False,False,False
77,ACADM,0.7209034202904739,0.6044490325507992,1.1796621945810893e-08,0.0002268956997912635,0.11645438773967476,0.39952661512789467,en,False,True,False
78,ACADS,0.8215532780076251,0.5914320244382076,2.8802841320279683e-08,4.968832893963658e-06,0.23012125356941748,0.123031824161903,en,False,True,False
79,ACADSB,0.3368918218774445,0.47987603293625053,1.516256056310915e-05,0.13534449743544277,-0.14298421105880604,0.482274163505347,en,False,False,False
80,ACADVL,0.6771615855480928,0.40601908726780106,0.0003317423178941976,0.0007466068378850068,0.27114249828029174,0.18645988182826734,en,False,False,False
81,ACAP1,0.909868282928336,0.6216904667462406,3.393643218728527e-09,1.0827658263878619e-08,0.28817781618209537,0.19364847392967155,en,True,True,False
82,ACAP2,0.6282698864770077,0.4377663245231749,9.600616245833879e-05,0.0022888911982435756,0.19050356195383278,0.2977726688701926,en,False,False,False
83,ACAP3,0.6027143517253567,-0.08872890028051635,0.6177736896772407,0.02923909545491501,0.6914432520058731,0.046937287940701435,en,False,False,False
84,ACAT1,0.7765803022700671,0.5452652233534694,5.077271961772095e-07,3.480283713200725e-05,0.23131507891659775,0.15935730059697073,en,False,True,False
85,ACAT2,0.6877208634423112,0.8228324323568116,2.412195269561741e-19,0.0005704059355752309,-0.13511156891450038,0.28446127220682904,en,False,True,False
