Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,0.18913534011385924,0.5256842666513537,0.7375170626907451,Endometrial
A2M,-0.088134360040855,0.7419173063948835,0.8787893314216862,Endometrial
A2ML1,0.4261994250239916,0.03702241631746055,0.13596755764859775,Endometrial
A4GALT,0.44794969315517263,0.16449397523554377,0.373670825019442,Endometrial
AAAS,0.3118239543211548,0.2692698488432218,0.5065322594189329,Endometrial
AACS,0.5977774325338715,4.444324826959441e-05,0.0006425814500640361,Endometrial
AADAT,0.5363995555006791,0.05799322682563637,0.18523781515241797,Endometrial
AAGAB,0.8188772873263355,0.0001662150547897932,0.0019367280279656762,Endometrial
AAK1,0.6422373958628157,0.0005907810731265397,0.005681943050268952,Endometrial
AAMDC,0.19851023836186216,0.2587220781438908,0.49319250288314187,Endometrial
AAMP,-0.22016631185164226,0.3184005817492439,0.559177651400628,Endometrial
AAR2,0.09928303779087652,0.7772534186228707,0.8968033773487334,Endometrial
AARS2,0.6844177239334014,0.005036193006675114,0.031288382533975874,Endometrial
AARSD1,0.2682413890700565,0.3973122244518158,0.637481234445162,Endometrial
AASDH,-0.015507267278816711,0.9918046047951251,0.9967287010895703,Endometrial
AASDHPPT,0.2536055769538412,0.3090327220547022,0.548831016683152,Endometrial
AASS,0.2666710249437013,0.0045394534473098425,0.02895704483835095,Endometrial
AATF,0.3040928836001624,0.2915707231890906,0.5321517246042871,Endometrial
ABAT,-0.001997218906513498,0.8370830360954086,0.9295475335223439,Endometrial
ABCA2,0.6157576600614575,0.05287164106736681,0.1738552186816625,Endometrial
ABCA8,0.42305956953844276,0.1401430245789494,0.3378960902867522,Endometrial
ABCB1,0.17465081734744653,0.48167894658958976,0.7030913216695941,Endometrial
ABCB10,0.15169988186505545,0.6220779118543461,0.8047809370957534,Endometrial
ABCB6,0.05592305231163014,0.8868366790485953,0.9521433889773003,Endometrial
ABCB7,0.045066481670625005,0.8976781728846996,0.9570109482847916,Endometrial
ABCB8,0.4288798407639393,0.14865325685800035,0.35176618883380983,Endometrial
ABCC1,0.07395539790556588,0.8316584655552122,0.9280575157643881,Endometrial
ABCC10,-0.29874125874125873,0.3224031739198431,0.5633206693101533,Endometrial
ABCC3,0.4433458338973456,0.047961020611758456,0.16319496614728132,Endometrial
ABCC4,0.9167994659316048,3.79544411979825e-06,7.718585424935506e-05,Endometrial
ABCD1,0.17129290082817522,0.5802233832114685,0.7779141691372545,Endometrial
ABCD3,0.4187163899929857,0.1299354654791053,0.32184356617249077,Endometrial
ABCD4,0.5305512656436508,0.028808046577959358,0.11449554219842843,Endometrial
ABCE1,0.3812231581408513,0.09594616500877777,0.2620380985994357,Endometrial
ABCF1,0.4416834844886357,0.03805604364228786,0.13853789229066174,Endometrial
ABCF3,0.4388156356521418,0.08253279932708564,0.23638219326849408,Endometrial
ABCG1,0.47114209241743765,5.4065228796953085e-06,0.00010598733140736028,Endometrial
ABHD10,0.27671849427168577,0.34617938166715356,0.5888499781182147,Endometrial
ABHD11,0.42927670034332965,0.046854382943055536,0.16106656758939786,Endometrial
ABHD12,0.1542087112215892,0.6005547569632268,0.7899866361597443,Endometrial
ABHD13,-0.00971429186714741,0.9900380553240982,0.9966125032667872,Endometrial
ABHD14B,0.60663786101916,0.023344492913273722,0.09887613932707275,Endometrial
ABHD16A,0.17461467703628958,0.5349895204913303,0.7455249417797852,Endometrial
ABHD17B,0.4761704587547284,0.0790238666451938,0.23002208982639938,Endometrial
ABHD4,0.12138057910734285,0.702108917721546,0.8557491783928959,Endometrial
ABHD6,1.2795154313771335,1.1809034294662871e-07,3.923123454226932e-06,Endometrial
ABI1,0.5255711760143791,0.016289231620379693,0.07656721042254579,Endometrial
ABI2,0.3949088145896657,0.05230332894492881,0.1725732278759137,Endometrial
ABI3,0.18041959440335698,0.37164044816873365,0.6126436478902761,Endometrial
ABI3BP,0.803998744816214,3.5646738082220306e-07,1.0239907863618665e-05,Endometrial
ABL1,0.18942492278158574,0.43456234334833654,0.6689821622890616,Endometrial
ABL2,0.14325584829504204,0.6357126016350242,0.8135924841392811,Endometrial
ABLIM1,0.11229693733138169,0.5215873348878233,0.7352058563341884,Endometrial
ABLIM2,-0.0597697010287227,0.766568348816397,0.8916567381213262,Endometrial
ABLIM3,-0.05786575145662065,0.674072543485061,0.8390000598446976,Endometrial
ABR,0.5653435326318634,0.0031710067744537564,0.02176150699304502,Endometrial
ABRACL,0.6422618534880573,0.005399826525009696,0.03286719585572335,Endometrial
ABT1,0.4104783234682451,0.16368692191466083,0.37301380587874217,Endometrial
ABTB2,-0.23159873834031142,0.2474688851594249,0.4814414788617868,Endometrial
ACAA1,0.16960917022507166,0.5011543203134625,0.718032461565165,Endometrial
ACAA2,1.1631080565571046,1.4882997139237625e-26,4.982369503843242e-24,Endometrial
ACACA,0.6438291411835644,1.0080410176969422e-08,4.2386420376976743e-07,Endometrial
ACAD10,0.5208465107121322,0.03087750836136696,0.11966065573345414,Endometrial
