Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,0.0942044342722172,0.780842829222863,0.8885287554438227,Endometrial
A2M,-0.08561640792001673,0.7530630265660611,0.872214232341536,Endometrial
A2ML1,0.45340796541459205,0.03794837761115462,0.13230133487841778,Endometrial
A4GALT,0.6496111163165521,0.06375574925076266,0.19161880394342098,Endometrial
AAAS,0.5798106858992049,0.04018053509486615,0.1380470293618946,Endometrial
AACS,0.4217490244669954,0.0005759462938450265,0.005058500813998119,Endometrial
AADAT,0.40475105345908424,0.15134513152171003,0.3420650210711794,Endometrial
AAED1,0.31395170419768004,0.3099341836149593,0.5331075079592004,Endometrial
AAGAB,0.6265226513507762,0.00012657969682527945,0.0014480092231889375,Endometrial
AAK1,0.7110440057863734,0.00047365497092039167,0.0043254350741241485,Endometrial
AAMDC,0.12001602663816091,0.5849532761050892,0.766319391543865,Endometrial
AAMP,0.2803763152886455,0.32127245137588756,0.5461219105575077,Endometrial
AAR2,0.14488319410971967,0.6470834059379253,0.8074164879370881,Endometrial
AARS,0.7300994800032772,2.8205374609954675e-05,0.00041222555384201896,Endometrial
AARS2,0.7337629053710757,0.002162370800354685,0.014981086756521914,Endometrial
AARSD1,0.8150165062496059,0.004670956458392299,0.02752783387677227,Endometrial
AASDHPPT,0.45246872000989563,0.042409729606804634,0.1441557426766881,Endometrial
AASS,0.48393997214860873,1.6863217584020227e-08,5.986765292472469e-07,Endometrial
AATF,0.31662774823326456,0.29057525037388265,0.5111961780832346,Endometrial
ABAT,-0.10308651737059815,0.5146697483456022,0.7168722200761001,Endometrial
ABCA8,-0.01093849739319852,0.8213165292637146,0.9115433918538962,Endometrial
ABCB1,0.11687365166089236,0.6231311917530806,0.7921133474414027,Endometrial
ABCB10,-0.12978102495548816,0.5997575971810432,0.7757333745783844,Endometrial
ABCB6,0.14266753907235752,0.6440225753139845,0.805018234068149,Endometrial
ABCB7,0.058135481995486876,0.8552863432710909,0.9284608794817828,Endometrial
ABCB8,0.4734455752157661,0.09998138220576079,0.2610105013059128,Endometrial
ABCC1,0.5112833875643081,0.05825422908718578,0.180108003577532,Endometrial
ABCC10,0.018377508272716295,0.938747681963511,0.9693009240515696,Endometrial
ABCC3,0.38980862519680026,0.08930802390538178,0.24091066943443018,Endometrial
ABCC4,0.5730123693058842,0.004059592459461659,0.024617921288855843,Endometrial
ABCD1,0.07154911114444168,0.8576099248223243,0.928836223004723,Endometrial
ABCD3,0.3561771931587945,0.19916687694488588,0.407005470913882,Endometrial
ABCD4,0.21458370478113922,0.46330576244321053,0.6779834483257721,Endometrial
ABCE1,0.5148178658927588,0.051062154217930776,0.1646856668929156,Endometrial
ABCF1,0.3787482148804617,0.08351006213167965,0.22941127652301918,Endometrial
ABCF2,0.7693825477098399,0.0002429923801783396,0.002463421657256559,Endometrial
ABCF3,0.4083963038449432,0.12483511398790298,0.30304484312599134,Endometrial
ABCG1,0.5058058737390189,0.0005381891180856281,0.004804016008578046,Endometrial
ABHD10,0.26303282495366953,0.36690334912951417,0.5905378553125028,Endometrial
ABHD11,0.5627464656650961,0.0011445100358486162,0.008904307298214339,Endometrial
ABHD12,0.3369454378739997,0.22112902681121038,0.43227459123052225,Endometrial
ABHD13,-0.3412665667159456,0.27779872648861537,0.4972151824692892,Endometrial
ABHD14A-ACY1,0.31617381087890134,0.3120207001219868,0.5356027801649369,Endometrial
ABHD14B,0.5846004565940767,0.009729065915668232,0.04857194222768418,Endometrial
ABHD16A,-0.11121499673433233,0.5092557110319134,0.71269648367644,Endometrial
ABHD17B,0.8067236730822205,0.005108157202344574,0.02954568329396056,Endometrial
ABHD3,0.35584647168409667,0.27676188168743765,0.4959341705116606,Endometrial
ABHD4,-0.16625064295389602,0.4265755140457831,0.6472913137431486,Endometrial
ABHD5,0.21008722048725775,0.4523018556377927,0.6699296902156049,Endometrial
ABHD6,0.6804097623197229,0.0008124193214258475,0.006769673949938762,Endometrial
ABI1,0.6762617376187778,0.016963055589652817,0.07358598927608755,Endometrial
ABI2,0.586686641509085,0.0005209201443747392,0.004690812495409459,Endometrial
ABI3,0.16547408227991334,0.3966517963701437,0.620079721660839,Endometrial
ABI3BP,0.578362819054613,0.00047348978577500556,0.0043254350741241485,Endometrial
ABL1,0.032260837851110946,0.9866339789631272,0.9933351183968848,Endometrial
ABL2,0.27679000543696425,0.34365364712428903,0.5688272051185534,Endometrial
ABLIM1,0.2631558633676164,0.29918764389758346,0.5207123794806552,Endometrial
ABLIM2,0.15295915595161153,0.6334726120686348,0.7983891762007576,Endometrial
ABLIM3,-0.18903316271010384,0.1790274645102835,0.38038717866367505,Endometrial
ABR,0.24413195773672197,0.35648004704577474,0.5815394570292515,Endometrial
ABRACL,0.21407279466846785,0.29016669304560294,0.5109899844539103,Endometrial
ABRAXAS1,0.1488102690884217,0.5921294323538548,0.7715714085539717,Endometrial
ABRAXAS2,-0.02659547355856301,0.8347271162756854,0.9175901081085496,Endometrial
ABT1,0.08632581938845796,0.8039609872344738,0.9024230778576178,Endometrial
ABTB2,-0.20264167597639304,0.37982808659054923,0.60346757737132,Endometrial
ACAA1,0.2527819808247811,0.2724874259094181,0.49160212003050396,Endometrial
ACAA2,1.1734263633591837,2.391723104845943e-24,6.715668572576518e-22,Endometrial
ACACA,0.49031623034960703,4.293305297540861e-06,7.956353377402724e-05,Endometrial
ACAD10,0.9768761218436688,5.181752337006868e-07,1.2569140616415089e-05,Endometrial
ACAD11,0.3788724619320697,0.21022085123717615,0.41998844492532866,Endometrial
ACAD8,0.7980202467332246,0.0020574282411848503,0.014442522790014262,Endometrial
ACAD9,0.9390103205259998,0.00046806247959621576,0.004298381502416784,Endometrial
ACADM,0.7553222850770304,0.0012148061242982038,0.009315752530358198,Endometrial
ACADS,0.723074830731751,0.0009005567361414367,0.007410798150165677,Endometrial
ACADSB,-0.16083737097443168,0.45729492219699364,0.6729068999646407,Endometrial
ACADVL,0.17902850480632138,0.5227069559837163,0.7234357959888149,Endometrial
ACAP1,0.07044130859695297,0.8424287334840354,0.9214903369688432,Endometrial
ACAP2,0.049275144441902397,0.9219153327946611,0.9616646936480164,Endometrial
ACAT1,0.22279024025375083,0.3602164373293455,0.5847521913618983,Endometrial
ACAT2,0.726840719618745,0.0006183357847443413,0.005389933566736657,Endometrial
ACBD3,0.9063106474323654,0.00036559236977866535,0.003503183969357924,Endometrial
ACBD5,0.30065111549022216,0.2383322426375547,0.45341977876084844,Endometrial
ACBD6,0.7642086632059372,0.0019300114259840284,0.013724854852776674,Endometrial
ACBD7,0.8772474127864195,1.2950188084181187e-06,2.745914022609219e-05,Endometrial
ACD,-0.3545950646251583,0.19784535640866818,0.40549326973738536,Endometrial
ACE,0.3464574302349259,0.1401508835496007,0.3255547974355979,Endometrial
ACIN1,0.6260545169901599,0.033425179300351784,0.12136273957565033,Endometrial
ACLY,0.04754771619333198,0.8997566822148335,0.9513522349987611,Endometrial
ACO1,0.04454309216485164,0.934004875024245,0.9677514761410175,Endometrial
ACO2,0.45341257990022754,0.11618339222569031,0.2887755666210425,Endometrial
ACOT1,-0.04165198547713245,0.7781918004291761,0.8869280716822566,Endometrial
ACOT11,0.9764633363954016,1.1450707761432253e-05,0.00018712920302897928,Endometrial
ACOT13,0.07455590705665094,0.838323547265204,0.9191700377422056,Endometrial
ACOT7,0.8268863998181026,4.2075363851818935e-16,4.6972327885657134e-14,Endometrial
ACOT8,0.5405548097003847,0.00834278904652554,0.04278045561987031,Endometrial
ACOT9,0.2628725952587975,0.25245043314357163,0.4699725969555418,Endometrial
ACOX1,0.4435290190152427,0.060095736883661564,0.18420347269732323,Endometrial
ACOX2,0.6425675216887554,0.02314497286679106,0.09251998213273768,Endometrial
ACOX3,0.764727864345076,4.830516546876748e-07,1.1904139979617005e-05,Endometrial
ACP1,-0.08558818352846553,0.7613678516249723,0.8776219941489594,Endometrial
ACP2,0.6463861570318948,0.000228401503682684,0.0023333719218563945,Endometrial
ACP5,0.5113028013826115,0.006093755415287164,0.03367971620630675,Endometrial
ACP6,0.27923063390455,0.16092599854402923,0.35579582498424595,Endometrial
ACPP,0.6695406088001976,0.0004079143939019713,0.0038490170813601492,Endometrial
ACSF2,0.36813910102453,0.0010278069287882848,0.008224230571806776,Endometrial
ACSF3,0.8541658451524865,0.0006465689288128122,0.005573123436632109,Endometrial
ACSL1,0.7202511030443609,3.0646047596496085e-05,0.00044231507325410085,Endometrial
ACSL3,0.15730956994809503,0.6062081019581311,0.78069830058986,Endometrial
ACSL4,0.6100531792071592,1.1336891761230702e-06,2.4429683502224114e-05,Endometrial
ACSL5,0.15461495613220333,0.3046423883690419,0.5276292281546807,Endometrial
ACSM3,0.6823740604702272,5.57939522863902e-08,1.765940615333286e-06,Endometrial
ACSS1,1.2533804167589944,1.0662204593362507e-19,1.6745082671541864e-17,Endometrial
ACSS2,0.2968069093527461,0.03087640478107693,0.11457780004063228,Endometrial
ACSS3,0.38547544379454757,3.417995846784072e-08,1.1351666493297925e-06,Endometrial
ACTA1,0.45315674629787733,0.13992419949952475,0.3252728631617151,Endometrial
ACTA2,0.008411697143387298,0.858153360441552,0.928836223004723,Endometrial
ACTB,-0.3347211810585644,0.2062052379787238,0.4149888088221476,Endometrial
ACTBL2,0.3922005158607469,0.2020833322731339,0.40983850204470107,Endometrial
ACTG1,0.4164549123083017,0.1616841619301016,0.35679100844113393,Endometrial
ACTG2,0.11520507318673112,0.5228922365549336,0.7235841493306473,Endometrial
ACTL6A,0.3722188152931101,0.25112807731241416,0.46886011774669145,Endometrial
ACTN1,0.04379832127305905,0.9383188723169957,0.9692823490400537,Endometrial
ACTN2,0.33664172378260643,0.21966064299225552,0.43040294310979904,Endometrial
ACTN4,0.05764895279766358,0.8840828590340739,0.9434425626868281,Endometrial
ACTR10,-0.3076075347838266,0.28656237913174865,0.506349235473688,Endometrial
ACTR1A,0.43271706347233313,0.12682182390910438,0.30600917771168795,Endometrial
ACTR1B,0.7577308587634516,0.01443928876329901,0.0653931816621352,Endometrial
ACTR2,0.04794145001428826,0.8910826274713046,0.9467898232091928,Endometrial
ACTR3,0.30451530396004445,0.3535720882877472,0.5785271004898933,Endometrial
ACTR3B,0.2067146442298382,0.33128037502820606,0.5569020237683885,Endometrial
ACTR5,-0.24536663203876158,0.3089438501035382,0.5323923591332314,Endometrial
ACTR6,0.12652301333440277,0.6965485298030205,0.8382102178123101,Endometrial
ACTR8,0.1886048431228658,0.5406429771965249,0.7369454361943636,Endometrial
ACVR1,0.5824862825181946,0.06984211792799701,0.20376481886675699,Endometrial
ACY3,0.31032698363471367,0.03359291975319532,0.12163813772298078,Endometrial
ACYP1,0.5683686235500454,0.034606344124615156,0.12419147353163594,Endometrial
ACYP2,-0.2952861597291737,0.22834932347557968,0.4409011942747909,Endometrial
ADA,0.5006616424467876,0.0005866112317246581,0.005132709795241437,Endometrial
ADA2,0.4178828988553562,0.09934452270929554,0.2598888614975529,Endometrial
ADAL,0.31301787599567504,0.25646645868095175,0.4740511083458406,Endometrial
ADAM10,-0.11667352014133214,0.6276229149237131,0.7944745805578042,Endometrial
ADAM15,0.025516844377355075,0.9934664996460476,0.9970786145525637,Endometrial
ADAM17,0.5106328701447306,0.0464209982641272,0.15395023976929229,Endometrial
ADAM28,0.649758177591691,3.819332033136428e-07,9.564846113254632e-06,Endometrial
ADAM9,0.5136921274066668,0.0456285871697891,0.1518113065404904,Endometrial
ADAMTS1,0.0740097386830384,0.8292668764358835,0.9153051670107084,Endometrial
ADAMTS2,-0.10929640212001945,0.5513259563206894,0.7445833422631551,Endometrial
ADAMTS5,-0.07412954430441387,0.7996700335287513,0.8997865853888779,Endometrial
ADAMTSL1,0.06675055123794926,0.829768594392528,0.9155317689498886,Endometrial
ADAMTSL2,0.32189083973418997,0.23924077331468274,0.45454275282629697,Endometrial
ADAMTSL3,0.06391433808671954,0.8185443485279469,0.9099738372477452,Endometrial
ADAMTSL4,-0.10570841974116124,0.5438836857551579,0.7388397936090446,Endometrial
ADAMTSL5,-0.2638988395377126,0.20133212472494688,0.4093797383588672,Endometrial
ADAP1,0.0005477424709301459,0.9235555528058516,0.962636436482993,Endometrial
ADAR,0.32976222450839104,0.12807626305736391,0.3080079557460509,Endometrial
ADARB1,0.42192265979365995,0.04739649407210254,0.15629036087975165,Endometrial
ADAT1,0.5695098626007631,0.023773888411335917,0.0942613821221389,Endometrial
ADAT2,1.1796666149177575,1.254829977800788e-07,3.5776167920929544e-06,Endometrial
ADAT3,-0.3398130461183417,0.19194049132695712,0.39725722417591797,Endometrial
ADCK1,0.7214631384279129,0.018214708520819523,0.07767026652273985,Endometrial
ADCY6,0.08997282543129859,0.7624681378045024,0.8781295530399749,Endometrial
ADD1,0.11255517792711145,0.7233056343601276,0.8555065439001651,Endometrial
ADD2,0.6624014874769812,0.015332984156689855,0.06814169361913103,Endometrial
ADD3,0.5597488853310562,0.06279616642780698,0.19002915679949692,Endometrial
ADGRA3,0.16823459676474561,0.6501958594996523,0.8091209822889844,Endometrial
ADGRE2,0.6349622294469769,0.0026236398837857235,0.017426987213733702,Endometrial
ADGRE5,0.24959727493225553,0.16523924175142535,0.3624804597921866,Endometrial
ADGRF5,0.16759991640397232,0.3599350042528626,0.5846367664935099,Endometrial
ADGRG1,0.26216959631985814,0.31573169888862085,0.539301823751289,Endometrial
ADGRG2,0.8504257525349704,0.000638660516101549,0.005525516659380908,Endometrial
ADGRL2,0.2397108062525991,0.05240566196965187,0.16721448478333137,Endometrial
ADH1A,-0.39586139186021085,0.1195217835999032,0.29431008419790144,Endometrial
ADH1B,-0.12231405377986238,0.27466517278729263,0.49386357394757446,Endometrial
ADH1C,0.28943911114146936,0.038979975066687086,0.134771809316389,Endometrial
ADH4,0.08161256565239289,0.8185336710493089,0.9099738372477452,Endometrial
ADH5,0.23723250442421762,0.2361304219066599,0.45038791465358385,Endometrial
ADI1,-0.5017341511798282,0.07986276324134471,0.2231800782700438,Endometrial
ADIPOQ,0.07921051003693547,0.7667306494569146,0.8803774023681947,Endometrial
ADIRF,-0.05511503178871635,0.37938926071131185,0.6031950737390211,Endometrial
ADK,0.09180926008785129,0.7706149950763929,0.8826071759659587,Endometrial
ADNP,0.779642610632526,0.0026756109954003565,0.01764113648961348,Endometrial
ADO,0.1847018075542785,0.45685538817832083,0.6727979810640405,Endometrial
ADPGK,0.6851740491489752,0.013226207240080692,0.06130767197928349,Endometrial
ADPRH,0.42887706259876757,9.232434481088164e-06,0.00015582465920175396,Endometrial
ADPRHL2,-0.20810092730552554,0.49853850547738365,0.7045078224421896,Endometrial
ADRM1,0.08084848344908127,0.821628578541306,0.9115433918538962,Endometrial
ADSL,0.09209090638066919,0.791022769276029,0.8949471282187649,Endometrial
ADSS,0.6430015511009222,9.27806645884199e-05,0.0011194083829118473,Endometrial
ADSSL1,0.03566480027737451,0.9824493533935723,0.9917845154762268,Endometrial
AEBP1,0.2994181018936574,0.030226877330284948,0.11293447920369709,Endometrial
AES,0.3370947015786731,0.09070464781048536,0.24396785678140998,Endometrial
AFAP1,0.2980097880701245,0.14927433572800397,0.3387646325877259,Endometrial
AFAP1L2,0.4378272834340537,5.24108708417585e-10,2.5695192022208163e-08,Endometrial
AFDN,0.3864068605640988,0.001244067726355317,0.009456547622976512,Endometrial
AFF1,0.661476306730862,0.021208650154859027,0.08657240190965804,Endometrial
AFF4,0.3317040233808209,0.2601015620038337,0.47735165924620654,Endometrial
AFG1L,-0.01070529737942072,0.8977896438212416,0.9507094945794804,Endometrial
AFG3L2,-0.23235336767268772,0.36278309322792934,0.5873751776777902,Endometrial
AFMID,0.0315871927290865,0.9459707296506658,0.9724167717931073,Endometrial
AFTPH,0.4532486416653853,0.10772400856722426,0.27422270972085167,Endometrial
AGA,0.18613598453624902,0.5251645294146337,0.7244341998660107,Endometrial
AGAP1,0.20956348089655258,0.5091905406117073,0.71269648367644,Endometrial
AGAP2,0.46267885860520547,0.14729008290383297,0.3359069426992164,Endometrial
AGAP3,0.3414492971544081,0.2007773414444588,0.4087000979403241,Endometrial
AGFG1,-0.06876428631961656,0.7606249244729704,0.8770471067902618,Endometrial
AGFG2,-0.15422924693337403,0.25826234130349934,0.47556813484066474,Endometrial
AGGF1,0.7348571580795902,0.009060140883295506,0.04575000840578537,Endometrial
AGK,0.6727337225507448,0.02022484334039779,0.08374435665935812,Endometrial
AGL,0.14524053055966818,0.636127256233875,0.7997768190316263,Endometrial
AGMAT,0.6964181278123571,6.64740061304739e-08,2.0463393382224956e-06,Endometrial
AGO1,-0.1890539655177784,0.5623917641242584,0.7512068742072046,Endometrial
AGO2,-0.4337791898992672,0.13131103503214964,0.3122377638261837,Endometrial
AGO3,-0.211936631493982,0.3761572337043314,0.6004259995700836,Endometrial
AGO4,0.017140266239280583,0.9982762196800192,0.9993844699114475,Endometrial
AGPAT1,0.7340257966289623,0.011350173729313375,0.05446437585490302,Endometrial
