Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.38874490462184597,4.857325249850294e-16,1.7559881469860677e-15,CCRCC
A1CF,0.1469932478149697,2.2481546110249754e-20,9.062504558370763e-20,CCRCC
A2M,-0.27703459183781093,6.77271206325967e-19,2.644721546798897e-18,CCRCC
AAAS,-0.04429139002886791,0.5221927249118237,0.5969881335292603,CCRCC
AACS,-0.128218427650878,1.554351732601878e-15,5.5075237934811044e-15,CCRCC
AADAT,-0.17492468400979216,0.004555215757236774,0.008221960447576405,CCRCC
AAED1,0.07595938112459111,0.9757382908962479,0.9833212388573914,CCRCC
AAGAB,0.462501750785125,9.312746568540195e-14,3.13090149787454e-13,CCRCC
AAK1,0.30875024115850586,9.166178843761793e-06,2.132439323274965e-05,CCRCC
AAMP,0.3296188717785258,6.447341045120253e-07,1.610222619697992e-06,CCRCC
AAR2,0.2424516038370333,1.1987194207150595e-08,3.3036746938558846e-08,CCRCC
AARS,0.4130603125533109,1.048566200650515e-13,3.5193053826875265e-13,CCRCC
AARS2,-0.09326769113260436,0.0926470045417968,0.13258998715061504,CCRCC
AARSD1,0.46653889713151986,0.0,0.0,CCRCC
AASDH,-0.5813860962913046,1.4487537074908012e-218,1.8786760739345e-217,CCRCC
AASDHPPT,0.047403661873248626,8.89355565306784e-10,2.586721619454774e-09,CCRCC
AASS,-0.2403541146471302,6.7620754814921e-08,1.7957266936887933e-07,CCRCC
AATF,0.03491199172292908,0.009779796334325127,0.016847656889699473,CCRCC
ABAT,-0.40739055148806375,1.1169287132628128e-252,1.5554439612174598e-251,CCRCC
ABCA1,0.19758103897892465,0.07344559188516947,0.10776697060593934,CCRCC
ABCA12,0.065048364715728,0.3991778824685066,0.47631347471893387,CCRCC
ABCA2,0.04007482029616313,0.000695404467360689,0.001380278428588454,CCRCC
ABCA6,0.39354604562728557,1.1170131543036182e-07,2.927395366331136e-07,CCRCC
ABCA8,-0.07497460614339724,0.1992376507808825,0.26131458597755314,CCRCC
ABCB1,0.1343250579316695,0.0,0.0,CCRCC
ABCB10,-0.253251625879759,0.019536032093575694,0.03213629002542888,CCRCC
ABCB6,0.17419399851091522,3.907476912266273e-44,2.237164963817588e-43,CCRCC
