Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,0.06165396092463982,0.7901260196329816,0.8852850904376308,Endometrial
A2M,-0.02553498324742323,0.9032105757250445,0.9469505764503579,Endometrial
A2ML1,0.40221021356400155,0.015039189033292604,0.05741785149669933,Endometrial
A4GALT,0.39906129450388006,0.31145360483083007,0.512416388913791,Endometrial
AAAS,0.6637034805448584,0.005383464349854399,0.025308564518392116,Endometrial
AACS,0.5937766785563067,5.464457386218782e-09,1.2113316301603644e-07,Endometrial
AADAT,0.3028788397576835,0.3111152039112729,0.5121706347231356,Endometrial
AAED1,0.7527544379117135,0.019980347389973414,0.07117950746462655,Endometrial
AAGAB,0.6877737569367629,1.399340792207299e-07,2.3532289982927097e-06,Endometrial
AAK1,0.7690280424501352,3.81089729577918e-06,4.739835482240253e-05,Endometrial
AAMDC,0.16665952125664257,0.2055922261429899,0.38563108652650696,Endometrial
AAMP,0.5547820744467702,0.10483161210573652,0.2440627431587323,Endometrial
AAR2,0.2900228685258309,0.4376579842930012,0.632011813194615,Endometrial
AARS,1.141059576002493,1.4605051297457502e-13,6.834868955668748e-12,Endometrial
AARS2,0.6059496978240207,0.010361279315329236,0.04261323308292974,Endometrial
AARSD1,0.5861192063609624,0.08674651587678373,0.21383166164253206,Endometrial
AASDHPPT,0.4422331335469918,0.017740166905719723,0.06489553357615435,Endometrial
AASS,0.39071620424595577,8.858298229766264e-12,3.244307960356293e-10,Endometrial
AATF,0.6825511551470931,0.06486595513518473,0.17218318066729382,Endometrial
ABAT,-0.013306045692024426,0.8152088494385448,0.899681419592372,Endometrial
ABCA8,0.12468718079927932,0.4884514749260198,0.6752470704493435,Endometrial
ABCB1,0.232564800918243,0.1706592088459955,0.34116971492089565,Endometrial
ABCB10,0.1381830941625587,0.6687703943649163,0.8098309558527593,Endometrial
ABCB6,0.09712777182287813,0.8470995773072703,0.9178232791544862,Endometrial
ABCB7,0.09747002382550411,0.8030655667820052,0.8927354557248841,Endometrial
ABCB8,0.3404569135900686,0.297400865694333,0.4956269269638441,Endometrial
ABCC1,0.6018667182467223,0.014866402661922741,0.056898838110440365,Endometrial
ABCC10,0.2567451901063179,0.36158189472703817,0.5610826146575911,Endometrial
ABCC3,0.4373262402895924,0.03004007254278956,0.09762169169289206,Endometrial
