Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.04470484994270346,0.7522064103269868,0.8023293951689677,LUAD
A1CF,0.42163409970088267,0.14251277223856548,0.20328007485931252,LUAD
A2M,0.16952659671387132,4.022361397044491e-06,2.2176965694540026e-05,LUAD
A2ML1,-0.16897987949326146,0.6165284814001349,0.6847367284913594,LUAD
AAAS,0.4174056439205275,0.0014075880587440107,0.0038000424277554908,LUAD
AACS,0.5863856755127534,1.9909624767668986e-20,1.0417805073007172e-18,LUAD
AADAC,-0.14233744278539195,0.04899566236152117,0.08119343928538308,LUAD
AADAT,0.6334850129414712,0.001368501268890462,0.003709334819577731,LUAD
AAGAB,0.6274244088693229,7.621604171229637e-10,9.607551712664814e-09,LUAD
AAK1,0.6224758552341867,1.8606940306226582e-07,1.429409894854373e-06,LUAD
AAMDC,0.10554227984458864,0.18834795389328174,0.25651858226374147,LUAD
AAMP,0.2250714766201026,0.03871250844183904,0.06649965235678419,LUAD
AAR2,0.2671606414444627,0.0530460651068597,0.08700872397314721,LUAD
AARS2,0.621469776446293,1.12266679309288e-06,7.1164244204453236e-06,LUAD
AARSD1,0.11573047183668125,0.2670660292463368,0.3441064887791284,LUAD
AASDH,0.13267695350562092,0.5042637283837819,0.5830516509236285,LUAD
AASDHPPT,0.4097282580462652,2.8315214954149083e-09,3.172734136226018e-08,LUAD
AASS,0.5049668185266332,5.76651252862739e-06,3.040300545630401e-05,LUAD
AATF,0.40348594183232156,3.641281167306481e-07,2.6161095847753103e-06,LUAD
AATK,0.4318225665439325,2.9538870648219177e-05,0.00012905659397427938,LUAD
ABAT,0.22533887848608958,0.02559071634570189,0.04646878644997071,LUAD
ABCA1,0.2534606925490321,0.01062725957323421,0.021674607546587076,LUAD
ABCA12,0.7188663750125117,0.001994216210977799,0.005113694042620603,LUAD
ABCA2,0.27980984653117896,0.07041485333582882,0.11089039864485364,LUAD
ABCA3,0.20424666092285637,1.0764180874260011e-05,5.2811613639171296e-05,LUAD
ABCA5,-0.027899796282149225,0.9223618000762902,0.9399870875743029,LUAD
ABCA6,0.2493997183659422,5.8813438077121985e-12,1.0983459067163538e-10,LUAD
ABCA7,0.13319719698397223,0.4946802007766107,0.5741851488139523,LUAD
ABCA8,-0.056716023814280314,0.029948510175292948,0.05333421470132038,LUAD
ABCA9,-0.06746174354628193,0.6954525738769946,0.7547109569572981,LUAD
ABCB1,-0.20409093541695184,0.024420845093295503,0.044636749813795853,LUAD
