Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.2685330473355582,0.0570318215380781,0.1320374684761818,CCRCC
A1CF,0.1920383866593428,0.0001063339872441,0.0006401857916402,CCRCC
A2M,-0.1916188336178679,0.1277643906287481,0.2439275867590006,CCRCC
AAAS,0.0196538129807082,0.8963137652908356,0.9409266676356284,CCRCC
AACS,-0.1699365165613354,0.0600704160137161,0.1375401584009254,CCRCC
AADAT,-0.2633715124372087,0.0153193850823093,0.0457289603773544,CCRCC
AAED1,0.1905060110168469,0.2882439598699184,0.4385776763471168,CCRCC
AAGAB,0.3649989500496503,0.0007633656441788,0.0036462523792983,CCRCC
AAK1,0.3569320806694057,6.347463813654068e-14,1.3856082933263236e-12,CCRCC
AAMP,0.2812724211855066,0.025362227701201,0.0692050283225333,CCRCC
AAR2,0.1680461788332382,0.1250697644562073,0.2403575361616499,CCRCC
AARS,0.4158152894125854,0.0060316668454522,0.021194754649606,CCRCC
AARS2,-0.0225833761420435,0.8611433937580041,0.9167395684697308,CCRCC
AARSD1,0.4647678186065438,0.0004388406715928,0.0022636373008325,CCRCC
AASDH,-0.5436191697061262,0.047596796370894,0.1146644869828637,CCRCC
AASDHPPT,0.067473914369134,0.5707809253233046,0.7043679503989717,CCRCC
AASS,-0.2786964718109093,1.1503604637051751e-06,1.0305186097009024e-05,CCRCC
AATF,-0.0670204544564757,0.221505614057284,0.3651859206470775,CCRCC
ABAT,-0.6129279615421576,7.4616353541632945e-19,2.5936332506318126e-17,CCRCC
ABCA1,0.2434674270294474,0.0627641444899598,0.1422387790622079,CCRCC
ABCA12,-0.0899579242636746,0.7175204896511544,0.8188976552751306,CCRCC
ABCA2,0.0568254714547565,0.6997511886888144,0.8064600113631715,CCRCC
ABCA6,0.3700206398348813,0.0007012738531311,0.0033894902901337,CCRCC
ABCA8,-0.0849531503457696,0.1692837293272322,0.3012978561585136,CCRCC
ABCB1,0.0726820002918505,0.002975122176645,0.0117172597055708,CCRCC
ABCB10,-0.2563890724489469,0.0386817391039974,0.097152323590503,CCRCC
ABCB6,0.125776269223879,0.0059960232427059,0.0210917940300544,CCRCC
ABCB7,-0.2277770093784694,0.230017131406928,0.3751268437004273,CCRCC
ABCB8,-0.0952912633453435,0.0151885817069148,0.0453928373601506,CCRCC
