Gene,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval,interaction_FDR,condition_FDR,intercept_FDR,Cancer
A1BG,0.2308129562074198,-5.67463737157626,-0.111183999603891,3.1421331292837342,0.22423780559807627,0.006327886188369263,0.5053135226954288,0.08555357684781681,0.3393642064152123,0.019448025036735227,0.19753878250548712,LSCC
A2M,-0.9780871873347545,20.5085239528409,1.4775978047094784,-33.57971720240073,0.01716859315457528,0.03702584839924375,0.00018988996075280131,0.00045814132710838895,0.04336041903440127,0.08121967429882457,0.0023598395983364462,LSCC
A2ML1,1.079401153410045,-15.726902747638688,0.18940734402907747,-6.186020414952926,1.4584524900412224e-10,3.0478717032619535e-16,0.1875238159309652,5.6267478684357775e-06,5.514267070853775e-09,4.484902023894515e-14,4.527204281391449e-05,LSCC
A4GALT,0.4499437664107353,-8.159010329134764,0.16926893261782558,-2.462506674341407,0.40867960896927813,0.37441445617388047,0.7397780955630788,0.7724995557234091,0.5302173465148874,0.49671040610104583,0.8805346657879412,LSCC
AAAS,0.5104739521469495,-8.07921261123403,-0.12699777273549098,1.7346681377180955,0.05279381139196285,0.07660696373283601,0.5681967432660354,0.6510619268359727,0.10788957557287096,0.14501951602588306,0.8023328792798673,LSCC
AACS,0.6077632414543735,-8.865155036640575,1.1183391202936523,-18.222151241962514,0.16397420556416742,0.1822253745083462,0.006950227202471379,0.0037047289445494105,0.2666838110952374,0.28645186993234906,0.01469609962739473,LSCC
AADAC,-0.07244037624924107,0.4485009820078902,1.1747179896520719,-19.294606936905478,0.6974679711381135,0.877182516379597,1.3638273491422708e-11,1.6907470395131712e-12,0.7858164156562449,0.9196649740860227,4.781959613833486e-11,LSCC
AAGAB,1.2531810849234002,-21.608158511128078,-0.028741690179901254,-0.4845964609232259,0.011800143795806744,0.01523693887956078,0.9502714183460204,0.9529632936410255,0.031994459323603334,0.03941910844845268,0.9771014410976578,LSCC
AAK1,0.9165905570956933,-15.233735766856558,0.1243799928936845,-2.128298170925001,0.001819486598343195,0.0020308334084208077,0.6521764414423996,0.6458550241784557,0.006908085623904829,0.007521665864610444,0.7977217965380223,LSCC
AAMDC,0.21948547576068442,-4.781935436463531,1.1170059625761009,-17.93220467194336,0.6192957036809966,0.5254588100929326,0.006177787138089135,0.010475251322300063,0.7207685888608778,0.6395127956970988,0.03579785734588071,LSCC
AAMP,0.9606850487068704,-17.85577854507443,0.6476206809151576,-12.8892638401907,0.051870417034154154,0.05602678066185477,0.16894184761651243,0.14707193787531347,0.1064086230378494,0.11272646242182864,0.2988367851323546,LSCC
AAR2,0.9919333997476609,-17.517523768902443,0.09148715355924973,-1.7116815504335507,0.008756105995727221,0.009191363769726192,0.7950956280856398,0.7845109534381458,0.02515705493073185,0.026200198976059817,0.8884596746737359,LSCC
AARS,0.6174798373782071,-11.219795870500013,0.9428313629791693,-18.93900167853968,0.048638606917670836,0.05889806674663994,0.001964578805482183,0.0010310208671922999,0.10103506118399805,0.11717663321550345,0.004785501373766817,LSCC
AARS2,0.8607861367205695,-14.938396472042117,0.4717966369133889,-8.255922248521042,0.011093127094469291,0.009631579491293224,0.13219383932770146,0.12001764298036953,0.0304417996299587,0.027212835775996865,0.2561489836168647,LSCC
AARSD1,1.048008611568297,-14.191927161795425,-0.05058774600383354,0.19234278951239486,0.0003709785482690674,0.0005846945480772228,0.8463586702290581,0.9579290630705374,0.0017929806533963047,0.002667255523256338,0.9793907493562701,LSCC
AASDHPPT,1.0117520111749778,-16.69133169916261,0.16308504915678346,-3.0091248469736285,8.993933080068637e-05,0.0001149462246770545,0.47057237834219323,0.4249331531058731,0.0005413761045266302,0.0006700478803578407,0.6195898639756096,LSCC
AASS,1.1985403657051605,-20.730799466627815,0.9264454997090118,-17.42425361779765,0.0009182381688115466,0.0018249738505057348,0.0051475946551297995,0.0045098350804094545,0.003866471546863469,0.006897653682109318,0.01740786749045677,LSCC
AATF,1.0630015603558782,-17.99253465619064,0.6587806351021956,-12.723733566221414,0.17815674006395987,0.19552105382500537,0.3872690585569344,0.34215752469470884,0.28424157400094635,0.30246182058537907,0.5416126306731625,LSCC
