Gene,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval,interaction_FDR,condition_FDR,intercept_FDR,Cancer
ABCG1,0.6411798699773444,-5.658426061552786,0.10006624446858908,-1.8886550423396968,0.0010175958499503964,0.0013679617377911372,0.5776019598690949,0.23569554467873657,0.028971391523722172,0.02944732269297954,0.9349967922937105,Endometrial
ABHD10,0.5114603978057695,-5.258326270619518,-0.1350975089509964,1.4591758094002663,0.10705902086528894,0.10536101385814003,0.6481816071756912,0.630123445537553,0.47541387420724324,0.44670876612152166,0.999907087318879,Endometrial
ABHD11,0.5225934204147527,-4.8841346924183595,0.16518662885160468,-2.13195349955841,0.08081358066008418,0.07899918340846589,0.5680128828628026,0.4240819949835065,0.4213290748714596,0.39219146896735513,0.999907087318879,Endometrial
ABHD12,-0.19421235239158,2.1853917614105964,0.7297471892664875,-7.723112864153773,0.8238323789806934,0.7982687938592857,0.3978890381243152,0.36057109474551685,0.958077163257332,0.9505199718795643,0.9957779568317521,Endometrial
ABHD13,-0.5388385315391847,5.98100579706664,0.5666243859224942,-6.154095977288878,0.26010411799846056,0.2317433797168045,0.22608703913374834,0.20927479114910055,0.6886124966681214,0.633946180972996,0.9139914693031439,Endometrial
ABHD14A,0.017742809085567628,-0.5413413064050037,0.18558192033707585,-1.3307601986552573,0.9818734640702105,0.9338893016220298,0.808579870110539,0.8353070041438482,0.9958066686564149,0.9846197749342919,0.999907087318879,Endometrial
ABHD14A-ACY1,0.08241606136339606,0.28560337151718823,-0.031162325535467755,-0.2271913221033709,0.3962239661189044,0.4780676926946945,0.7379838694986296,0.5599370782709787,0.7867235499226509,0.8144288416461064,0.999907087318879,Endometrial
ABHD14B,0.38460474759278485,-4.556573497380999,0.18393958351958514,-1.3691595763702438,0.5975954898638655,0.5533869388550554,0.799507136452508,0.8578234135802414,0.8838168739031488,0.8518780624148098,0.999907087318879,Endometrial
ABHD16A,0.4043003346576043,-3.96181004251033,0.4340356751141126,-5.143671881314939,0.537901549192571,0.5689439844761843,0.5002443892195196,0.4505834598770253,0.8615255371874083,0.8595006697992762,0.999907087318879,Endometrial
ABHD17A,2.247200069997054,-23.381847386165987,-2.1052631578946195,21.749421052630403,0.051629448212121246,0.04828247306322423,0.06442565447316026,0.06239748172759793,0.3420030192718756,0.3017824342945807,0.61417446930947,Endometrial
ABHD17B,1.0481484773205165,-9.77638914265961,-0.53858376110835,4.884973277032609,0.042763808316315786,0.05244233180135537,0.27689354674877015,0.3115965580755687,0.30643538151427635,0.3145151514225887,0.9795727651888424,Endometrial
ABHD17C,0.5176474250925915,-3.9361424038558375,0.01355307549185343,-0.9565894495189357,0.036102428159112375,0.04980769747574196,0.9506169187414744,0.5736781935316873,0.2792993547356897,0.30669379300324595,0.999907087318879,Endometrial
ABHD2,1.405086835346667,-17.708881810439646,-0.7900297287249054,9.798468115936151,0.5230324742590469,0.5157961859802818,0.7184483333692613,0.7180253276240451,0.854531243257159,0.8346931555375322,0.999907087318879,Endometrial
ABHD3,0.3670410146087231,-3.4258686111906225,-0.007611390547977226,0.21021457665245089,0.4702242941178508,0.4347402984076273,0.9878544230419621,0.9610630698477736,0.8273884073307329,0.7928938351016326,0.999907087318879,Endometrial
ABHD4,-0.5111029691135813,4.735259127100101,0.9675595670289522,-9.152561008031512,0.3691755238246097,0.39324487835697,0.08663622485647472,0.09631301453298234,0.7677944458884436,0.7648236513661307,0.7333221688848426,Endometrial
