,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.48761610112177617,0.3469967735510613,0.002824558541248855,0.018264553014893232,0.14061932757071488,0.5087845119184106,en,False,False,False
1,A2M,0.2571693818439282,-0.03502367898828268,0.7702298927081055,0.23616932589506384,0.29219306083221086,0.32331965287453024,en,False,False,False
2,A2ML1,0.5907700554233132,0.8534430973141175,6.461664356379004e-19,0.006092452225813663,-0.2626730418908043,0.012236100010283291,en,False,True,False
3,A4GALT,0.7552385116770183,0.4247190330328164,0.001893637822545195,0.00045606696663338123,0.3305194786442019,0.23589187098024378,en,False,False,False
4,AAAS,0.4034751942945173,0.3856597015523088,0.0008210872280612451,0.05624128907488677,0.017815492742208505,0.9366345060559009,en,False,False,False
5,AACS,0.8957661449664271,0.7956651983325523,6.816307156001448e-17,7.669334990296754e-09,0.10010094663387481,0.3079561254810259,en,True,True,False
6,AADAT,0.8145905143717656,0.39691686466440373,0.0008046873935773119,3.932163131014702e-06,0.4176736497073618,0.06231825851887844,en,True,False,False
7,AAED1,0.42780108392714283,0.30221324541098415,0.0136537227162875,0.04702239838496717,0.12558783851615868,0.6084687103072818,en,False,False,False
8,AAGAB,0.7621930140966503,0.6123133223246733,1.093658507876821e-08,2.370035634405814e-05,0.14987969177197702,0.22011955423049,en,False,True,False
9,AAK1,0.7511401877517672,0.6768874957055936,6.690730103531427e-11,3.6201658847360086e-05,0.07425269204617357,0.5073437952761335,en,False,True,False
10,AAMDC,0.44920104009123685,0.6309673594777249,2.831321564541583e-09,0.03153441864277921,-0.18176631938648802,0.16330883165385568,en,False,True,False
11,AAMP,0.040055191141578364,0.6963677110679999,1.1071008618962856e-11,0.8560083809317127,-0.6563125199264215,0.008311717735386524,en,False,True,False
12,AAR2,0.09997317178792535,0.45731944917917083,5.378240462694906e-05,0.6499317667680821,-0.35734627739124547,0.22340816943278752,en,False,False,False
13,AARS,0.7693487236876859,0.8706556618038053,2.9311172482173066e-23,1.7798594351494986e-05,-0.10130693811611935,0.36259409811572807,en,False,True,False
14,AARS2,0.5902505919309285,0.4799009418288465,1.9932823731565344e-05,0.0030276334424227634,0.11034965010208203,0.5568366128362381,en,False,False,False
15,AARSD1,0.24409065046307638,0.1709284310347182,0.15112166403670735,0.26168427414229206,0.07316221942835818,0.9762626450127645,en,False,False,False
16,AASDHPPT,0.40193809112450085,0.6400011709621171,1.4237537164329743e-09,0.057275370744642805,-0.2380630798376162,0.18251136161828818,en,False,True,False
17,AASS,0.8509539745071525,0.8721560814908915,2.0005157499835904e-23,2.6689037810726976e-07,-0.021202106983739033,0.7211002013941742,en,True,True,False
18,AATF,0.43973028723803786,0.5383442621155605,1.0741609090652048e-06,0.035764615727917864,-0.09861397487752266,0.7860555289151252,en,False,True,False
19,ABAT,0.6440668199693453,0.7419246799331323,8.909169844919002e-14,0.0009111809034630451,-0.09785785996378693,0.64392792512867,en,False,True,False
20,ABCA8,0.5063865788033959,0.5304036432326333,3.901235182578799e-06,0.01618027548608242,-0.024017064429237456,0.9321100520957304,en,False,True,False
21,ABCB1,0.2733249048504797,0.7485423580897209,4.0639105994525414e-14,0.20697904223143895,-0.4752174532392412,0.00843982247751816,en,False,True,False
22,ABCB10,0.29607411995034,0.4327918266114258,0.00014649395183324025,0.1701491639296274,-0.1367177066610858,0.5387384471248722,en,False,False,False
23,ABCB6,0.4929441196068278,0.6838600395464998,3.570593181274678e-11,0.016851369417301088,-0.19091591993967194,0.3939454564403878,en,False,True,False
24,ABCB7,0.09787150856206159,0.23509487847030813,0.04682384629679624,0.6568480213330439,-0.13722336990824655,0.6083311688042514,en,False,False,False
25,ABCB8,0.3764809196813773,0.3168260385343327,0.006697085638209042,0.07661711070903027,0.05965488114704459,0.7615594839684932,en,False,False,False
26,ABCC1,0.06281118771252632,0.3193656333649776,0.006247771043736405,0.7758630609200287,-0.2565544456524513,0.2805990016163903,en,False,False,False
27,ABCC10,0.13478223460141955,-0.10002443792150811,0.42424220473416885,0.5498252293504936,0.23480667252292767,0.2873856340242932,en,False,False,False
28,ABCC3,0.7040673608252006,0.7568382262340249,1.4668769819594746e-14,0.00017726041218123242,-0.05277086540882425,0.6796610442523332,en,False,True,False
29,ABCC4,0.8168839131057984,0.6000730562488598,2.5334355714879414e-08,1.977313183005346e-06,0.21681085685693868,0.14203309452108684,en,True,True,False
30,ABCD1,0.034636974975230876,0.7452358780902836,6.033577453726647e-14,0.8753267098163869,-0.7105989031150527,0.007408351418677787,en,False,True,False
31,ABCD3,0.548354770095373,0.24035588527816812,0.04198068152496853,0.006745065773976688,0.30799888481720494,0.2911738956045261,en,False,False,False
32,ABCD4,0.04567642615693127,0.4138994853032438,0.0003013914055173197,0.8360504897345536,-0.3682230591463125,0.12775993689115778,en,False,False,False
33,ABCE1,0.49199167184930975,0.6079032681330451,1.4863064066485799e-08,0.017097250653870195,-0.11591159628373532,0.619796943677158,en,False,True,False
34,ABCF1,0.6770513858829137,0.6871185590483488,2.6466122832561468e-11,0.0003877285495990754,-0.01006717316543515,0.9868323080965176,en,False,True,False
35,ABCF2,0.880268332496879,0.7905826091731614,1.4675502277240886e-16,3.063466666606762e-08,0.0896857233237176,0.25464951730211804,en,True,True,False
36,ABCF3,0.290400028988121,0.7017261413230339,6.5815352533151355e-12,0.178875423869393,-0.4113261123349129,0.07026684656770889,en,False,True,False
37,ABCG1,0.8314588369479837,0.757003536724498,1.436799564738395e-14,8.861691409674481e-07,0.07445530022348568,0.583809251732979,en,True,True,False
38,ABHD10,0.28925792037157516,0.31071405015853465,0.007896761515067532,0.18066847390020635,-0.021456129786959488,0.9648550773136031,en,False,False,False
39,ABHD11,0.6251721693046496,0.7479587179169673,4.35945164104963e-14,0.0014239309048110218,-0.12278654861231775,0.5264655577725812,en,False,True,False
40,ABHD12,0.22895428850069258,0.40410197314481633,0.0004310280932842402,0.2933352561563819,-0.17514768464412375,0.41634072911659137,en,False,False,False
41,ABHD13,-0.04466611489674517,0.03488496037629617,0.7776204210579118,0.847548245415493,-0.07955107527304134,0.7704682926599777,en,False,False,False
42,ABHD14A,0.031033529841087357,0.2908304717479392,0.14947460004260424,0.9473412093208589,-0.2597969419068518,0.6397963821387116,en,False,False,False
43,ABHD14A-ACY1,0.33732559518426414,0.15578298090968898,0.19130717969258995,0.11546830329983769,0.18154261427457516,0.5441830134891839,en,False,False,False
44,ABHD14B,0.34023542632628745,0.6531295964635343,5.031127937629267e-10,0.1121663114904564,-0.31289417013724685,0.12591596577037079,en,False,True,False
45,ABHD16A,0.49963108184813015,0.5611997614395312,2.9297774105258066e-07,0.015204794131212767,-0.061568679591401054,0.7038530572841509,en,False,True,False
46,ABHD17A,0.30274697122253824,0.04030322991594377,0.8237787090504897,0.2927480840264124,0.2624437413065945,0.29542631639053096,en,False,False,False
47,ABHD17B,0.3264999837272864,0.38305211533906847,0.0015009790258071825,0.1283751137324225,-0.056552131611782075,0.8117653068951612,en,False,False,False
48,ABHD17C,0.6830277525151659,0.5870648150341602,0.00016742355840871934,0.01435648651811216,0.0959629374810057,0.6329360850184119,en,False,False,False
49,ABHD2,0.41682588098800416,0.7152545278093702,0.00026780496595519334,0.3042591141018801,-0.298428646821366,0.7281752351154875,en,False,False,False
50,ABHD3,0.40641893333603024,0.38293818899282034,0.0019508603475775117,0.06751334236438407,0.023480744343209903,0.9652404091908805,en,False,False,False
51,ABHD4,0.7696136914093316,0.29667540978104173,0.011387803786784483,1.760746709842712e-05,0.4729382816282898,0.032696414444449096,en,False,False,False
52,ABHD5,0.5193343377304201,0.4152261712177259,0.0003885725883771702,0.018942814933741916,0.10410816651269422,0.596589954428004,en,False,False,False
53,ABHD6,0.7025555213198822,0.8823030072003385,1.3226452828493301e-24,0.0001856080325565007,-0.1797474858804563,0.13927943320995148,en,False,True,False
54,ABI1,0.27389576461904763,0.6296770893538323,3.1177750391560506e-09,0.20599419206344008,-0.35578132473478463,0.10660966898554934,en,False,True,False
55,ABI2,0.6182350053360524,0.6026326219148735,2.1315171974627506e-08,0.0016657332047112976,0.015602383421178811,0.8633753030263914,en,False,True,False
56,ABI3,0.8004840018023135,0.7401069603036794,1.1006963768772477e-13,4.5041062370261406e-06,0.0603770414986341,0.582619385688304,en,True,True,False
57,ABI3BP,0.7332193547492195,0.6476353891659068,7.823237374773365e-10,6.885991956463453e-05,0.08558396558331272,0.49270536181509705,en,False,True,False
58,ABL1,0.6186920869907736,0.44579373003584094,8.694902417237245e-05,0.0016487919133314733,0.17289835695493266,0.42806770099236335,en,False,False,False
59,ABL2,0.19900209171032504,0.5265176318507119,2.028086531190137e-06,0.36265909564177695,-0.32751554014038686,0.16236532850645147,en,False,True,False
60,ABLIM1,0.6340375003207162,0.7786530301858657,8.1927549737762775e-16,0.0011589993973424592,-0.14461552986514958,0.3609140356714473,en,False,True,False
61,ABLIM2,0.41265667847547327,0.5591522503751257,5.919477022674294e-07,0.08877808776923306,-0.14649557189965245,0.466915562104504,en,False,True,False
62,ABLIM3,0.6117641952999583,0.6872977012621918,1.391149070402157e-05,0.10700420422443009,-0.07553350596223352,0.7703923180242315,en,False,False,False
63,ABR,0.6744966344989592,0.6441948102777104,1.0267957458794435e-09,0.0004158078397452315,0.03030182422124883,0.8116046947802373,en,False,True,False
64,ABRACL,0.6223923305360266,0.6387988691891265,1.5621892087195393e-09,0.001516962616855663,-0.016406538653099934,0.9602580299909254,en,False,True,False
65,ABRAXAS1,0.5156004231914664,0.5831285540476123,7.659352924063744e-08,0.011797593522927306,-0.06752813085614595,0.774276220522993,en,False,True,False
66,ABRAXAS2,0.2437731251501311,0.5890021917810776,5.257165065402021e-08,0.2623248289661512,-0.3452290666309465,0.035952267859041535,en,False,True,False
67,ABT1,0.46683773479926743,0.6193570107957123,6.634340676901711e-09,0.024720910772291778,-0.15251927599644483,0.31755613126003845,en,False,True,False
68,ABTB2,0.41816472099350677,0.4891889797665452,2.6608308693865144e-05,0.05278380639435525,-0.07102425877303842,0.7643118670554531,en,False,False,False
69,ACAA1,0.518589250851937,0.6238985439453667,4.774776751330321e-09,0.011235624109518394,-0.10530929309342973,0.5834171040231863,en,False,True,False
70,ACAA2,0.7830866391191456,0.8743471242574583,1.135279359600811e-23,9.975279735144213e-06,-0.09126048513831275,0.1787344431072726,en,False,True,False
71,ACACA,0.8728584197819834,0.841161281497224,2.3024418197900414e-20,5.5630182028298286e-08,0.031697138284759396,0.6709270593950143,en,True,True,False
72,ACACB,-0.12071284708387112,-0.29160645445012795,0.25610529398283777,0.7758525229136145,0.17089360736625683,0.7683562809681892,en,False,False,False
73,ACAD10,0.33833902510088076,0.5895356261479797,5.0786371151118504e-08,0.11431035942728988,-0.25119660104709896,0.10204137641367023,en,False,True,False
74,ACAD11,0.026267651542327523,0.2670238426077447,0.02336217437566211,0.9052990260429667,-0.24075619106541718,0.3104031676568437,en,False,False,False
75,ACAD8,0.71746588289506,0.5698902885239737,1.7417428155188254e-07,0.00011642629790926652,0.14757559437108625,0.37124841792107366,en,False,True,False
76,ACAD9,0.24294929775495705,0.5426959346089713,8.449634079005879e-07,0.26399143878088516,-0.2997466368540142,0.1651170500581025,en,False,True,False
77,ACADL,0.5973545095510862,0.6746908774660008,2.4751216807905224e-06,0.11788181647357933,-0.0773363679149146,0.5606064738533729,en,False,True,False
78,ACADM,0.59495028584098,0.6020578133283705,2.216123519154556e-08,0.0027488562617442253,-0.007107527487390519,0.9691588547447803,en,False,True,False
79,ACADS,0.42269904500071137,0.6953062225306413,1.2255945412636675e-11,0.04448801798914844,-0.27260717752992997,0.08887526885882502,en,False,True,False
80,ACADSB,0.4379220478695537,0.484635872749999,1.6042316891696904e-05,0.03662095563071217,-0.04671382488044529,0.8304635420750202,en,False,False,False
81,ACADVL,0.2811467610277356,0.5404143043884375,9.586718734672058e-07,0.19375866049805032,-0.2592675433607019,0.22020410062681595,en,False,True,False
82,ACAP1,0.5005510063583322,0.8027200090069686,2.2667445400617028e-17,0.014988912061114275,-0.30216900264863644,0.153949284564247,en,False,True,False
83,ACAP2,0.14224632282339797,0.6572360020574729,3.595795353282402e-10,0.5173398996483661,-0.5149896792340749,0.004614897052705223,en,False,True,False
84,ACAP3,-0.16486122669355868,0.2393520763049885,0.15973537978700816,0.6280937860511674,-0.4042133029985472,0.21561099481515655,en,False,False,False
85,ACAT1,0.6198671801756519,0.5815322743746867,8.473351984637214e-08,0.0016059097369867073,0.03833490580096521,0.7563063380510686,en,False,True,False
86,ACAT2,0.8398502966401008,0.7673090210341109,3.819202900538748e-15,5.390321699059037e-07,0.07254127560598989,0.4742430620615262,en,True,True,False
87,ACBD3,0.7342849714571326,0.6346541145627859,2.1444725962440985e-09,6.637052969262162e-05,0.0996308568943467,0.44859084192545395,en,False,True,False
88,ACBD5,-0.02685419071236476,0.4908407866326688,1.2010346007872807e-05,0.9031939553588293,-0.5176949773450336,0.04297097862623254,en,False,False,False
89,ACBD6,0.5753487590793561,0.6558429855275205,4.032082461724066e-10,0.004074367386012485,-0.0804942264481644,0.6790613407894288,en,False,True,False
90,ACBD7,0.6222775681024794,0.8057032880894239,1.404030557412634e-17,0.0015209120144317686,-0.18342571998694457,0.13426071025130357,en,False,True,False
91,ACD,-0.08400982124692787,0.07982996175284948,0.5050343084474412,0.7031263161002749,-0.16383978299977736,0.49986903499841817,en,False,False,False
92,ACE,0.5754462274677665,0.6623918249487242,2.341201024560734e-10,0.00406664438674806,-0.08694559748095765,0.526685842026464,en,False,True,False
93,ACIN1,0.17980487292788708,0.470361921487876,3.057520877477969e-05,0.41167577968421415,-0.2905570485599889,0.26250284926496625,en,False,False,False
94,ACLY,0.793492263002075,0.7626152803052966,7.041341815888196e-15,6.255629524749073e-06,0.03087698269677841,0.7199512568083566,en,False,True,False
95,ACO1,0.4714253100890464,0.8117565251086549,5.176505535517414e-18,0.023157934933411183,-0.3403312150196085,0.00047893507095990814,en,False,True,False
96,ACO2,0.46178406172491215,0.3717941097411537,0.0013013881793879547,0.026539429331278293,0.08998995198375848,0.618403336837728,en,False,False,False
97,ACOT1,0.374357809563943,0.3912187883687999,0.0008877405906329213,0.1258866883190708,-0.01686097880485693,0.8529481028589104,en,False,False,False
98,ACOT11,0.6968228876066878,0.7755756230763821,1.2549528990823194e-15,0.00022044246477105698,-0.0787527354696943,0.41720258426791346,en,False,True,False
99,ACOT13,0.4436846575388615,0.6088473026778365,1.392388987999072e-08,0.03394700938940107,-0.165162645138975,0.2894614910658485,en,False,True,False
100,ACOT4,0.32747579569434504,0.4984296038244315,0.00026764250966414347,0.2156636744840244,-0.17095380813008648,0.5303159515067497,en,False,False,False
101,ACOT7,0.9336491337508134,0.8815428876807809,1.634997942341906e-24,7.92671670270304e-11,0.05210624607003245,0.23380599736817853,en,True,True,False
102,ACOT8,0.7331881515678073,0.6349016209917753,2.104563809587061e-09,6.893402653740547e-05,0.09828653057603198,0.44315704851746307,en,False,True,False
103,ACOT9,0.5668512475187243,0.6122855766388665,1.0957874595344794e-08,0.004796735007852665,-0.045434329120142225,0.8320067514876279,en,False,True,False
104,ACOX1,0.28791118035204427,0.4950224229893244,9.850229051950637e-06,0.18279862121655374,-0.20711124263728015,0.3357510401217322,en,False,False,False
