gene,cancer,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval
ABHD15,ccrcc,-0.13530557103163177,-0.33779802758491523,0.20491684407021593,-1.1408063487502615,0.07712043814061388,0.596348964503807,1.365085107905815e-06,0.002293934819373392
ABHD16A,ccrcc,-0.005776591867767216,0.06837438384803907,0.03615066030778925,-0.5491882560335072,0.9446816149197993,0.9515227811740833,0.4268813016652471,0.5371897165908714
ABHD17A,ccrcc,-0.026478469910533684,0.5958775025042357,0.02439722481548673,-0.3487459523111414,0.5708235321742827,0.15335665283283847,0.4855024413748164,0.3751588645396696
ABHD17B,ccrcc,0.02632811665587666,-0.2235260456112015,0.017997257204471175,-0.05197506231270103,0.4562603429978718,0.3649735064903812,0.4237734890263411,0.8163482587567016
ABHD18,ccrcc,-0.4416499377998561,1.6959321274022654,0.4825475885398834,-2.088139647563156,0.0014388249422391775,0.013703306794854618,3.643207082942796e-05,0.0007909064894351766
ABHD2,ccrcc,0.0031365811402168328,-0.09620820392878476,-0.0010698783554487475,0.03913123937848217,0.9658539141816953,0.9323588585333861,0.9816341614507792,0.9718251983822827
ABHD3,ccrcc,0.03490637723209211,-0.3506037323703142,-0.013441405154185303,0.2457959775356983,0.6356668182980018,0.30954591646349744,0.818180284559906,0.4627174306406229
ABHD4,ccrcc,-0.008445471840973905,-0.014629047704742193,0.03955639098904072,-0.15997854250323099,0.8000533864125665,0.9547036163561496,0.035537785564643244,0.41277720863508144
ABHD5,ccrcc,-0.007500630747304435,0.5154567024984701,0.01654387909051189,-0.42257732044591556,0.8553738708908062,0.11264087844559553,0.48378460938124757,0.15198351947556682
ABHD6,ccrcc,-0.011493555790923319,-0.18573846160766633,0.035497054510933115,-0.4854102892257265,0.025905586033859014,0.08281874825286993,1.7270871639845462e-24,5.132767621231001e-09
ABI1,ccrcc,-0.008950875378846214,0.39941684418009027,0.01037636934176403,-0.2757347939427913,0.8333274413165348,0.48773203624208855,0.7192814036886735,0.612233366294759
ABI2,ccrcc,0.09219312066304888,-0.4687831847866373,0.036206807705512586,0.014937675026124378,0.1491072239835218,0.1103070235219554,0.5215923746098705,0.9674844702569053
ABI3,ccrcc,-0.08546491752278064,0.810320630328582,0.13048943142127775,-0.9109019139290286,0.00016203971812624025,3.0451406688400514e-16,1.2085031387716912e-10,7.810261113247478e-29
ABL1,ccrcc,0.013526125039433767,-0.13842699952717405,0.01863297244337305,-0.11903871773652457,0.3434448049756799,0.38821528046263015,0.05557766874285358,0.39808727254071125
ABL2,ccrcc,-0.00784045214469241,0.2485042840740713,0.021650892854393842,-0.18396754388649778,0.8967469089758449,0.33994022423366943,0.5667465665252165,0.4396527790662383
ABLIM1,ccrcc,0.005010500817373217,-0.7200841921978639,0.01086157902317878,-0.0581273433048788,0.4877025714775086,0.0010614405640699096,0.01369859093389018,0.8230620338952396
ABLIM2,ccrcc,-0.1660208549848348,-0.03251646418951032,0.32940639721201614,-0.15984379592615544,0.5798751834249107,0.9501455152439549,0.11315141708753473,0.6987335572266299
ABLIM3,ccrcc,-0.04585547785455493,1.063618937655007,0.07147755990667497,-1.1879469822998758,0.0034052304857464678,2.8689755193140827e-16,1.2283505005972493e-07,4.953688108996031e-26
ABO,ccrcc,-0.1006586204842715,0.8053424036041537,0.13683544069729692,-0.8371576457590931,0.001509865967146367,2.6880812765847165e-05,2.1041120465800353e-11,1.3572573571029203e-06
ABR,ccrcc,-0.010247597121111215,0.8541320985427678,0.011321138765931176,-0.5943963155365637,0.51705725195992,9.018110520780229e-13,0.3218501411265278,1.9095456813756358e-08
ABRACL,ccrcc,0.0262000881904312,-0.5457420651747131,0.021886061218418032,-0.1622943003891197,0.029744222684809342,0.0002747673170900981,0.011341754372751298,0.23640009696718775
ABT1,ccrcc,-0.0033547812897744586,0.6962412936474445,0.013819189357221567,-0.443948281149357,0.9742298586267661,0.01953640142004752,0.8139655144243683,0.10241092203385994
ABTB1,ccrcc,-0.23441039224765767,1.841340472520694,0.060918700772689904,-0.44976355092167203,0.14348394728434632,0.0612271073837541,0.5936386308618616,0.5946875188233403
ABTB2,ccrcc,0.005457156025861862,-0.06486089476576025,0.013855755399240213,-0.01765326303004296,0.8658225329026621,0.7214289194595381,0.46969404452728214,0.9215498704408543
ACAA1,ccrcc,0.007305968332446043,-0.7484621996334626,0.009929194636064327,-0.37981303369446356,0.27353102360526876,6.005898349951993e-08,7.302014596617612e-22,0.0002727318693094506
ACAA2,ccrcc,0.0007467559311391756,-0.5506604204903729,0.006511558548700787,-0.32706010699400895,0.7319842207212829,9.382622692957814e-06,7.686544536312806e-15,0.0005726915666102768
ACACB,ccrcc,-0.04091350798950639,0.5971147504403151,0.04679923549436844,-0.6586178760546355,0.0008422134252237839,0.0052342414412932,8.569845417934598e-06,0.0009059343192095102
ACAD11,ccrcc,-0.019997850348861423,0.3566688676397208,0.02886516953530319,-1.1809304804226255,1.7758306884032658e-06,0.06028930154932217,1.4604947156736408e-13,1.272120070309418e-13
ACAD8,ccrcc,-0.016957332783721538,-0.4389853133310158,0.051783525184982755,-0.8190503876737768,0.09971158579647713,0.023515430284694955,2.174970581051345e-19,4.180960898703139e-07
ACAD9,ccrcc,-0.030072660975450683,-0.07173014207895206,0.059173255221393606,-0.8988259403379197,0.17931371536039295,0.9003130438898772,0.000493151015835149,0.02146562696870577
ACADL,ccrcc,-0.05057325764299471,0.22058791041245082,0.07694597995880836,-1.4301088104695228,0.2448687416998112,0.8080640296814656,0.022975035255087164,0.031047447491587648
ACADM,ccrcc,-0.0014053846334731498,-0.7674621223819326,0.014601217994006961,-0.5411018427411793,0.7833122004617372,8.853741340342034e-07,2.32677568570417e-21,5.718827283445265e-06
ACADS,ccrcc,-0.017172277339999757,-0.1457632937438834,0.04141891136727263,-0.759979990092137,0.05552675659825665,0.5650371205098168,1.9747378110331607e-10,1.1414941406185888e-05
ACADSB,ccrcc,0.009396780257157497,-0.8658951282780659,0.02468813239939498,-0.4804811005378686,0.2862259956478366,4.2335673984532387e-10,5.4760204892368924e-21,4.142117466206336e-05
ACADVL,ccrcc,-0.0005054748638869274,-0.4472540224430408,0.004415132688872958,-0.4326107624169604,0.8064533175154673,0.05627290155869311,9.435380830872305e-06,0.02027119432555256
ACAN,ccrcc,0.17167901504913727,0.39547534382737715,0.03745699898498946,-0.8446449378017002,7.728891310841323e-16,2.5101300762890127e-05,2.576751454528595e-13,2.425386092788116e-34
ACAP1,ccrcc,-0.14506740762767853,0.748611268293321,0.21238266478832132,-1.0457770507657786,0.00270967012693631,1.050497065169775e-05,4.498355607944574e-07,2.720891605732622e-12
ACAP2,ccrcc,-0.04305491744281761,0.7022399927505337,0.06615971854075689,-0.9069717110738351,0.01194972260102329,0.00031558274889306026,5.681301278964399e-06,6.452683420620633e-07
ACAP3,ccrcc,0.018131618544707503,-0.20904474387577013,0.01729763464333421,-0.009561559366551535,0.6794131811656784,0.40757054744130927,0.5498980251690625,0.9722434136859228
ACAT1,ccrcc,-0.0041220130907598995,-0.48799136733329834,0.004834916091784148,-0.45195389709865336,3.9719817604431643e-07,0.0017491933937813144,1.2573186128583598e-10,0.0020834740316316097
ACAT2,ccrcc,0.002776732810839508,-0.03707656461506037,0.10273334675326383,-0.42907714161465793,0.9646749111405457,0.8747822542033984,9.961811600827238e-06,0.0036108834341775763
ACBD3,ccrcc,0.006437495291743088,-0.1195462833189877,0.006958892836485937,-0.09127328289255764,0.6023828370439922,0.4962330956536942,0.43763286977795096,0.5728271745518435
ACBD4,ccrcc,-0.048729977560754964,0.41518697678079625,0.07380785134714388,-0.7645827681397128,0.012399394352860195,0.05136996937663535,1.862726577641186e-07,5.339678457759404e-06
ACBD5,ccrcc,-0.024566104833524505,0.38037326928858545,0.051340935181350314,-0.9765382731995966,0.04129280102407189,0.15136048549427564,7.514015568145535e-09,3.9970414897868115e-06
ACBD6,ccrcc,0.009978040031040337,0.23810131747590468,0.008067339257228408,-0.4066924161001712,0.6221108967847135,0.43960461165626863,0.5971533724903224,0.12098279651094705
ACBD7,ccrcc,-1.0260760095992285,0.5456663272762224,1.218999053622937,-0.27262042730446434,0.4687565772251361,0.1777482146419066,0.11916781561090503,0.4372702898318964
ACCS,ccrcc,-0.011943425494021578,-0.2482010355848063,0.01036289022609739,0.04552895010515419,0.9079909156627659,0.7871101463643823,0.861788338997966,0.953895393921028
ACD,ccrcc,-0.13445455217747845,1.0567168556319808,0.08823530822005442,-0.4489201755152795,0.7080869168805661,0.31860194527799035,0.7362136436230048,0.650819958908399
ACE,ccrcc,-0.029229380581484433,-0.7434835069935478,0.07060615022853553,-0.35491755556513227,0.01939658175495784,3.7381413241959254e-10,1.057630764922815e-23,0.00014348304154613128
ACE2,ccrcc,0.001794947879415145,-0.25908151221131975,0.008682507842427344,-0.5053660001505157,0.5557065698590289,0.11119332525461058,7.953879417920188e-07,0.00014133489342613555
ACIN1,ccrcc,-0.0037048038645167434,0.01960624959402667,0.017653572911901356,-0.19152619330829626,0.8864349084113076,0.9690385759264285,0.21444935447945151,0.6275478857821095
ACLY,ccrcc,-0.0014328629800236673,0.9780625767820182,0.007188525278616504,-1.3216730085846102,0.7561329657194346,3.158526863226744e-08,0.0081242035542181,1.285253046132418e-17
ACMSD,ccrcc,-0.004842277670474966,-0.7561508453893785,0.011097611616219572,-0.42071028386666276,0.04219309722089265,9.356658844557258e-06,3.2429789095070095e-12,0.004983560936208578
ACO1,ccrcc,-0.00962873959422327,-0.5874983803319401,0.01978229967029035,-0.2800946881221355,0.0037778155521739354,1.1912560846203748e-06,6.536365154857328e-16,0.01279398739523643
ACO2,ccrcc,2.7321028825188145e-05,-0.44960150328133064,0.009963449908752886,-0.5423426624185387,0.9923084530292688,0.0025404870401333243,2.1369094079440896e-15,1.4703873775050989e-05
ACOT1,ccrcc,-0.03386534413003413,0.1139456575301697,0.11389272837880071,-0.47745898352005506,0.3657140477366173,0.4308142460014832,1.1186562090528534e-09,4.182514591514498e-06
ACOT11,ccrcc,-0.03150409229462973,-0.5475733169575167,0.06262696235699938,-0.2141703088798274,0.029867775445921316,0.0007273802232557134,3.410784623507992e-08,0.19950260133912456
ACOT13,ccrcc,-0.044971072306158114,-0.07509633118114231,0.07269129769087118,-0.7822145665345761,0.0031253796208124606,0.7502794211707756,2.3393980004963587e-21,3.6316201724189624e-09
ACOT2,ccrcc,-0.01624593155483998,-0.4812592749996251,0.04784729730984907,-0.5399314473939941,0.10327983924434254,0.0014697813656894066,3.842307295687691e-18,4.259224410771597e-05
ACOT4,ccrcc,-0.045080349313673565,-0.402259678981195,0.10681084690187284,-0.2868425506506353,0.36733991743615096,0.07357213358913267,0.00044315927725729947,0.15318739131579062
ACOT7,ccrcc,-0.022183605765689993,-0.9332664252580046,0.05754527517974546,-0.6463883770958911,0.03335440441435517,1.0472975549005632e-06,1.6853018958996212e-15,8.3548595838635e-05
ACOT8,ccrcc,-0.017564982320864442,-0.2046789242934917,0.04703155599814273,-0.5018244677158422,0.40304383060527615,0.5660093856662048,0.0006096836346960064,0.07736456412479364
ACOT9,ccrcc,0.030651709692367673,-0.6866236339568779,0.00938177244495629,0.09038512643855175,0.6524859044759732,0.11193544963126405,0.842866352606537,0.8334445089471655
ACOX1,ccrcc,-0.012685017582179955,-0.028164799175337922,0.021018091469871845,-0.5717925327909905,0.1569819884865852,0.9282473762706978,1.6256360994602384e-08,0.0011841965373617109
ACOX2,ccrcc,-0.007252704990935008,-0.6764180138134431,0.02597807730787092,-0.38655610735673634,0.6912663119860049,7.366349800293973e-08,7.064939567994372e-22,0.00023721629084668284
ACOX3,ccrcc,-0.14166144395852673,0.8916334269461668,0.2054664575796461,-1.651738436141578,0.0004694755841202326,0.014387548571098226,2.074285729229354e-09,3.4148673683147765e-07
ACP1,ccrcc,-0.007619390640078297,0.46265415884420763,0.012086000026731738,-0.47818811977317377,0.3993066029945412,0.04345477032123641,0.04496173766215999,0.009300058485210061
ACP2,ccrcc,0.012958679387153928,-0.4827484743191255,0.013092340651632048,-0.02290970673628858,0.27652041325566545,0.004369786909494861,0.11378019556460645,0.9068718962869279
ACP5,ccrcc,-0.006896911984100965,0.5053627329163681,0.00904449274221784,-0.7026043313213868,0.0010243714691567701,0.00012403942726629596,1.1948233329396688e-06,4.954832685493875e-09
ACP6,ccrcc,-0.25142642841422674,0.26471961132309435,0.3357515352477037,-1.1362414926929465,3.0809857436239015e-06,0.3591699566946236,5.031924923574582e-14,3.5426921556772867e-07
ACPP,ccrcc,0.10652410814182584,-0.9553968080070404,0.048486713133656774,-0.06977555324635729,0.05195829886242763,2.84704375987288e-13,1.1060817143681941e-13,0.6114228771570156
ACSF2,ccrcc,0.014514973387978199,-1.0489703794222947,0.009537751386480366,-0.6178419192646477,0.008320349285581662,4.101900830745755e-13,5.440291733824693e-24,1.7501679036906913e-06
ACSF3,ccrcc,-0.08897324421030814,-0.3238821550971315,0.17352107610276973,-0.7699311332808089,0.010514548197301831,0.21695208797761958,1.1440385176494324e-09,0.0003905880654605224
ACSL1,ccrcc,-0.002487008480267113,-0.5233770908375422,0.0060574430772425795,-0.22580679227127654,0.0781390437261508,5.852106038862447e-05,7.435506946472159e-12,0.04835215502620493
ACSL3,ccrcc,0.0036194125603891355,0.32533170500463887,0.026041201609228275,-0.5997255047901656,0.8290372692098612,0.09728485140052558,0.0012668711346558738,0.00015655866627317062
ACSL4,ccrcc,0.005899702705022565,-0.502792221960098,0.014889852887356751,-0.1156380091261715,0.18780208920967872,2.634847742432602e-07,6.792877518813069e-13,0.16454019464046624
ACSL5,ccrcc,-0.023145016151137364,0.5103219410762277,0.06998447666634627,-0.8898075518954828,0.3548457582347039,7.438077026574425e-06,0.00010431329011975366,6.517452614035763e-17
ACSM2A,ccrcc,-0.004842721772887729,-0.5506883530701095,0.007942713856388126,-0.8266043830323764,4.823309112846471e-06,0.0004298095884441846,4.947876408468386e-22,2.834465300104212e-09
ACSM2B,ccrcc,-0.002612452057561617,-0.9117118360937314,0.0063158400131362365,-0.5640988523727424,0.012017447857821077,1.1836649096931714e-09,3.091496979848776e-18,3.223030010913268e-05
ACSM3,ccrcc,-0.018047592664068753,-0.6196065990468337,0.05078138187026489,-0.9106967369770409,0.01721299598437968,4.4961374666706235e-05,4.285575694373109e-28,1.4245186053166789e-11
ACSM4,ccrcc,0.5796909623237518,-1.7309181261686526,-0.5334744652613488,0.7207443816425563,0.7902249285762883,4.882281194925862e-06,0.7310925082305954,0.018384341390664343
ACSM5,ccrcc,-0.03994775487458125,0.13945525703094452,0.0664774021201281,-0.9644509586433576,3.966878726350019e-08,0.3669323380598867,1.6019433282867348e-22,4.399298320363718e-17
ACSS1,ccrcc,-0.020852428152747016,-0.3548428673935593,0.0420612983951917,-0.5012490337818969,0.013791467530268619,0.05369045234586601,2.456649094546814e-10,0.0017873981540310693
ACSS2,ccrcc,0.017660805017782943,-0.6135594538080028,0.001920888400358528,0.15062714690259954,1.319313320598592e-10,1.3053879843586733e-10,0.2741681113162048,0.08698945206939726
ACSS3,ccrcc,-0.05270930321074381,-0.4239733347866106,0.08999824545872294,-0.5564361175814677,0.005386154407611789,0.06037073016331586,1.1979826974611921e-08,0.006203350297252178
ACTA1,ccrcc,-0.7659164615003947,0.27194808974623796,1.3331742274617941,-0.14483439408142132,0.4852655444190789,0.007670452664599346,0.06874357005405922,0.09336361874055278
ACTA2,ccrcc,-0.001884368623187398,-0.37790599654337237,0.003592204935828926,-0.3933704322111114,0.12475459130626425,0.10160099016473223,0.00012656735705131528,0.02858157950708217
ACTB,ccrcc,-0.0002480341229427651,0.14104541187224248,0.0004402410085391562,-0.21023576953003548,0.20514218311379295,0.3582261627572814,0.0011437573179831858,0.055009199650149984
ACTBL2,ccrcc,0.35359952349103335,-0.0874729103063187,-0.13998098811538828,0.12889965942601703,0.39271002511001873,0.025996463987123866,0.650363192717451,8.812637097410597e-06
ACTG1,ccrcc,-0.0004258695669703363,0.006051156371252363,0.0006722746287798509,-0.06412824293087556,0.09565262437192339,0.9647264787392703,8.08272667936117e-06,0.4263391088708704
ACTL6A,ccrcc,-0.035085877468472144,0.5646189560306324,0.046636720974742044,-0.5785780787459581,3.564143899468522e-06,2.3671258944111896e-09,1.6877495396191641e-12,2.589846065700202e-12
ACTL8,ccrcc,7.208157255445784,0.5511721153252586,-7.166823470610645,-0.5112131327758581,0.7295739532278044,0.005397241011933165,0.6385671212251667,0.0003512359820181089
ACTN1,ccrcc,0.0018811417392358713,0.04129146311975645,0.008099818341976277,-0.2099895692178147,0.8798903249206761,0.8513263317532797,0.23440909692649511,0.10549424229755078
ACTN2,ccrcc,0.005678699266480485,0.6524366445581419,0.09902768702478286,-0.4022080932117936,0.997081432012652,0.06698004255509635,0.9496199075092455,0.23583691906161594
ACTN4,ccrcc,-0.002118045360047689,-0.5921496117087085,0.006422974468289439,-0.09312309296510363,0.6283295687222008,0.02899344716641201,0.008067844733909216,0.7491629259402716
ACTR10,ccrcc,0.009022984767924371,-0.18394833823715082,-0.001062758168009402,0.12694148398582328,0.3240384648573797,0.22545446033075076,0.8983839169228129,0.37131145989516334
ACTR1A,ccrcc,0.004198530751029779,-0.17615557688114244,0.0095683042462592,-0.15802485841581013,0.6912663119860049,0.46092276025398715,0.15110838466839002,0.46523265504059613
ACTR1B,ccrcc,-0.005414869995823023,0.2121862609918438,0.02042294409740168,-0.5869187252634899,0.6803690503424688,0.48112434952925787,0.011712780601602682,0.015504982701999521
ACTR3,ccrcc,-0.007096806918848771,0.18659588199989083,0.015243098358059265,-0.35732897291706833,0.09884570071359884,0.08486041546465245,7.306350971447544e-07,2.307284241714599e-06
ACTR3B,ccrcc,-0.02406349317012574,-0.45049137420085966,0.12817348335384138,-0.1605617508602057,0.8638506701333897,0.24610315427689317,0.09920587404681316,0.6860351076628394
ACTR5,ccrcc,0.007687037499131746,0.10584125605950584,0.03048672053730356,-0.1444210583826957,0.9274842254031836,0.6798261605028115,0.5394738250032397,0.5089365669696155
ACTR6,ccrcc,-0.0060741282404730736,0.35389025408756863,-0.012092825666425893,0.002289821138642387,0.9195265653293923,0.25901987794259645,0.7397930162781934,0.994813149392301
ACTR8,ccrcc,0.0035295163771149065,-0.08205232750635348,0.013704362095992281,-0.0477577725582844,0.8542187816381948,0.6775951684127273,0.20176963275188695,0.7961700853350392
ACTRT1,ccrcc,-0.6937388671036774,-0.024779972095694523,0.7860789435087404,0.10558426873770543,0.8390936314129728,0.863531754926338,0.7325545216302111,0.2182234069738987
