gene,cancer,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval
A1BG,luad,-0.00562137774253207,-3.1381917517618585,-0.06984749569971423,1.9827545815127643,0.9906551315007273,3.784920726711185e-12,0.8714170370578694,6.74864498123851e-07
A2M,luad,-0.7324729815685171,4.320106808375624,1.3712963041007145,-11.647115426612167,0.24097282661887218,0.49667520923332453,0.011334387987944538,0.03910832369124792
AAAS,luad,0.30985898280455404,-1.0680182194239272,0.07744015339345868,-0.28206461052629883,0.41503510945918853,0.42675369723037987,0.8490675031326822,0.8429592516355724
AACS,luad,1.7600473881731014,-3.6636866643914385,0.27304140345967004,-2.5462851788684384,1.8574410837583363e-05,0.0008730919878277342,0.571672620860309,0.009655768220433134
AADAC,luad,-0.7163769385780296,0.33223364875034134,1.6165168402172547,-1.8772893621111961,0.0014655537300760685,0.5012534427975897,5.234342111065367e-16,4.163199891738236e-07
AADAT,luad,1.2093101896929896,-3.3443051915299975,-0.16401490978532582,0.9207512643461792,0.12259608919073474,0.004849596882235631,0.8663053180770625,0.4590944729910425
AAED1,luad,0.012571554048560548,-1.4997482580143542,0.28331919598483385,0.3520204832895706,0.9891131104085839,0.4788584327759991,0.6872841297663884,0.8805698052471443
AAGAB,luad,0.9619552573227884,-3.242561500763423,0.24789552320539004,-1.4146601200485143,0.08891154115892151,0.12328911558905734,0.7158582983624949,0.5370101535685087
AAMDC,luad,-1.2241196035598814,4.69016429418436,3.3264533587176492,-11.322799503097892,0.11164030478258835,0.07287637655188445,7.296882069895338e-08,6.513906209471607e-07
AAMP,luad,1.5299691332074739,-7.540768700619222,-0.2154639703761155,0.7640847800547153,0.031722179679287685,0.03305820609444686,0.808108959291962,0.8616247174966735
AAR2,luad,0.9304418014070734,-3.024118021688025,0.18874110959114707,-0.6327006390617451,0.030141469577349086,0.030624575831442385,0.7121777846992032,0.7001408281501218
AARS,luad,0.9388206480276983,-4.185338951616301,0.7451289805734557,-4.620973125008467,0.0019285407778000991,0.004070236498122471,0.01098417944467962,0.0007428211247722964
AARS2,luad,1.641118094995484,-4.3861119623121185,-0.12894460365654592,-0.012249548484552312,6.635889820115526e-05,5.834799493963559e-05,0.7986339631251789,0.9938065117055803
AARSD1,luad,1.1389145151609417,-3.918701451128167,0.5882180187718931,-2.6342784497973093,0.01904451748265926,0.02384427559741125,0.24263217908118792,0.11788330001898716
AASDHPPT,luad,1.0229149246214455,-3.456747077913278,0.4581345877531225,-1.9316439462263606,0.0029776522304786686,0.0034612287171532437,0.19800229141434864,0.09184256205702836
AASS,luad,1.4475402817579766,-5.799873172671881,0.4675703439932995,-2.182030612180947,0.0004245048345213508,0.0018295616993835146,0.26835296799845776,0.25939154178676094
AATF,luad,1.4904392970599807,-5.0460349163732285,-0.48034983716922425,0.8134126740060792,0.12057857653407572,0.21476325743244296,0.6735011261658225,0.8695898912204704
AATK,luad,1.3496198717632408,-2.226864074585817,0.7163298072804958,-0.7229007407867779,0.15426188005082217,0.3712832037774626,0.4874472007883511,0.8126840456266611
ABAT,luad,0.14453861376255528,0.27478141912096865,1.8700268308471752,-4.100649843492236,0.7399148781918351,0.7042560354113132,5.343137434617438e-10,8.256483355066982e-14
ABCA1,luad,0.511055836504172,-2.9375253946854656,0.6945801415295084,-3.109949183039468,0.12386479470620075,0.06851177805340039,0.009455056585422037,0.027401478696289616
ABCA12,luad,0.22080578450455557,-1.5303735770087155,-0.13049238141755073,0.8495388976468508,0.4443125535317809,0.03165393482162524,0.6637916821621384,0.2630782972447039
ABCA13,luad,0.1360865473593619,-1.0789747510065344,0.14110869528032288,0.424876425399791,0.48904103211648436,0.0010424078724052186,0.35684911469921476,0.1076861638102183
ABCA2,luad,0.7084636246334947,-1.1755259365372541,0.10135438320948786,-0.2417316998997833,0.15776175850652002,0.19938354700800523,0.8607359699186379,0.8023198518460359
ABCA3,luad,0.022859204992905988,-2.572534574005564,1.073458061218923,-4.539728941957533,0.960749635347872,0.21416194646930806,0.00022264427928360238,0.017126473200577124
