,gene,cancer,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval
25,ABCB10,hnscc,0.23367215522318613,-2.6349030884329614,0.0988279206632936,22.015451992170167,0.6248625729636905,0.5643606919931679,0.8198526076635386,5.646657342730144e-12
26,ABCB6,hnscc,0.12869537593541253,-1.444932772482111,0.3179958398886315,20.747238336048603,0.4472888445219361,0.3750163971991382,0.012870297650205868,9.985701630148096e-41
27,ABCB7,hnscc,-0.3730033215607545,3.6659589218619355,0.9055243271127927,14.432661876819052,0.3153781852360096,0.3345857090695671,0.0015295783557165603,9.872073273375148e-08
28,ABCB8,hnscc,0.15410092197505837,-1.7184518320267503,0.11973280516558422,22.847213258903984,0.5835686979189169,0.507948881029835,0.6010319790557712,1.338396174728837e-28
29,ABCC10,hnscc,-0.07023604741440814,0.5048559788157898,0.2647362708301841,19.47682955421657,0.8862069215081756,0.9118713530237055,0.4222413419240456,5.267541215693588e-13
30,ABCC2,hnscc,-0.25181269117568994,2.0345232303368324,0.1754109240081577,18.227105873068226,0.4176462752586174,0.28759174779029123,0.5161111060592432,1.514829358614862e-23
31,ABCC3,hnscc,0.19769299440358948,-1.7889668996240249,0.12649200789869663,22.277044220841773,0.2386375755946001,0.26650285161385745,0.38752624111839595,7.477032948309279e-45
32,ABCC4,hnscc,-0.8699725225880184,8.464847592354731,0.7938760252190934,13.600546292754899,0.3854282600541016,0.3830383882510731,0.33255210704261445,0.031089474071661308
33,ABCC5,hnscc,0.34628093396448445,-4.085893435567413,0.19734412293677825,20.291278451815067,0.09396911692508597,0.11127606946519875,0.3093349055897067,4.3793095053620685e-20
34,ABCC9,hnscc,0.43478495835276554,-6.9447024835886255,-0.540364830333713,29.561774881531033,0.6761293429243067,0.611988130871501,0.4992068419526988,0.0006784973656532098
35,ABCD1,hnscc,0.1224402163673376,-0.9112909604549125,0.31095264696550134,20.898362719645572,0.43951319241539394,0.4605973836313939,0.004634147028666233,1.0538967524432322e-61
36,ABCD3,hnscc,-0.06450689670244827,1.314415024311027,0.6465632340900087,17.845454019338206,0.8180515111860749,0.6642036990535032,2.2055175012472618e-05,6.150271752173193e-21
37,ABCD4,hnscc,-0.12279432382812297,1.194977146592912,0.38542705930641885,15.38131355678901,0.8452842349860652,0.8408679478543555,0.3546992037712617,3.292015323115916e-06
38,ABCE1,hnscc,0.1713460893752933,-1.9004018070238022,0.22095862211059228,23.931051473230696,0.21759308774932254,0.2439316385448846,0.04449703091736576,5.274622563334975e-48
39,ABCF1,hnscc,0.26542702991129974,-2.8764074983362815,0.16924295635846695,24.219375770976747,0.1659283677476738,0.18371471930036365,0.3304406741722893,3.716479875234465e-33
40,ABCF2,hnscc,0.37850748237325377,-3.9191805974279905,0.2059945963771033,22.875383217945938,0.03529118908960658,0.04848305880761539,0.2096878970926574,4.134154347615238e-33
41,ABCF3,hnscc,0.03645226763381212,-0.28290128883878063,0.4533226786825028,20.187467584689895,0.9003234670528092,0.9242369275861371,0.011610260040206523,9.76414305691041e-24
42,ABCG1,hnscc,0.10898955854216597,-0.9727142844977112,0.38539734554849203,16.526308124699426,0.6862499090943744,0.7321369572436307,0.0267681791194196,1.646014848063262e-19
43,ABCG2,hnscc,-0.25020073621641237,1.5512470547735173,0.4134472198388441,14.520024541590878,0.45932695691307135,0.587547926615281,0.0923461196766099,3.6314182303984144e-11
44,ABHD10,hnscc,-0.4311211873445009,3.6600847465978403,0.845933249008201,17.948028893468674,0.009945955428258503,0.02608218401311162,1.2927737915264684e-10,5.767527582233995e-34
45,ABHD11,hnscc,0.31507412654323214,-3.4875589282109964,0.12407686301764752,24.54691042040337,0.13097188803243628,0.06793061141266306,0.5164853631333726,7.616705625141298e-39
46,ABHD12,hnscc,0.44686926482088124,-4.391664147615578,0.01322314281062986,23.510806541518683,0.0015224241763207333,0.003235344282428883,0.9302057435394485,5.873730313962781e-49
47,ABHD13,hnscc,0.3889051262044021,-3.814084574758061,-0.21869084930891672,22.673382577112264,0.13290528385717418,0.12686899412339378,0.3112518918172729,3.6941040673657973e-26
48,ABHD14B,hnscc,-0.11957998497642655,0.8937059396418052,0.5521715108132694,21.523123987819506,0.7295111522680435,0.8068160401579044,0.017705052461043456,1.1274010906674612e-18
49,ABHD16A,hnscc,0.5178885569036075,-5.36913943495307,-0.011679294085964692,24.121077433275982,0.022570761088360574,0.02398180940632305,0.9644143795585094,1.0836351998872454e-27
50,ABHD17A,hnscc,0.39005883134559893,-4.4166391101704034,-0.07177568631569174,19.722968540436923,0.21405164593773301,0.18036554652704573,0.8011022531671096,1.1439399673161387e-14
51,ABHD17B,hnscc,0.3011629692092503,-3.178798242218922,0.09526069257986368,21.445543384441393,0.20637464903612868,0.1738613567079717,0.6778526992667462,2.367219874395706e-26
52,ABHD17C,hnscc,0.4766313996291022,-5.374043105705275,-0.3498552122320588,24.360152374552317,0.012379810671566849,0.004642585521186647,0.021966131060425935,1.11666691484906e-37
53,ABHD2,hnscc,0.3169450661930919,-3.5259538985813204,-0.19952472909232746,20.7304280088313,0.5404219815060415,0.5993692199765196,0.6527488142818076,4.4544658766648385e-06
54,ABHD3,hnscc,0.2659413718291374,-2.5913099021925663,0.14652181323219884,19.011040840215806,0.3745313262707974,0.3526963720171562,0.5634030318326643,7.248455829617443e-20
55,ABHD4,hnscc,0.37432877183163754,-3.660134104518612,0.07592928987713878,20.442328578171747,0.0730329659023506,0.07649002267136225,0.7270990431019254,9.284371998989703e-27
56,ABHD5,hnscc,0.21895626068066226,-2.683243297617177,0.05576013316037507,20.757565605239993,0.4630179004928089,0.40783930473032226,0.840497871085881,8.076660687714892e-18
57,ABHD6,hnscc,-0.04559010188908578,0.5447407991817887,0.40718222782990676,18.624354762793775,0.7583237309119295,0.6491354548956725,7.688450543786813e-06,1.433342505386439e-57
58,ABI1,hnscc,-0.2216950783473422,2.5611630163245085,0.5058395594673389,19.91134969674726,0.06330420640154011,0.07507382699512181,3.6335975856831534e-08,2.4220194697276036e-44
59,ABI2,hnscc,0.08753625721347016,-1.1694061216126095,0.414448470972881,18.196173965641094,0.7451310802385953,0.6695341486703194,0.023463067648605992,1.665891642152114e-20
60,ABI3,hnscc,0.13722593708995184,-1.267924181683335,0.3047015509627066,21.74982890641761,0.19548698489797103,0.11306328045448844,0.00011704169202305027,1.1870217507926882e-80
61,ABI3BP,hnscc,0.1695932538150834,-3.1867139457012037,0.30100930362907086,24.540466712551943,0.344427818988948,0.07716773202632587,0.03456073988883492,1.4514601404744766e-39
62,ABL1,hnscc,-0.05968025129998262,0.7393439346681162,0.22415813173673335,19.845557800454475,0.6810342156478901,0.6433392107445988,0.005437902502021393,2.4942709982456596e-54
63,ABL2,hnscc,0.25468649711833274,-2.7518753328092127,-0.012859620692809503,20.43535139927721,0.29469799506514877,0.3268338662401101,0.954950795042817,1.0083503969313067e-23
64,ABLIM1,hnscc,0.051471776069561145,-1.5673408378791995,0.3372590859387884,22.950740485032497,0.8491852896363897,0.6687827918468909,0.058603488742728665,9.119288182149928e-19
65,ABLIM2,hnscc,-0.4085483197160854,4.158023299763698,1.202537286848875,14.786533201855667,0.03192438145009851,0.024412937490706593,6.1388417864870334e-15,1.240161194793723e-21
66,ABLIM3,hnscc,-0.04134266775446002,0.08203133575134301,0.36688707138665294,20.24450692352322,0.7162574895613999,0.9506553670912284,1.5607020893904516e-07,1.523558022806524e-63
67,ABO,hnscc,-0.5709089328176303,3.8185764498339156,0.6749807793738873,17.209194261266692,0.0344392803202015,0.03247394810807349,0.003601391844090687,1.6521295871577298e-23
68,ABR,hnscc,0.36701020366605314,-4.039676247153165,0.09259957691024943,23.595042624252475,0.0001494328677465968,0.00046713158573174937,0.3093349055897067,7.2294266760733385e-59
69,ABRACL,hnscc,0.26450945595850117,-1.9208617543099775,0.4166784578036822,21.134957472872824,0.21764213569398452,0.3442419190582356,0.0025162091934839703,3.962175396039332e-42
70,ABRAXAS1,hnscc,0.818431041287958,-6.9990309040178245,-0.539316719507533,27.20612701998075,0.05491230703495341,0.06652983133536938,0.13012876500531956,7.9294486709082595e-19
71,ABRAXAS2,hnscc,0.14167993144286792,-1.4301431355399434,0.042910556470382485,24.025426525698403,0.5189617666475949,0.5048457342180129,0.8307856576495429,3.606616428452969e-38
72,ABT1,hnscc,-0.4315107425588506,4.8931057352643705,0.6233408373993404,15.757868586209295,0.20430678274622072,0.13515692863678427,0.019323612977770615,1.1542814117407326e-10
73,ABTB1,hnscc,-0.5469437261196116,5.015443386417213,0.6928412755707867,15.379988889516751,0.15229365203426626,0.11443462019919212,0.009703647704566476,1.336404836566656e-12
74,ABTB2,hnscc,0.22606541769776842,-1.9294353360337104,0.11759028054179237,18.86845848369154,0.36603088315479926,0.35204835946566265,0.5875431109426431,5.603544884875531e-27
75,ACAA1,hnscc,0.29612423069977495,-3.260626578208912,0.10585567808391458,25.41816454278163,0.015327049530713142,0.008454260822097132,0.289445001439379,4.545649917247185e-65
76,ACAA2,hnscc,-0.3423102521272266,2.6171340113670576,0.7350373854128697,20.410526603402825,5.2366519888335066e-05,0.001673641293975125,5.6249505281710215e-28,4.659088799250711e-81
77,ACACA,hnscc,0.24887374710936505,-3.1886325144529164,0.37863406792088494,20.72301771721674,0.2169400362676875,0.20269251345991224,0.020173564802164812,5.098448581187465e-23
78,ACACB,hnscc,-0.597397249108616,6.290855839438654,0.6346556749443966,16.169213318342376,6.147904677655529e-06,5.696289426383932e-06,2.1824029248391505e-11,3.8114191300605994e-36
79,ACAD10,hnscc,0.15492306575625428,-1.5875597506488077,0.21550762945234905,20.953111465746822,0.6551036193885824,0.633284813172336,0.4204594784822577,2.85443498603698e-19
80,ACAD11,hnscc,-0.16333920229558063,1.2594245342578299,0.31594990832242764,17.486666773919385,0.7726733331586797,0.8316155977813233,0.4473693605409109,6.926423303513546e-07
81,ACAD8,hnscc,0.3999293601152192,-4.76845684335649,0.30829628415445515,21.592821779792942,0.18488499485122073,0.11644117405511546,0.2160502576774396,6.713740571625261e-19
82,ACAD9,hnscc,0.4929112176057756,-5.307372502892177,0.05057111732355015,24.970780597573846,0.08511422627486036,0.08510998811978605,0.8710359027599451,5.087732568501914e-21
83,ACADL,hnscc,-0.3540315035075347,1.8098906995319777,0.4712681901823515,18.84831322195347,0.1149357514743335,0.25910367332851447,0.0072075767627815404,8.14720467475757e-25
84,ACADM,hnscc,-0.24740546894166854,2.582141400587562,0.8776087018001079,17.77548339994095,0.32752181189200863,0.3545169822758735,1.2530127913759407e-07,5.613669750096386e-20
85,ACADS,hnscc,-0.5355608711663885,4.373262997015278,1.0859972133759457,15.567673575961306,0.0063044453147900435,0.015581097837521537,1.953440828856846e-16,5.896626757549385e-30
86,ACADSB,hnscc,-0.019042631541324528,-0.3166893083684522,1.001273278387883,14.28625136542272,0.9560446853513344,0.9285085659745439,3.933654311135599e-08,5.360604596945638e-13
87,ACADVL,hnscc,-1.070681681555653,14.10287274146239,1.5950148290284096,6.675640849053715,3.2618639975041306e-07,3.72376922600485e-07,7.493716057023455e-18,0.0015876542781990037
88,ACAN,hnscc,-0.38903731823942517,1.398425460340698,0.5936533379265314,22.649053344356624,0.005281063742624101,0.21178508143924785,8.85816059644884e-17,1.0260000211090552e-92
89,ACAP1,hnscc,0.14489986340793923,-1.1950540636746592,0.3266953831074532,21.005438095793206,0.114703781674092,0.13763901638485998,2.779019511409943e-06,1.2179655300641488e-78
90,ACAP2,hnscc,0.1688880351676197,-1.9728722672625196,0.4831339555914473,19.483898315307478,0.12323231183909165,0.15270855675500764,4.799862162615351e-08,3.806965628865849e-43
91,ACAP3,hnscc,0.1449882048117466,-1.5900241590273443,0.28169965897741084,16.03008805603463,0.5234934833844203,0.5093802223629907,0.07171050833215029,9.024514890311366e-20
92,ACAT1,hnscc,-0.5013006432452365,4.772750067574251,1.0936908531665732,16.75042904677176,0.0009133398139053062,0.003248498824820634,4.209460834574319e-20,1.2516442442172313e-32
93,ACAT2,hnscc,0.17108645312786686,-2.108625300598565,0.25984533721039965,24.030924541678296,0.2086681073490505,0.13146727703601785,0.01582657628504019,3.921806144875311e-53
94,ACBD3,hnscc,-0.5715323662402924,6.656599909374284,0.8454118812670449,16.33681667682075,0.003204685225075488,0.00330723194154802,4.0435066129316936e-08,6.384035436043323e-19
95,ACBD5,hnscc,0.062161876280109704,-0.3371297550766146,0.5900238244056929,17.040706605616883,0.875751301980332,0.9380316857668514,0.021135585677266776,3.386786662390887e-11
96,ACBD6,hnscc,0.49500120103777623,-5.0470146531350215,-0.07809339021887844,23.971336149716,0.19982422133795386,0.2016615220689203,0.8497726434243609,3.899291507495667e-14
97,ACBD7,hnscc,0.6495992698473249,-5.768926740569856,0.4681427463120515,16.45978537231105,0.2926920639640342,0.25936703805037314,0.38752624111839595,9.760419137544406e-06
98,ACD,hnscc,-0.5644186176715668,4.203603293170297,0.503062698435144,17.47852608054408,0.6207701001273317,0.6240256948275065,0.6029084971950172,0.0018131608563227344
99,ACE,hnscc,0.16348742967309204,-1.8734427152314332,0.2890731435451158,22.055485835769403,0.17449505522636316,0.06184875755570033,0.0007290353673565275,1.2420937927694695e-70
100,ACHE,hnscc,-0.035431535176216694,-0.017436249539842734,0.1889160160876514,18.62365776733642,0.6607278931472412,0.9793169976133037,1.4641124287922116e-05,3.949933339995268e-76
101,ACIN1,hnscc,0.02586102050998994,-0.06686241258535593,0.23159359930334764,24.384194898977753,0.9349125693005861,0.985613882072178,0.24022566151114155,7.330744880840944e-25
102,ACKR1,hnscc,-0.21559074062342376,1.536799706838932,0.4757138340481486,13.738655172136657,0.2475115333236023,0.42423431395620353,0.0011257678735157207,8.148469811800856e-18
103,ACLY,hnscc,-0.04693968235610051,0.46040912042271825,0.6734616548641223,19.161979346487453,0.7834931090772004,0.8241081679398498,6.435144384759393e-11,1.7674635953811529e-38
104,ACO1,hnscc,0.15804034218875695,-2.099993118786898,0.28338397427687856,23.936444156168058,0.3925170045647503,0.2720031771206105,0.03496747933416496,6.958645807918498e-42
105,ACO2,hnscc,-0.9222081567196664,10.120411014354087,1.407271484483017,12.122053702465669,8.717169757039517e-07,5.382931730209783e-06,9.690586437965203e-20,3.902116299445943e-13
106,ACOT11,hnscc,0.225616429334384,-1.9691696091032715,0.45414301895708253,20.30397571495579,0.047117959500373945,0.08918995635076747,6.389327723175327e-07,1.1522202436215704e-53
107,ACOT13,hnscc,-0.47305924215566314,3.8731150060845407,0.9994405986346021,16.16216643982662,0.31206266304011143,0.4108671942281721,0.005214273609242488,4.4285743268237984e-07
108,ACOT2,hnscc,-0.6406141717952523,4.784108010906548,0.9973981803877356,20.60467369379853,1.883013515536507e-05,0.0002912170992056721,2.6749776873643176e-16,1.6804686888582686e-49
109,ACOT7,hnscc,0.4644965345444887,-4.3686916584189355,0.15337888903395716,24.964419131345146,5.688026894404409e-06,1.9542012477614308e-06,0.10263882879670115,4.354406755345663e-74
110,ACOT8,hnscc,0.13991376887284232,-0.922424427487462,0.2770871457276229,20.974851061877466,0.5148968306436952,0.6333810976683878,0.07629618536956283,2.468544405155793e-39
111,ACOT9,hnscc,0.13491489065428006,-1.570443447190417,0.3319691468186661,22.39800511159933,0.21495141627193315,0.1516435443227749,7.767575717287114e-06,2.999266075672942e-70
112,ACOX1,hnscc,-0.23259109515256973,3.3481808514668767,0.776485280479641,15.729429067985683,0.2816783408936537,0.21722305160504016,3.018294673441477e-07,1.3454677997181336e-15
113,ACOX3,hnscc,0.02550089233971364,-0.25761603731310473,0.5295196011417863,19.098793287413468,0.901428870322701,0.903247272983899,1.1322470900444973e-06,2.970862811699815e-39
114,ACP1,hnscc,0.5482574611840124,-6.13497461697158,-0.2960084430499548,29.554042795362694,0.003727524914563518,0.0028848149207981837,0.0770764746014696,1.0398699279019576e-41
115,ACP2,hnscc,-0.15401826471801208,1.5615535598332047,0.6909793958084052,17.764233325266748,0.2575228484192318,0.24617318051595968,2.9515641320874245e-13,1.7800023333199994e-48
116,ACP5,hnscc,0.5378582187014783,-5.301186294991476,-0.03159274464712015,23.442261486765275,0.0026096756196434374,0.002949389100814045,0.8776276401639386,5.855876813269383e-37
117,ACP6,hnscc,-0.5952015614901077,5.663904628650286,1.023694379134342,11.88402511426107,0.24869741857193914,0.29876353061316213,0.014380723179937068,0.0020803163199104966
118,ACP7,hnscc,0.378005523406463,-3.0284197702816,0.13913904021658458,16.408617322261097,0.03022534915957894,0.014418414588650987,0.35774145512204436,3.282129428890756e-29
119,ACPP,hnscc,0.08071951956395183,-1.375368267733639,0.36723569285608576,20.939968545823568,0.26719207609551476,0.05737762432670285,1.685777711940984e-13,2.7434807700127294e-84
120,ACSF2,hnscc,-0.21810523499725507,1.3815909667771076,0.7010204420044461,18.808336603775356,0.23795597985088734,0.430628459971374,5.024053368532049e-07,1.1021650623506832e-35
121,ACSF3,hnscc,0.16191296389941903,-1.7385915295518923,0.3601450449837253,21.402959393893067,0.5257166363511618,0.4597462313674073,0.058836391263114636,1.24774703727225e-28
122,ACSL1,hnscc,-0.9293160924297937,11.57547451841158,1.3884954475979452,8.904750016997946,2.8954957644208986e-05,5.1565636973412755e-05,2.436099571555909e-12,9.438428814065654e-05
123,ACSL3,hnscc,0.05513709650191349,-0.38127359996346155,0.45240964985619014,20.332772102968875,0.6893747478801393,0.8282487989635008,3.1249907846095797e-08,4.5668808569732785e-50
124,ACSL4,hnscc,0.17438796234414228,-1.8609208918000624,0.2697642694630433,22.32654322808847,0.04783325090127696,0.06432297085861491,6.328883715930503e-05,9.535018563927824e-70
125,ACSL5,hnscc,0.016421468087354125,-0.14772123013515479,0.3798493445987852,19.543788186079382,0.8940278520094018,0.9017980273462165,1.2666890566586264e-07,1.277353359674655e-65
126,ACSM3,hnscc,0.08942676765020564,-1.292539264745733,0.16592414721327833,17.985172691657237,0.6956628045792214,0.3920746075697263,0.3179084652184931,3.179232966045456e-24
127,ACSS1,hnscc,-0.03799277839243399,0.15685893924754024,0.6636920052243365,18.261414756041322,0.8264732009869683,0.9316070201407904,2.1443085335315602e-09,1.552983939314255e-39
128,ACSS2,hnscc,-0.0853540192434057,0.8916019512722845,0.5536409977316407,19.040673836988805,0.548963200997422,0.5658776450417499,2.5404089639632045e-08,1.1609005762808233e-42
129,ACSS3,hnscc,-0.11974808786583574,0.5979913257782521,0.42851019045709854,19.55113339401592,0.20673923519900295,0.4891050649737723,1.6285848522446068e-09,7.329036689021705e-74
130,ACTA1,hnscc,-0.053877832909204726,-0.5516832452853144,0.23304749012737724,29.341853121722778,0.03699613903738666,0.04959177045534078,9.573353029488226e-30,6.0611713589498886e-164
131,ACTA2,hnscc,-0.24662248553083663,1.6449311584604533,0.5419724926755691,20.379046560102243,0.131513151118055,0.4439913297514583,6.12327800661628e-06,4.778572934427025e-33
132,ACTB,hnscc,0.16520585473886734,-2.838121358363295,-0.07293843536227712,33.492954221778305,0.35367102737231226,0.3179764288367248,0.6252980275401329,6.988355787101856e-42
133,ACTBL2,hnscc,0.05968142392913107,-0.10736338778190312,-0.024709488697694963,27.462873006068776,0.2594405457113176,0.5168559038745015,0.6217148796109055,7.525305484572958e-197
134,ACTC1,hnscc,-0.030022243490374387,-0.7511098677005044,0.1260557858612474,26.889892266885557,0.26323866579132604,0.0004909214712756841,1.2054476428253883e-10,5.938896851166353e-169
135,ACTG1,hnscc,-0.33201136230593176,4.650760107148558,0.2826929262747167,23.770570602066343,0.4380798765045179,0.4946801661640825,0.3788639616775133,9.28863083507319e-09
136,ACTL6A,hnscc,0.08058071916976113,-1.0635157825270305,0.32528444084730224,22.74584987656937,0.6691309049300869,0.5688304397829095,0.01324850783192385,5.6886642804426204e-42
137,ACTL8,hnscc,-0.054487970046303985,-0.5319723117356372,0.2431669845472088,22.114241723387142,0.8582948879586761,0.10972348696329445,0.262785951269953,3.676755752385518e-73
138,ACTN1,hnscc,0.17087831209254534,-2.2534867619467254,0.2922878280111984,25.313085037656695,0.04884404022544917,0.02882276712879334,1.9883344293212632e-05,6.783666414983311e-73
139,ACTN2,hnscc,-0.13693427531555336,0.18279083698799284,0.4248745570332184,26.055765961065873,0.0008509057478265166,0.7090547898056228,3.2694630719898976e-33,1.0925289661756557e-135
140,ACTN3,hnscc,-0.29860216362225395,0.7342886889361662,0.6229151093911235,21.169392983627635,0.008467740655602346,0.1248066158453018,6.315249324313261e-17,5.111549714548315e-108
141,ACTN4,hnscc,0.24505519126770275,-3.526379208635453,0.08530805137983581,28.941291202495268,0.017282095328326464,0.011819367998439294,0.3642862434691767,1.0119493923045667e-61
142,ACTR10,hnscc,-0.09815450973224982,0.8952829508945256,0.21714143806680317,22.88210529103177,0.7053003886231626,0.7496448777791613,0.26828195955705436,2.330915505782131e-27
143,ACTR1A,hnscc,-0.010319210921041174,-0.09887393405265181,0.41410104292046906,22.706478727573675,0.9720855439546444,0.9774756627984426,0.01603197686893751,4.0957150087943405e-25
144,ACTR1B,hnscc,-0.08907454576995115,0.4322098159108328,0.5135578151592741,20.00253692740057,0.845585624451171,0.9314667193767652,0.08742577337510508,1.5066354162798636e-11
145,ACTR2,hnscc,-0.013989172498174171,0.2451041804128057,0.17160460783907253,25.764547759603495,0.9382625117901592,0.9124035824806782,0.0819737278025278,2.5260553418345097e-52
146,ACTR3,hnscc,-0.08561320331056328,1.2557705472563843,0.24535612910707533,25.1642025599373,0.5387666987901291,0.491515575398413,0.007213380800312125,1.84062022709172e-51
147,ACTR3B,hnscc,0.06962965125090428,-0.8395923342545619,0.2583064085056822,21.323209557224658,0.919623941795289,0.8677200103102849,0.6069947394241691,3.509749213571751e-12
148,ACTR5,hnscc,0.2638477739542453,-2.3284478575053535,-0.027570865951367488,23.58454507295248,0.14655600021501056,0.12621599670650838,0.8877977048717615,3.5269070247380864e-47
149,ACTR6,hnscc,0.1991967016926641,-1.6734657195651805,-0.03406660285677424,22.266981522378583,0.1905773153723237,0.23533925217938492,0.8112380908398785,2.0723651909440587e-54
150,ACTR8,hnscc,0.14944112302895565,-1.5031122393440717,-0.018241692742290587,22.87910536517278,0.6101865019902157,0.637463196143721,0.9454887741820496,1.8562990844882564e-23
151,ACVR1,hnscc,0.07765043368764202,-1.070374695993273,0.4618381854239135,17.01417203260717,0.7548468320183652,0.6338467791037682,0.002906460698391577,7.714980595574527e-26
152,ACVR2A,hnscc,-0.1477667356160377,1.8610103798277031,0.8932023884130488,8.782263038766345,0.8955353467997385,0.8684496584451014,0.2181005190436186,0.15466554534528942
153,ACY1,hnscc,0.17922981023414844,-2.349919834795193,0.18223101964585336,26.092261598232113,0.4775408969762306,0.2809554227944152,0.391118371905326,9.510985324979602e-37
154,ACYP1,hnscc,0.08943109170609265,-1.0425915348011279,0.29266857179773537,22.848356658631882,0.7227836448195522,0.5141050102828838,0.09181406430402304,2.8863292118786604e-49
155,ACYP2,hnscc,-1.3776994305742478,11.217374514334216,2.122744649647233,6.559801899606726,9.382636236437407e-05,0.00020474702701714736,3.172577531906142e-17,0.0005086956413627432
156,ADA,hnscc,0.15994386744751612,-1.419106902738098,0.30143113511232095,22.698442215002874,0.11530991835774151,0.07528628655713968,7.122664988805427e-05,1.4082468819622664e-85
157,ADA2,hnscc,0.1060553109037574,-1.2294434335328612,0.31446639116691555,20.349967477694232,0.30009249352397455,0.1921688600132895,2.876384373246259e-05,1.8817741737312592e-68
