,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.029301523870954388,-0.10870029696006228,0.3668736344590365,0.8594516504860261,0.13800182083101667,0.4831040659540613,luad,False,False,False
1,A2M,0.4395216863734042,0.3767795625139893,0.001200779435484486,0.005117283460147553,0.06274212385941491,0.7243385869921317,luad,False,False,False
2,AAAS,0.2798980366208279,0.2523689535772837,0.03373271717252461,0.08438780774207594,0.027529083043544234,0.9019861153695574,luad,False,False,False
3,AACS,0.8549651385393121,0.763748195286839,9.489168549255078e-15,4.269691585157046e-12,0.09121694325247309,0.30878800958983843,luad,True,True,False
4,AADAC,0.4533262958710319,0.737634678325494,4.856105916408784e-13,0.0037527238638410797,-0.2843083824544621,0.030602064511859543,luad,False,True,False
5,AADAT,0.6878118621851521,0.455863189620994,0.03781096884457879,0.0016056705240914556,0.23194867256415813,0.4136990588338699,luad,False,False,False
6,AAED1,0.1781028884175884,0.09478385304600749,0.5309366914628475,0.3840403138685339,0.0833190353715809,0.8212689114606281,luad,False,False,False
7,AAGAB,0.7372286434693499,0.5771903378331933,1.3712666054467556e-07,8.668252925303048e-08,0.16003830563615662,0.13928494202902394,luad,True,True,False
8,AAMDC,0.682728493592976,0.6152396868910486,1.1365894509654422e-08,1.684306716763339e-06,0.06748880670192747,0.6468640281962947,luad,True,True,False
9,AAMP,0.5109229032584462,0.4096181954554997,0.0003892869194150951,0.0008884897036499413,0.10130470780294654,0.6003948915408792,luad,False,False,False
10,AAR2,0.5911955662991117,0.5965608977494257,4.0185483528892386e-08,7.401442510213424e-05,-0.005365331450313926,0.9870117698400727,luad,False,True,False
11,AARS,0.913621553299062,0.8973562383470829,3.263017668792124e-26,4.89548909771286e-16,0.016265314951979137,0.6144275376338618,luad,True,True,False
12,AARS2,0.6383830307569577,0.5990902602222998,3.4028837727289194e-08,1.2278671833522401e-05,0.03929277053465785,0.7884742765423092,luad,False,True,False
13,AARSD1,0.7405132655379735,0.7560998389364554,2.475461549607572e-14,7.084022318066016e-08,-0.015586573398481907,0.8479904604477565,luad,True,True,False
14,AASDHPPT,0.8247602528308258,0.71407033865598,2.731704937977782e-12,1.078933478013979e-10,0.11068991417484575,0.27836046242982737,luad,True,True,False
