,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.1104935328682781,0.13655279641177465,0.2668364284555484,0.5089962188403555,-0.026059263543496552,0.9129061299132132,lscc,False,False,False
1,A2M,0.07163809277453581,0.4604863132963623,6.853261174612819e-05,0.6647375548228722,-0.3888482205218265,0.04119821213562976,lscc,False,False,False
2,A2ML1,0.899904204839253,0.7973292794059761,2.4526349053777716e-16,6.642925672090742e-15,0.10257492543327695,0.054436712515849126,lscc,True,True,False
3,A4GALT,0.01693110373172562,0.3899267355405908,0.010689622258894521,0.9318541634184047,-0.3729956318088652,0.028863212303794104,lscc,False,False,False
4,AAAS,0.16683939237142054,0.2769018168742723,0.021259930407288782,0.3100343209514383,-0.11006242450285175,0.5314273880917926,lscc,False,False,False
5,AACS,0.7267582004717122,0.6287424500380497,7.258204867042954e-09,1.617935933935827e-07,0.09801575043366251,0.5196703904492146,lscc,True,True,False
6,AADAC,0.8113056950802942,0.6030942366333887,4.15574378555752e-08,3.7540037791231055e-10,0.20821145844690547,0.11323353183979733,lscc,True,True,False
7,AAGAB,0.46185774558356524,0.5240036450126705,3.822870008293655e-06,0.0030783251983187107,-0.062145899429105256,0.7109025604094102,lscc,False,True,False
8,AAK1,0.6469963193227005,0.6849551234430966,8.529954543765182e-11,8.558425632354618e-06,-0.037958804120396095,0.6959772977019937,lscc,False,True,False
9,AAMDC,0.5975107775293408,0.5546788336301434,7.595786503188698e-07,5.9155750602657515e-05,0.04283194389919742,0.7244289128895313,lscc,False,True,False
10,AAMP,0.6039340113414849,0.6994824298950175,2.293028451643383e-11,4.6869393947863664e-05,-0.09554841855353258,0.4355844613058244,lscc,False,True,False
11,AAR2,0.39567992160609816,0.6432960268367355,2.5070129713786874e-09,0.012655577454645902,-0.24761610523063732,0.037500855687262344,lscc,False,True,False
