,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.046540358090290834,0.2160252501063193,0.11667152655728116,0.7431939958436554,-0.16948489201602845,0.37544997441605454,lscc,False,False,False
1,A2M,0.4568277951611315,0.2507234428161551,0.06484596821059657,0.000584950067495176,0.20610435234497637,0.26539902929363857,lscc,False,False,False
2,A2ML1,0.8141714511564049,0.8579851999340962,5.860662028142144e-17,1.2299829035210813e-13,-0.043813748777691286,0.37796749898029447,lscc,True,True,False
3,A4GALT,0.3359932930364899,0.4149330375344281,0.016347218523850623,0.04203693728456372,-0.07893974449793822,0.6378508498010494,lscc,False,False,False
4,AAAS,0.18338269032665078,0.32271595272831954,0.01625963159553365,0.1887149790240469,-0.13933326240166877,0.42520758978003503,lscc,False,False,False
5,AACS,0.7310808771757986,0.6002651469618482,1.2717083999242376e-06,5.10071215987171e-10,0.13081573021395043,0.361047088237348,lscc,True,True,False
6,AADAC,0.7099707835063309,0.7024955797351791,2.263053783098129e-09,2.6334822980348883e-09,0.00747520377115185,0.9419986921548326,lscc,True,True,False
7,AAGAB,0.6001801459912076,0.3765830979674879,0.004599751454829086,2.032622297030498e-06,0.2235970480237197,0.15537523725307073,lscc,True,False,False
8,AAK1,0.6507639696376912,0.6981374672893181,3.1266783186611815e-09,1.3260696711995993e-07,-0.047373497651626906,0.6117053292481536,lscc,True,True,False
9,AAMDC,0.6021852317569935,0.5345627067771663,2.6225958669098418e-05,1.840473804336319e-06,0.06762252497982713,0.5605761838486165,lscc,True,False,False
10,AAMP,0.7417056420049888,0.5776401546275568,3.884301684600541e-06,2.1043204365342904e-10,0.16406548737743198,0.15388916368111208,lscc,True,True,False
11,AAR2,0.576029199835194,0.5944498113320628,1.7083033677029826e-06,6.387400539437002e-06,-0.0184206114968688,0.8687896574186088,lscc,False,True,False
12,AARS,0.875825441106514,0.7833483012942204,1.5646271500723776e-12,9.234052240017036e-18,0.09247713981229355,0.11766408431009212,lscc,True,True,False
13,AARS2,0.6428395851329085,0.682356691597597,9.623337517519121e-09,2.10206994313053e-07,-0.039517106464688534,0.6986519993803595,lscc,True,True,False
14,AARSD1,0.5880525229970082,0.493074989961376,0.00013095427411405006,3.6540613566579916e-06,0.09497753303563217,0.527918334681413,lscc,True,False,False
15,AASDHPPT,0.6304014162317977,0.6452894943515162,1.0462213927667955e-07,4.220590768083787e-07,-0.014888078119718484,0.8695279066359175,lscc,True,True,False
16,AASS,0.7381852910768522,0.8387866355491481,1.3093093688588227e-15,2.8350214072108294e-10,-0.10060134447229596,0.14630666109386334,lscc,True,True,False
17,AATF,0.609218994053992,0.570272848295894,5.489208163011511e-06,1.292082429217416e-06,0.03894614575809807,0.7228373694064611,lscc,True,False,False
18,ABAT,0.7410741043238244,0.8736621538296191,3.243019339483011e-18,2.220681503779051e-10,-0.13258804950579473,0.01760440811581623,lscc,True,True,False
19,ABCA1,0.631288582565352,0.7475143591708716,5.514709832769258e-11,4.019976586792114e-07,-0.11622577660551958,0.16210040048908747,lscc,True,True,False
20,ABCA12,0.5176642280959237,0.5102631634338647,0.00013065474848340117,0.0004465114967191396,0.0074010646620590315,0.9788655748135732,lscc,False,False,False
21,ABCA13,0.025264613184431996,0.32268723049838133,0.02695198474643891,0.8837153030210831,-0.2974226173139493,0.15780940861872683,lscc,False,False,False
22,ABCA2,-0.22979581028971913,0.029814199454641283,0.849476903047579,0.10841258568921502,-0.25961000974436044,0.19436977435656666,lscc,False,False,False
23,ABCA3,0.6870296017716184,0.7117128407717894,1.1203363114374019e-09,1.3405099992087414e-08,-0.024683239000170998,0.7943351964253177,lscc,True,True,False
24,ABCA6,0.49026318785185585,0.39796008081292694,0.0031668713511031456,0.0002602353431446487,0.09230310703892891,0.553739762368989,lscc,False,False,False
25,ABCA8,0.3944827124338722,0.39451535066371224,0.0028775951447937054,0.003467361246876915,-3.263822984006515e-05,0.9891022166469037,lscc,False,False,False
26,ABCB1,0.5082404156484197,0.35153111108484786,0.008495367828545843,0.00010223649584224812,0.15670930456357185,0.41170891311935676,lscc,False,False,False
27,ABCB10,0.6399109862773146,0.5510918773120913,1.3002476160272226e-05,2.4839668738086903e-07,0.08881910896522327,0.42317412101555263,lscc,True,False,False
28,ABCB5,0.2853480686800712,-0.06988575449405204,0.6641577198779038,0.049307489812708626,0.3552338231741232,0.07544356218413767,lscc,False,False,False
