gene,cancer,interaction_coeff,condition_coeff,transcript_coeff,intercept,interaction_pval,condition_pval,transcript_pval,intercept_pval
A1BG,lscc,0.2308129562074117,-5.674637371576175,-0.11118399960388432,3.142133129283661,0.33922435895524905,0.019437308887393086,0.7000161745792597,0.19742993571562537
A2M,lscc,-0.9780871873347057,20.50852395283972,1.4775978047094396,-33.57971720239976,0.04333652680238816,0.0811749210574244,0.0010474264789018177,0.0023585392918268216
A2ML1,lscc,1.0794011534100452,-15.726902747638695,0.18940734402907689,-6.186020414952913,5.511228628166107e-09,4.4824307765675456e-14,0.36508438081873196,4.524709724892136e-05
A4GALT,lscc,0.44994376641071376,-8.1590103291344,0.16926893261784345,-2.4625066743417046,0.5299883353888589,0.4966182238318784,0.8643982192412185,0.8804181238807813
AAAS,lscc,0.510473952146973,-8.079212611234428,-0.12699777273554128,1.734668137718959,0.10783012682152167,0.14496480625214622,0.7485051002238197,0.8021631325432301
AACS,lscc,0.6077632414543497,-8.86515503664022,1.1183391202936688,-18.22215124196275,0.2665766757037802,0.2863767149132828,0.025521726457726,0.014688001859207192
AADAC,lscc,-0.07244037624923845,0.4485009820078479,1.1747179896520705,-19.29460693690546,0.7857085287522795,0.9196009368807707,3.035282830412483e-10,4.7793246833829145e-11
AAGAB,lscc,1.253181084923278,-21.608158511125865,-0.02874169017981021,-0.48459646092486464,0.031976829903479886,0.039397387936893936,0.9769942548233278,0.977115086178026
AAK1,lscc,0.9165905570957269,-15.233735766857128,0.12437999289365706,-2.128298170924544,0.006904279166585111,0.007517521315501071,0.8091229289853102,0.7975536398655352
AAMDC,lscc,0.21948547576078997,-4.781935436465334,1.1170059625760105,-17.93220467194179,0.7206795490973537,0.6394462965715849,0.0230091914523827,0.03577813219716632
AAMP,lscc,0.9606850487067815,-17.85577854507273,0.6476206809152206,-12.889263840191896,0.10634999031332426,0.11268516982875879,0.33812816098997556,0.29867212164527923
AAR2,lscc,0.991933399747481,-17.517523768899224,0.09148715355939772,-1.7116815504361924,0.025143193021553403,0.026185762279090665,0.8970584408514085,0.8883396843475196
AARS,lscc,0.6174798373780424,-11.219795870496878,0.9428313629793158,-18.939001678542454,0.10097938937156734,0.11713346530665437,0.008480964355429601,0.004782864491747851
AARS2,lscc,0.8607861367205132,-14.93839647204115,0.47179663691344303,-8.255922248521957,0.030425025748279048,0.027197841101141287,0.28160128803885026,0.2560078417394979
AARSD1,lscc,1.0480086115682388,-14.19192716179461,-0.05058774600378524,0.19234278951171918,0.0017919926945474782,0.002665785826028192,0.9260366830326565,0.9794028150010892
AASDHPPT,lscc,1.0117520111750076,-16.69133169916309,0.1630850491567416,-3.0091248469729464,0.0005410777982882989,0.000669678674068505,0.6706704025012272,0.6194143457343146
AASS,lscc,1.1985403657051672,-20.730799466627936,0.926445499708997,-17.4242536177974,0.0038643410638732204,0.006893852972944765,0.01959470886036728,0.01739827549808805
AATF,lscc,1.0630015603555028,-17.992534656184027,0.6587806351025379,-12.723733566227422,0.2841265829598194,0.30238107556904736,0.59401859266209,0.5414716215283047
ABAT,lscc,0.356750294775108,-5.201121948461163,1.3929016067384434,-21.2857176813185,0.29519293519900924,0.3202185196370965,8.975882689013771e-07,1.2890438902408886e-06
