Gene,Delta_Correlation,P_Value,FDR,Cancer
A1BG,-0.38874490462184597,0.018241513516757707,0.045553594535094784,CCRCC
A1CF,0.1469932478149697,1.1224459301465279e-05,5.714686469445657e-05,CCRCC
A2M,-0.27703459183781093,0.0002562564650728846,0.0010201214303379904,CCRCC
AAAS,-0.04429139002886791,0.6247915483455866,0.739966645158047,CCRCC
AACS,-0.128218427650878,0.08322912782977841,0.16048274453887545,CCRCC
AADAT,-0.17492468400979216,4.0297398094831e-07,2.545163341170462e-06,CCRCC
AAED1,0.07595938112459111,0.9781867038516942,0.9859884958359731,CCRCC
AAGAB,0.462501750785125,0.0003078097654058758,0.0012094343556915638,CCRCC
AAK1,0.30875024115850586,1.1001250650966425e-06,6.518485845652747e-06,CCRCC
AAMP,0.3296188717785258,3.5512878303071386e-10,3.1377042210430506e-09,CCRCC
AAR2,0.2424516038370333,8.955051438239246e-05,0.0003894043273492188,CCRCC
AARS,0.4130603125533109,0.00011001757592724315,0.00047122071130741987,CCRCC
AARS2,-0.09326769113260436,0.037791763227993144,0.08379146437225928,CCRCC
AARSD1,0.46653889713151986,3.771578719100073e-20,6.606217882718444e-19,CCRCC
AASDH,-0.5813860962913046,0.022645457729475307,0.05469091678061961,CCRCC
AASDHPPT,0.047403661873248626,0.46805840146040967,0.6036030844976401,CCRCC
AASS,-0.2403541146471302,5.320845921652407e-14,6.385015105982889e-13,CCRCC
AATF,0.03491199172292908,0.07211458799717793,0.14260092029388483,CCRCC
ABAT,-0.40739055148806375,3.1261354419215676e-57,1.6341013744578496e-55,CCRCC
ABCA1,0.19758103897892465,0.03571838905671244,0.07992946670472922,CCRCC
ABCA12,0.065048364715728,0.613084108289677,0.7311313589541489,CCRCC
ABCA2,0.04007482029616313,0.9547808361655781,0.9717922876096788,CCRCC
ABCA6,0.39354604562728557,8.085877391143094e-10,6.965435709505837e-09,CCRCC
ABCA8,-0.07497460614339724,0.19847804798530044,0.3189147640555206,CCRCC
ABCB1,0.1343250579316695,1.034742545128062e-64,6.186149443448246e-63,CCRCC
ABCB10,-0.253251625879759,0.0003067710555575367,0.0012063025674227833,CCRCC
