,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.23931995068788814,0.0602561267245272,0.5907463447529104,0.22925998031436007,0.17906382396336093,0.37218073361011195,hnscc,False,False,False
1,A1CF,0.7624610207716684,0.3944195107274187,0.2935057622888829,0.23753897922833156,0.36804151004424973,0.5179458552368943,hnscc,False,False,False
2,A2M,0.47162537109657376,0.1206274330864067,0.28036214560504547,0.01301051498969589,0.3509979380101671,0.0812455550566124,hnscc,False,False,False
3,A2ML1,0.9250306242382901,0.8405019419514134,5.370219586283605e-23,5.264005919449279e-12,0.08452868228687671,0.08650939960236646,hnscc,True,True,False
4,AAAS,0.2772745989633655,0.15502480583203648,0.164322055610007,0.1614481886420295,0.122249793131329,0.5566472676774085,hnscc,False,False,False
5,AACS,0.6503328411922424,0.7881360982667213,1.5401549715515718e-18,0.0002404324923492421,-0.13780325707447882,0.22126736978274997,hnscc,False,True,False
6,AADAC,0.3898320742879797,0.587021798231447,1.6173570540663656e-08,0.05968530757778403,-0.19718972394346723,0.481847974756754,hnscc,False,True,False
7,AAED1,-0.00301436719103896,0.21128008886334765,0.13269548868123604,0.9908390526476266,-0.2142944560543866,0.449655549263534,hnscc,False,False,False
8,AAGAB,0.6728586263942876,0.5969890463558225,3.2264433992867996e-09,0.0001203339335462503,0.07586958003846511,0.5972170306648116,hnscc,False,True,False
9,AAK1,0.7135249414774348,0.6970268615453367,3.499960474096289e-13,2.9378916211263296e-05,0.016498079932098175,0.8238618192564777,hnscc,False,True,False
10,AAMDC,0.5012698353622299,0.4722537603871267,7.487363884388955e-06,0.007731064220158171,0.029016074975103223,0.8312103660090033,hnscc,False,False,False
11,AAMP,0.6987429562685299,0.7043948133465305,1.5391714603902517e-13,5.035703354456466e-05,-0.005651857078000644,0.9749367241108666,hnscc,False,True,False
12,AAR2,0.19423732141818972,0.5303220229361961,2.986644632065849e-07,0.33163954703368415,-0.3360847015180064,0.13831994972233308,hnscc,False,True,False
13,AARS,0.7705446130410671,0.7457789659869868,9.126971443339996e-16,2.579099959753403e-06,0.024765647054080353,0.796289493272238,hnscc,True,True,False
14,AARS2,0.846879831305203,0.46972873868316367,8.50238912297563e-06,2.558894619993012e-08,0.3771510926220393,0.016302163171089932,hnscc,True,False,False
15,AARSD1,0.0627359888731216,0.6694992751054275,6.128252186214238e-12,0.7559018287419449,-0.6067632862323059,0.00022339495772995206,hnscc,False,True,False
16,AASDH,0.45064419671570866,-0.014550154518858084,0.9192820203908982,0.06946533320769276,0.46519435123456676,0.30452612388149014,hnscc,False,False,False
17,AASDHPPT,0.6984464033341019,0.8682387693223881,4.5445054328258086e-26,5.088784416851999e-05,-0.16979236598828618,0.05288718769503213,hnscc,False,True,False
18,AASS,0.8179171041052765,0.834879471072806,1.9119892773972983e-22,1.8893460928365858e-07,-0.016962366967529507,0.7883103093869915,hnscc,True,True,False
19,AATF,-0.40115727506162646,0.2983459601226165,0.006479771920682358,0.03809242555061984,-0.699503235184243,0.01304778590416512,hnscc,False,False,False
20,ABAT,0.9250789146699773,0.83909823058348,7.407235094954084e-23,5.223166295858524e-12,0.08598068408649728,0.28243750408090984,hnscc,True,True,False
