,gene,mutated_correlation,non_mutated_correlation,non_mutated_p_vals,mutated_p_vals,delta_correlation,delta_correlation_pval,cancer,sig_mut_pvals,sig_wt_pvals,sig_delta_corr_pval
0,A1BG,0.1501232630244999,0.09712105452322026,0.43788108679366866,0.3551687537794801,0.05300220850127965,0.7854568778756206,lscc,False,False,False
1,A2M,0.47660890147538887,0.2639476750467788,0.02963428203743948,0.0018765325138854587,0.21266122642861007,0.2537367699275588,lscc,False,False,False
2,A2ML1,0.8547743623600932,0.8207677036859743,1.0577845592985555e-17,2.237556025577684e-12,0.034006658674118895,0.5508688421567602,lscc,True,True,False
3,A4GALT,0.14470386379945585,0.3996238649541774,0.0059329344919692275,0.4999160247122619,-0.2549200011547216,0.14255583290815613,lscc,False,False,False
4,AAAS,0.21820665094961403,0.2630378226887679,0.030221818310433957,0.17616302004065146,-0.04483117173915388,0.7832902748302761,lscc,False,False,False
5,AACS,0.7168033418316128,0.6387794185222903,4.592097099094456e-09,1.9651808776990166e-07,0.07802392330932251,0.6120480987305599,lscc,True,True,False
6,AADAC,0.7966859984540866,0.6237101764498866,1.333641317661857e-08,7.798389840164903e-10,0.17297582200420003,0.1793427606410578,lscc,True,True,False
7,AAGAB,0.4642308344793345,0.5125877608535834,7.865190127908716e-06,0.0025486602144288847,-0.048356926374248876,0.7728120653967758,lscc,False,False,False
8,AAK1,0.6962839619746458,0.6625992921813714,7.520754115512161e-10,6.065626351211355e-07,0.03368466979327445,0.7223204707972353,lscc,True,True,False
9,AAMDC,0.5019774862983307,0.6012461409838006,5.9047741987174986e-08,0.0009659336858360917,-0.09926865468546986,0.4184900750278032,lscc,False,True,False
10,AAMP,0.6859580264661505,0.6334335269159314,6.747455320783587e-09,1.0333679674988496e-06,0.052524499550219095,0.6559078003193002,lscc,True,True,False
11,AAR2,0.49369195287002726,0.6118876375768895,2.960701434256584e-08,0.0012066425883741733,-0.1181956847068622,0.33384120973752685,lscc,False,True,False
12,AARS,0.8188003364511206,0.8500168962212606,4.8402803513247744e-20,1.0757932465445262e-10,-0.03121655977014004,0.6203273863391908,lscc,True,True,False
13,AARS2,0.7084146974215846,0.625211660955989,1.202296108144618e-08,3.151491590227774e-07,0.08320303646559557,0.4208081461718296,lscc,True,True,False
14,AARSD1,0.4943190583410976,0.5593344751591613,7.118320264703306e-07,0.0011867228895838216,-0.06501541681806378,0.682122739351003,lscc,False,True,False
15,AASDHPPT,0.6074260782715961,0.6581185467363749,1.0701000770973517e-09,3.233800078422243e-05,-0.05069246846477882,0.6218199046341968,lscc,False,True,False
16,AASS,0.8193340684186335,0.794255904816172,6.380992131143551e-16,1.0222227749540536e-10,0.025078163602461512,0.7602411491863633,lscc,True,True,False
17,AATF,0.6750494157676978,0.5498108057031409,1.1963385020595492e-06,1.7731731561635039e-06,0.12523861006455694,0.3013012739835308,lscc,True,True,False
18,ABAT,0.6955219290025121,0.8659513275869463,1.549877161813665e-21,6.313602083950055e-07,-0.17042939858443418,0.0033048053456351148,lscc,True,True,False
19,ABCA1,0.6223997818020385,0.7202812187612075,4.404296440624175e-12,1.8027534178506515e-05,-0.09788143695916907,0.22867242006453892,lscc,False,True,False
20,ABCA12,0.3283424510187914,0.5591449565754557,5.061880662947336e-06,0.054138917634876674,-0.23080250555666432,0.25298335892116286,lscc,False,False,False
21,ABCA13,0.18329387345262538,0.2617283940521687,0.06355872376280225,0.3153042766521665,-0.07843452059954331,0.7211916918493225,lscc,False,False,False
22,ABCA2,-0.21795352861944461,-0.014767027110330328,0.9108354920104272,0.22303975110099683,-0.2031865015091143,0.33719845843928875,lscc,False,False,False
23,ABCA3,0.7435528246118088,0.6823684835034549,1.4734234833662828e-10,3.870003203963727e-08,0.06118434110835391,0.49264632548877096,lscc,True,True,False
24,ABCA6,0.570797277516898,0.36676066083265485,0.002655672667812162,0.00014798556994738204,0.20403661668424317,0.19684966060871112,lscc,False,False,False
25,ABCA8,0.4440120837679987,0.3622164355822902,0.002402735672112285,0.004104237016904801,0.0817956481857085,0.6674664253753895,lscc,False,False,False
26,ABCB1,0.48039126808023014,0.4015243472074045,0.0006895850235570451,0.0017050541719865226,0.07886692087282565,0.6982991199389297,lscc,False,False,False
27,ABCB10,0.6051815551835444,0.5906765984257603,1.1438215212207704e-07,3.520875862515662e-05,0.014504956757784182,0.9008622560010608,lscc,False,True,False
28,ABCB5,0.1775310528884319,0.03834671276613537,0.7810453537911998,0.31515555959831765,0.13918434012229652,0.5091511409896788,lscc,False,False,False
29,ABCB6,0.7925898497468269,0.8880405240691935,5.858358773355584e-24,1.0960626360788885e-09,-0.09545067432236665,0.10512615942982333,lscc,True,True,False
